32633,49.247
32634,49.248
32636,49.333
32638,49.835
32640,50.672
32642,50.673
32643,50.423
32645,49.755
32647,49.171
32649,48.42
32651,48.254
32653,49.007
32655,50.513
32657,51.768
32659,53.692
32661,54.781
32663,54.28
32665,55.033
32667,55.62
32669,55.621
32671,56.208
32673,55.874
32675,55.875
32677,55.04
32678,55.961
32680,56.882
32682,55.963
32684,56.884
32686,56.467
32688,56.384
32690,56.302
32692,55.634
32694,55.718
32695,55.636
32697,55.637
32699,55.972
32701,55.806
32703,55.305
32705,55.724
32706,57.816
32708,55.977
32710,56.062
32712,55.728
32714,55.478
32716,55.061
32718,54.561
32720,54.812
32721,54.144
32723,54.229
32725,53.812
32727,53.06
32729,54.399
32731,55.32
32733,53.565
32734,56.159
32736,55.741
32738,52.899
32740,51.563
32742,51.731
32744,50.478
32745,49.141
32748,48.056
32750,47.806
32751,47.807
32753,47.808
32755,48.06
32757,48.061
32759,47.561
32761,47.645
32763,48.148
32764,48.065
32766,48.15
32768,47.649
32770,47.734
32772,48.153
32774,48.572
32776,48.155
32778,47.989
32780,48.408
32781,49.161
32783,50.165
32785,50.835
32787,53.177
32789,50.92
32791,49.918
32792,52.511
32794,49.419
32796,49.503
32798,50.925
32800,52.013
32802,51.931
32803,52.517
32805,52.518
32807,52.268
32809,54.276
32811,52.27
32813,51.184
32815,51.102
32817,49.932
32819,49.181
32821,49.015
32822,49.852
32825,49.602
32827,49.854
32829,50.942
32831,53.2
32833,53.034
32835,53.872
32836,54.458
32838,54.375
32840,54.293
32842,53.29
32844,52.204
32846,50.199
32848,50.2
32850,50.201
32852,50.369
32853,49.869
32855,49.953
32857,49.871
32859,49.872
32861,49.873
32863,49.79
32865,49.959
32867,49.96
32869,49.961
32871,50.212
32872,50.213
32874,50.8
32876,52.222
32878,52.139
32880,52.642
32882,52.81
32884,53.146
32886,53.398
32888,52.897
32889,52.898
32891,52.23
32893,53.151
32895,53.904
32897,53.655
32899,54.325
32901,55.329
32903,55.079
32905,54.913
32907,54.58
32908,54.33
32910,54.749
32912,55.168
32914,52.828
32916,52.411
32918,53.415
32919,50.991
32921,51.578
32923,51.077
32925,51.747
32927,51.246
32929,51.749
32931,50.58
32932,50.748
32934,51.083
32936,50.499
32938,49.915
32940,53.594
32942,49.666
32943,49.249
32945,50.337
32947,49.92
32949,51.593
32951,51.677
32953,50.675
32955,51.178
32957,49.591
32959,51.765
32960,52.101
32962,52.102
32964,51.685
32966,54.361
32968,53.61
32970,52.607
32972,52.023
32974,52.275
32975,52.778
32978,51.525
32979,52.529
32981,50.189
32983,49.438
32985,48.185
32987,47.852
32989,47.853
32991,47.938
32993,47.939
32995,48.107
32997,48.86
32999,50.617
33001,50.2
33003,50.034
33004,51.623
33006,51.791
33008,51.458
33010,51.71
33012,52.965
33014,52.631
33016,54.723
33018,53.302
33019,52.216
33021,51.632
33023,50.964
33025,48.876
33027,48.292
33029,47.875
33031,48.461
33033,48.629
33035,49.132
33037,50.219
33039,49.886
33041,50.723
33043,49.721
33044,49.053
33046,48.804
33048,48.805
33050,48.639
33052,48.389
33054,48.056
33056,48.391
33058,48.894
33060,49.062
33062,49.313
33064,50.067
33065,49.901
33067,51.156
33069,51.825
33071,50.823
33073,51.828
33075,52.079
33077,53
33079,55.008
33081,54.926
33083,55.345
33085,55.68
33086,56.016
33088,60.534
33090,61.288
33092,61.624
33094,63.132
33096,60.706
33097,61.627
33099,61.879
33101,62.968
33103,61.128
33105,61.464
33107,62.134
33109,62.554
33110,62.555
33112,56.783
33114,54.693
33116,53.69
33118,53.859
33120,53.692
33122,53.192
33123,54.28
33125,54.114
33127,54.7
33129,54.785
33131,54.786
33133,56.292
33135,55.708
33137,55.123
33139,55.961
33141,54.206
33143,54.792
33145,54.709
33146,54.041
33148,53.541
33150,53.542
33152,52.79
33154,52.875
33156,52.124
33158,51.289
33160,50.537
33162,49.953
33164,49.954
33166,50.289
33167,51.879
33169,50.375
33171,50.794
33173,52.133
33175,52.218
33177,51.717
33179,51.969
33181,51.635
33183,52.472
33185,52.223
33186,51.973
33188,52.225
33190,52.476
33192,52.143
33194,52.228
33196,52.061
33197,51.895
33199,51.98
33201,52.232
33203,52.567
33205,52.903
33207,53.155
33209,53.49
33211,54.244
33213,54.161
33215,54.915
33216,55.836
33218,56.088
33220,58.013
33222,58.014
33224,57.764
33226,57.179
33228,57.18
33230,57.516
33232,56.931
33233,57.267
33235,57.184
33237,57.185
33239,57.354
33241,57.522
33243,57.941
33245,58.361
33246,58.696
33248,58.112
33250,57.611
33252,57.946
33254,58.031
33256,59.371
33258,60.376
33260,61.13
33262,61.298
33263,63.224
33265,64.397
33267,63.561
33269,63.227
33271,65.237
33273,65.908
33275,65.909
33276,65.073
33278,64.823
33280,64.907
33282,63.318
33284,63.737
33286,63.655
33288,68.093
33289,68.094
33291,68.179
33293,62.905
33295,63.995
33297,63.744
33299,65.503
33300,67.011
33302,65.254
33304,66.427
33306,66.01
33308,65.257
33310,66.347
33312,65.511
33314,66.432
33316,67.354
33317,69.03
33319,69.199
33321,68.697
33323,69.703
33325,70.123
33327,70.627
33329,71.382
33331,71.299
33332,74.399
33334,74.4
33336,72.475
33338,73.397
33340,72.56
33342,75.158
33344,74.657
33345,77.172
33347,79.436
33349,79.605
