statusId | label
100|press
statusId|sensorName|value|timestamp
100|LPS22H Barometer Sensor|[1014.604]|1589445964708
100|LPS22H Barometer Sensor|[1014.61304]|1589445964808
100|LPS22H Barometer Sensor|[1014.6255]|1589445964908
100|LPS22H Barometer Sensor|[1014.6196]|1589445965008
100|LPS22H Barometer Sensor|[1014.6199]|1589445965108
100|LPS22H Barometer Sensor|[1014.61475]|1589445965208
100|LPS22H Barometer Sensor|[1014.62354]|1589445965309
100|LPS22H Barometer Sensor|[1014.6277]|1589445965409
100|LPS22H Barometer Sensor|[1014.614]|1589445965508
100|LPS22H Barometer Sensor|[1014.614]|1589445965608
100|LPS22H Barometer Sensor|[1014.6123]|1589445965709
100|LPS22H Barometer Sensor|[1014.6155]|1589445965809
100|LPS22H Barometer Sensor|[1014.6155]|1589445965909
100|LPS22H Barometer Sensor|[1014.61865]|1589445966009
100|LPS22H Barometer Sensor|[1014.62256]|1589445966110
100|LPS22H Barometer Sensor|[1014.62256]|1589445966210
100|LPS22H Barometer Sensor|[1014.5928]|1589445966310
100|LPS22H Barometer Sensor|[1014.6008]|1589445966409
100|LPS22H Barometer Sensor|[1014.6008]|1589445966509
100|LPS22H Barometer Sensor|[1014.6067]|1589445966609
100|LPS22H Barometer Sensor|[1014.6167]|1589445966710
100|LPS22H Barometer Sensor|[1014.6167]|1589445966810
100|LPS22H Barometer Sensor|[1014.59546]|1589445966910
100|LPS22H Barometer Sensor|[1014.60815]|1589445967011
100|LPS22H Barometer Sensor|[1014.6067]|1589445967110
100|LPS22H Barometer Sensor|[1014.615]|1589445967210
100|LPS22H Barometer Sensor|[1014.6245]|1589445967310
100|LPS22H Barometer Sensor|[1014.6179]|1589445967411
100|LPS22H Barometer Sensor|[1014.61035]|1589445967511
100|LPS22H Barometer Sensor|[1014.60767]|1589445967611
100|LPS22H Barometer Sensor|[1014.6101]|1589445967711
100|LPS22H Barometer Sensor|[1014.61475]|1589445967812
100|LPS22H Barometer Sensor|[1014.62036]|1589445967912
100|LPS22H Barometer Sensor|[1014.6162]|1589445968012
100|LPS22H Barometer Sensor|[1014.62085]|1589445968112
100|LPS22H Barometer Sensor|[1014.6184]|1589445968212
100|LPS22H Barometer Sensor|[1014.62524]|1589445968312
100|LPS22H Barometer Sensor|[1014.61694]|1589445968412
100|LPS22H Barometer Sensor|[1014.61743]|1589445968512
100|LPS22H Barometer Sensor|[1014.6179]|1589445968612
100|LPS22H Barometer Sensor|[1014.61865]|1589445968713
100|LPS22H Barometer Sensor|[1014.61523]|1589445968813
100|LPS22H Barometer Sensor|[1014.6101]|1589445968913
100|LPS22H Barometer Sensor|[1014.6101]|1589445969013
100|LPS22H Barometer Sensor|[1014.6218]|1589445969113
100|LPS22H Barometer Sensor|[1014.6218]|1589445969214
100|LPS22H Barometer Sensor|[1014.62305]|1589445969314
100|LPS22H Barometer Sensor|[1014.6262]|1589445969414
100|LPS22H Barometer Sensor|[1014.6262]|1589445969514
100|LPS22H Barometer Sensor|[1014.6233]|1589445969614
100|LPS22H Barometer Sensor|[1014.63477]|1589445969714
100|LPS22H Barometer Sensor|[1014.63477]|1589445969814
100|LPS22H Barometer Sensor|[1014.624]|1589445969914
100|LPS22H Barometer Sensor|[1014.62305]|1589445970014
100|LPS22H Barometer Sensor|[1014.62305]|1589445970114
100|LPS22H Barometer Sensor|[1014.63184]|1589445970214
100|LPS22H Barometer Sensor|[1014.6304]|1589445970314
100|LPS22H Barometer Sensor|[1014.6304]|1589445970414
100|LPS22H Barometer Sensor|[1014.6223]|1589445970514
100|LPS22H Barometer Sensor|[1014.6238]|1589445970614
100|LPS22H Barometer Sensor|[1014.6216]|1589445970715
100|LPS22H Barometer Sensor|[1014.61743]|1589445970815
100|LPS22H Barometer Sensor|[1014.6155]|1589445970915
100|LPS22H Barometer Sensor|[1014.62695]|1589445971015
100|LPS22H Barometer Sensor|[1014.63403]|1589445971115
100|LPS22H Barometer Sensor|[1014.63403]|1589445971215
100|LPS22H Barometer Sensor|[1014.6323]|1589445971315
100|LPS22H Barometer Sensor|[1014.6323]|1589445971415
100|LPS22H Barometer Sensor|[1014.6262]|1589445971515
100|LPS22H Barometer Sensor|[1014.6306]|1589445971615
100|LPS22H Barometer Sensor|[1014.6394]|1589445971715
100|LPS22H Barometer Sensor|[1014.6267]|1589445971815
100|LPS22H Barometer Sensor|[1014.61694]|1589445971916
100|LPS22H Barometer Sensor|[1014.6177]|1589445972016
100|LPS22H Barometer Sensor|[1014.6184]|1589445972116
100|LPS22H Barometer Sensor|[1014.6345]|1589445972216
100|LPS22H Barometer Sensor|[1014.6194]|1589445972316
100|LPS22H Barometer Sensor|[1014.60986]|1589445972417
100|LPS22H Barometer Sensor|[1014.6162]|1589445972517
100|LPS22H Barometer Sensor|[1014.6223]|1589445972617
100|LPS22H Barometer Sensor|[1014.60864]|1589445972717
100|LPS22H Barometer Sensor|[1014.60864]|1589445972817
100|LPS22H Barometer Sensor|[1014.60645]|1589445972917
100|LPS22H Barometer Sensor|[1014.61914]|1589445973017
100|LPS22H Barometer Sensor|[1014.61914]|1589445973117
100|LPS22H Barometer Sensor|[1014.62134]|1589445973217
100|LPS22H Barometer Sensor|[1014.61304]|1589445973317
100|LPS22H Barometer Sensor|[1014.61304]|1589445973418
100|LPS22H Barometer Sensor|[1014.60913]|1589445973518
100|LPS22H Barometer Sensor|[1014.58765]|1589445973618
100|LPS22H Barometer Sensor|[1014.58765]|1589445973718
100|LPS22H Barometer Sensor|[1014.5901]|1589445973818
100|LPS22H Barometer Sensor|[1014.593]|1589445973919
100|LPS22H Barometer Sensor|[1014.593]|1589445974019
100|LPS22H Barometer Sensor|[1014.603]|1589445974119
100|LPS22H Barometer Sensor|[1014.59814]|1589445974219
100|LPS22H Barometer Sensor|[1014.5991]|1589445974319
100|LPS22H Barometer Sensor|[1014.57104]|1589445974419
100|LPS22H Barometer Sensor|[1014.5857]|1589445974519
100|LPS22H Barometer Sensor|[1014.58594]|1589445974620
100|LPS22H Barometer Sensor|[1014.5867]|1589445974720
100|LPS22H Barometer Sensor|[1014.60913]|1589445974820
100|LPS22H Barometer Sensor|[1014.5608]|1589445974921
100|LPS22H Barometer Sensor|[1014.6443]|1589445975021
100|LPS22H Barometer Sensor|[1014.64087]|1589445975121
100|LPS22H Barometer Sensor|[1014.63135]|1589445975221
100|LPS22H Barometer Sensor|[1014.61035]|1589445975321
100|LPS22H Barometer Sensor|[1014.6089]|1589445975421
100|LPS22H Barometer Sensor|[1014.5979]|1589445975521
100|LPS22H Barometer Sensor|[1014.61206]|1589445975622
100|LPS22H Barometer Sensor|[1014.6277]|1589445975722
100|LPS22H Barometer Sensor|[1014.6255]|1589445975822
100|LPS22H Barometer Sensor|[1014.63257]|1589445975922
100|LPS22H Barometer Sensor|[1014.62134]|1589445976022
100|LPS22H Barometer Sensor|[1014.6345]|1589445976122
100|LPS22H Barometer Sensor|[1014.63477]|1589445976222
100|LPS22H Barometer Sensor|[1014.60596]|1589445976322
100|LPS22H Barometer Sensor|[1014.60596]|1589445976422
100|LPS22H Barometer Sensor|[1014.6072]|1589445976523
100|LPS22H Barometer Sensor|[1014.61646]|1589445976623
100|LPS22H Barometer Sensor|[1014.61646]|1589445976723
100|LPS22H Barometer Sensor|[1014.6111]|1589445976823
100|LPS22H Barometer Sensor|[1014.6494]|1589445976923
100|LPS22H Barometer Sensor|[1014.6494]|1589445977023
100|LPS22H Barometer Sensor|[1014.6384]|1589445977123
100|LPS22H Barometer Sensor|[1014.6196]|1589445977223
100|LPS22H Barometer Sensor|[1014.6196]|1589445977323
100|LPS22H Barometer Sensor|[1014.6233]|1589445977423
100|LPS22H Barometer Sensor|[1014.614]|1589445977523
100|LPS22H Barometer Sensor|[1014.614]|1589445977623
100|LPS22H Barometer Sensor|[1014.59937]|1589445977723
100|LPS22H Barometer Sensor|[1014.5947]|1589445977823
100|LPS22H Barometer Sensor|[1014.59326]|1589445977923
100|LPS22H Barometer Sensor|[1014.6179]|1589445978024
100|LPS22H Barometer Sensor|[1014.6511]|1589445978124
