TIME;ACC_X;ACC_Y;ACC_Z;GYR_X;GYR_Y;GYR_Z
46154;-3.51;9.29;-1.01;-2.23;0.08;-1.13
46259;-3.50;9.27;-1.07;-2.22;-0.16;-1.00
46363;-3.50;9.26;-1.03;-1.92;0.12;-1.14
46468;-3.57;9.26;-1.02;-2.14;0.02;-1.08
46572;-3.56;9.27;-1.13;-2.16;-0.06;-1.12
46676;-3.54;9.22;-1.07;-2.21;0.05;-1.17
46781;-3.61;9.28;-1.10;-2.18;-0.02;-0.95
46885;-3.48;9.23;-1.09;-2.24;0.11;-1.08
46990;-3.55;9.28;-1.08;-2.20;-0.05;-1.11
47094;-3.54;9.27;-1.02;-2.21;0.02;-1.08
47199;-3.51;9.26;-1.14;-2.27;0.18;-1.15
47303;-3.51;9.24;-1.12;-2.17;-0.08;-0.98
47408;-3.53;9.25;-1.12;-2.17;-0.13;-0.87
47512;-3.53;9.26;-1.11;-2.09;-0.14;-0.99
47617;-3.52;9.29;-1.09;-2.20;0.22;-1.07
47721;-3.47;9.23;-1.05;-2.14;-0.03;-0.95
47825;-3.49;9.30;-1.05;-2.34;-0.02;-1.08
47930;-3.54;9.27;-1.01;-2.38;0.11;-1.05
48034;-3.52;9.24;-1.01;-2.36;0.06;-1.13
48139;-3.52;9.31;-1.07;-2.32;0.22;-1.23
48243;-3.55;9.28;-1.09;-2.24;0.03;-0.95
48348;-3.50;9.21;-1.02;-2.24;0.12;-0.96
48452;-3.53;9.21;-0.98;-3.92;-1.97;-1.97
48557;-3.54;9.23;-1.10;-2.06;0.08;-0.92
48661;-3.56;9.29;-1.12;-2.14;-0.16;-1.03
48765;-3.54;9.22;-1.05;-2.30;0.06;-0.95
48870;-3.58;9.27;-1.05;-2.07;-0.05;-1.06
48974;-3.57;9.23;-1.17;-2.28;0.02;-0.95
49079;-3.49;9.27;-1.10;-2.13;-0.05;-1.06
49183;-3.45;9.21;-1.06;-2.11;-0.13;-1.11
49288;-3.55;9.25;-1.04;-2.22;-0.08;-1.11
49392;-3.57;9.19;-1.06;-2.06;-0.15;-1.08
49497;-3.56;9.24;-1.07;-2.23;0.06;-1.15
49601;-3.55;9.26;-1.10;-2.14;0.08;-0.85
49705;-3.53;9.26;-1.07;-2.14;-0.08;-0.95
49810;-3.59;9.25;-1.03;-2.08;-0.04;-1.11
49914;-3.58;9.20;-1.02;-2.30;-0.08;-1.08
50019;-3.53;9.23;-1.06;-2.10;0.09;-1.09
50123;-3.50;9.24;-1.07;-2.04;-0.07;-1.06
50228;-3.52;9.25;-1.07;-2.11;-0.11;-0.93
50332;-3.51;9.30;-1.02;-2.19;-0.02;-0.99
50437;-3.54;9.27;-0.98;-2.27;-0.10;-1.06
50541;-3.57;9.26;-1.07;-2.30;0.11;-0.93
50646;-3.94;9.29;-1.14;-2.11;-0.03;-3.00
50750;-3.64;9.24;-1.08;-1.98;-0.18;-8.93
50854;-3.66;9.21;-1.08;-1.92;-0.08;-11.17
50959;-3.94;9.03;-1.11;-1.88;-0.02;-11.59
51063;-4.16;9.04;-1.10;-2.08;-0.04;-11.15
51168;-4.31;8.92;-1.05;-1.99;0.06;-11.13
51272;-4.39;8.88;-1.09;-2.07;0.03;-10.93
51377;-4.49;8.78;-1.05;-1.86;-0.27;-11.04
51481;-4.67;8.71;-1.11;-1.82;-0.11;-11.07
51586;-4.88;8.57;-1.06;-1.88;-0.11;-10.98
51690;-5.09;8.49;-1.15;-1.84;-0.09;-11.13
51794;-5.21;8.41;-1.14;-2.01;-0.14;-10.99
51899;-5.38;8.26;-1.15;-1.98;0.01;-11.19
52003;-5.48;8.23;-1.13;-1.98;-0.08;-10.99
52108;-5.72;8.06;-1.11;-2.02;-0.24;-11.15
52212;-5.83;7.97;-1.10;-2.02;-0.19;-10.96
52317;-6.00;7.86;-1.15;-1.88;-0.10;-11.03
52421;-6.07;7.72;-1.15;-1.93;-0.14;-11.13
52526;-6.23;7.65;-1.07;-2.02;-0.19;-11.07
52630;-6.37;7.54;-1.17;-2.07;-0.05;-11.11
52734;-6.50;7.44;-1.13;-1.75;-0.25;-11.16
52839;-6.61;7.29;-1.09;-2.08;-0.08;-11.02
52943;-6.79;7.16;-1.09;-1.72;0.05;-10.95
53048;-6.89;7.06;-1.17;-1.91;-0.13;-11.11
53153;-6.97;6.91;-1.09;-1.91;-0.10;-11.07
53258;-7.13;6.74;-1.09;-1.82;-0.23;-11.01
53362;-7.23;6.68;-1.18;-1.94;-0.05;-11.25
53467;-7.37;6.49;-1.06;-2.03;-0.22;-11.10
53571;-7.45;6.35;-1.12;-2.02;0.03;-10.96
53676;-7.62;6.24;-1.02;-1.85;-0.11;-11.20
53780;-7.65;6.11;-1.08;-2.09;-0.10;-11.05
53884;-7.82;5.92;-1.13;-1.98;-0.18;-11.09
53989;-7.96;5.81;-1.16;-1.88;-0.28;-11.19
54093;-7.98;5.70;-1.16;-1.88;0.11;-11.07
54198;-8.14;5.55;-1.11;-1.88;-0.11;-11.13
54302;-8.27;5.35;-1.14;-1.96;-0.21;-11.06
54407;-8.19;5.21;-1.20;-2.03;-0.04;-11.12
54511;-8.44;5.06;-1.11;-2.00;-0.17;-11.04
54616;-8.53;4.90;-1.15;-1.91;-0.14;-11.05
54720;-8.57;4.78;-1.14;-1.98;-0.21;-11.20
54824;-8.66;4.59;-1.08;-1.83;-0.19;-10.99
54929;-8.71;4.43;-1.20;-1.97;-0.03;-11.05
55033;-8.84;4.32;-1.15;-1.87;-0.26;-11.12
55138;-8.94;4.15;-1.11;-1.88;0.04;-11.07
55242;-9.00;3.91;-1.14;-1.83;-0.04;-11.16
55347;-9.02;3.74;-1.10;-1.85;-0.02;-11.06
55451;-9.11;3.69;-1.11;-1.88;-0.16;-11.15
55557;-9.17;3.44;-1.21;-1.98;-0.14;-11.20
55661;-9.14;3.25;-1.11;-1.88;0.12;-11.11
55766;-9.24;3.06;-1.15;-1.87;0.06;-11.07
55870;-9.40;2.91;-1.17;-1.83;-0.16;-11.10
55974;-9.38;2.67;-1.20;-1.88;-0.13;-10.96
56079;-9.47;2.60;-1.25;-1.76;-0.05;-10.95
56183;-9.38;2.37;-1.03;-1.91;0.02;-11.04
56288;-9.54;2.19;-1.11;-1.74;-0.06;-11.05
56392;-9.53;1.99;-1.07;-2.00;-0.12;-11.12
56497;-9.50;1.89;-1.16;-1.99;-0.24;-11.09
56601;-9.62;1.71;-1.09;-2.01;0.19;-11.06
56706;-9.65;1.52;-1.15;-1.98;-0.15;-11.19
56810;-9.67;1.36;-1.04;-1.85;-0.16;-11.14
56914;-9.69;1.19;-1.14;-1.73;-0.17;-10.97
57019;-9.72;1.02;-1.14;-1.95;-0.02;-11.06
57123;-9.63;0.79;-1.20;-1.88;-0.10;-10.98
57228;-9.78;0.64;-1.18;-2.11;-0.27;-11.10
57332;-9.74;0.44;-1.10;-1.98;-0.16;-11.13
57437;-9.77;0.28;-1.19;-1.95;-0.30;-11.02
57541;-9.78;0.07;-1.12;-1.87;-0.23;-11.02
57646;-9.75;-0.05;-1.13;-2.02;-0.17;-11.13
57750;-9.68;-0.19;-1.23;-1.97;-0.08;-11.19
57854;-9.66;-0.45;-1.17;-2.02;0.08;-11.01
57959;-9.67;-0.60;-1.13;-1.97;-0.19;-11.12
58064;-9.71;-0.82;-1.11;-1.95;-0.05;-11.02
58169;-9.67;-1.03;-1.12;-1.91;0.17;-10.89
58273;-9.72;-1.15;-1.06;-1.97;-0.21;-11.17
58378;-9.65;-1.35;-1.16;-1.79;-0.22;-11.13
58482;-9.61;-1.50;-1.08;-1.94;-0.02;-11.09
58587;-9.54;-1.67;-1.13;-1.94;-0.12;-11.14
58691;-9.55;-1.85;-1.04;-1.86;-0.24;-11.05
58796;-9.52;-2.08;-1.15;-2.08;-0.14;-10.93
58900;-9.42;-2.27;-1.06;-1.89;-0.05;-10.94
59004;-9.46;-2.40;-1.14;-2.03;-0.06;-11.22
59109;-9.43;-2.52;-1.17;-1.92;-0.13;-11.07
59213;-9.33;-2.71;-0.97;-1.87;-0.12;-11.04
59318;-9.30;-2.92;-1.08;-2.04;-0.21;-11.26
59422;-9.20;-3.06;-1.09;-2.09;-0.07;-11.20
59527;-9.11;-3.29;-1.06;-2.00;-0.12;-11.13
59631;-9.04;-3.44;-1.27;-1.95;-0.22;-11.02
59736;-9.10;-3.55;-1.04;-1.95;-0.12;-11.04
59840;-8.94;-3.76;-1.04;-2.00;-0.26;-10.99
59944;-8.81;-3.94;-1.08;-2.00;0.09;-11.08
60049;-8.75;-4.07;-1.12;-1.93;0.11;-11.03
60153;-8.65;-4.23;-1.06;-1.91;0.11;-11.02
60259;-8.65;-4.36;-1.05;-1.93;0.08;-11.10
60363;-8.58;-4.52;-1.03;-2.08;-0.20;-11.03
60468;-8.48;-4.67;-1.11;-1.86;-0.08;-11.24
60572;-8.35;-4.82;-1.03;-1.93;-0.27;-11.06
60677;-8.23;-5.03;-1.00;-2.02;-0.19;-11.10
60781;-8.14;-5.18;-1.06;-1.90;-0.21;-11.17
60886;-8.10;-5.31;-1.11;-2.10;-0.05;-11.01
60990;-7.89;-5.45;-0.97;-1.99;-0.06;-11.05
61094;-7.87;-5.57;-1.00;-1.80;-0.05;-11.02
61199;-7.77;-5.73;-1.12;-2.03;0.02;-11.15
61303;-7.70;-5.84;-1.01;-1.89;-0.14;-10.91
61408;-7.61;-6.00;-1.02;-1.94;-0.29;-11.03
61512;-7.47;-6.22;-0.99;-1.96;-0.24;-11.17
61617;-7.29;-6.33;-0.97;-2.01;-0.12;-11.00
61721;-7.19;-6.44;-0.95;-1.96;-0.14;-11.01
61826;-7.06;-6.58;-1.01;-2.06;-0.26;-11.18
61930;-6.97;-6.70;-1.14;-1.82;-0.14;-11.15
62034;-6.73;-6.81;-0.91;-1.91;-0.25;-11.05
62139;-6.69;-6.97;-1.02;-1.91;-0.07;-11.00
62243;-6.56;-7.12;-0.88;-2.08;-0.18;-11.23
62348;-6.44;-7.21;-0.97;-1.95;-0.12;-11.00
62452;-6.26;-7.35;-1.00;-2.07;-0.07;-11.15
62557;-6.13;-7.41;-0.97;-2.13;-0.27;-10.98
62662;-6.08;-7.52;-1.01;-1.89;-0.10;-11.21
62767;-5.91;-7.63;-0.99;-1.81;0.04;-10.96
62871;-5.70;-7.78;-0.95;-1.75;-0.09;-11.09
62976;-5.64;-7.87;-0.97;-1.98;-0.23;-11.05
63080;-5.46;-7.97;-1.01;-1.93;0.05;-11.13
63184;-5.32;-8.08;-0.97;-1.97;-0.09;-11.09
63289;-5.10;-8.25;-0.98;-1.84;-0.21;-11.00
63393;-4.97;-8.23;-0.94;-2.00;-0.04;-11.06
63498;-4.81;-8.28;-0.96;-1.74;-0.18;-11.27
63602;-4.75;-8.44;-0.97;-1.95;-0.14;-10.96
63707;-4.53;-8.54;-1.02;-1.79;-0.27;-11.00
63811;-4.37;-8.62;-0.91;-1.85;-0.18;-11.13
63916;-4.24;-8.71;-0.94;-2.00;-0.19;-10.99
64020;-4.00;-8.77;-0.95;-2.08;-0.06;-11.15
64124;-3.89;-8.87;-0.96;-1.98;-0.08;-11.13
64229;-3.66;-8.94;-0.89;-1.89;0.02;-11.03
64333;-3.57;-8.99;-0.95;-2.01;-0.11;-11.28
64438;-3.40;-9.03;-0.92;-1.73;-0.14;-11.16
64542;-3.25;-9.09;-0.89;-1.85;-0.13;-11.06
64647;-3.08;-9.19;-0.98;-1.85;-0.08;-11.09
64751;-2.91;-9.23;-0.90;-1.89;-0.28;-11.10
64856;-2.76;-9.24;-0.94;-1.91;-0.30;-11.18
64960;-2.50;-9.34;-0.85;-2.07;-0.21;-11.23
65065;-2.32;-9.42;-0.89;-1.95;-0.18;-11.06
65170;-2.17;-9.40;-0.84;-2.01;-0.11;-10.99
65274;-2.02;-9.46;-0.85;-1.94;-0.13;-11.15
65379;-1.78;-9.47;-0.86;-1.93;0.00;-11.02
65483;-1.72;-9.52;-0.94;-2.10;-0.05;-11.05
65588;-1.42;-9.55;-0.93;-1.88;-0.18;-11.02
65692;-1.25;-9.60;-0.80;-1.90;-0.16;-11.00
65797;-1.06;-9.61;-0.81;-1.91;-0.17;-11.16
65901;-0.92;-9.67;-0.80;-1.98;-0.23;-11.12
66006;-0.77;-9.66;-0.87;-1.96;0.07;-11.30
66110;-0.58;-9.70;-0.77;-2.04;-0.21;-11.09
66214;-0.47;-9.64;-0.92;-2.07;-0.01;-11.14
66319;-0.14;-9.68;-0.81;-2.02;0.12;-11.10
66423;-0.04;-9.67;-0.82;-1.99;-0.10;-11.22
66528;0.19;-9.65;-0.78;-1.91;-0.21;-11.06
66632;0.32;-9.67;-0.90;-1.85;-0.06;-11.05
66737;0.46;-9.64;-0.84;-2.03;-0.21;-11.12
66841;0.71;-9.68;-0.89;-2.02;0.04;-11.04
66946;0.82;-9.70;-0.85;-1.94;-0.11;-11.06
67050;1.13;-9.66;-0.76;-1.91;-0.19;-10.85
67154;1.25;-9.64;-0.76;-2.10;-0.37;-10.93
67259;1.48;-9.62;-0.83;-1.99;-0.01;-10.96
67363;1.55;-9.62;-0.75;-1.98;-0.27;-11.22
67468;1.76;-9.57;-0.83;-2.07;0.01;-11.21
67572;1.95;-9.50;-0.90;-1.96;-0.05;-11.21
67677;2.22;-9.49;-0.87;-1.91;-0.21;-11.20
67781;2.30;-9.43;-0.78;-1.81;-0.08;-11.16
67887;2.46;-9.44;-0.73;-1.84;0.04;-11.21
67991;2.61;-9.32;-0.81;-1.98;0.01;-11.15
68096;2.87;-9.29;-0.80;-1.98;-0.11;-10.89
68200;2.99;-9.27;-0.81;-1.91;-0.08;-11.25
68304;3.12;-9.22;-0.73;-2.02;-0.14;-11.25
68409;3.35;-9.10;-0.70;-2.06;-0.24;-11.22
68513;3.51;-9.07;-0.72;-1.84;-0.21;-11.09
68618;3.65;-9.01;-0.74;-1.90;-0.14;-11.09
68722;3.87;-8.98;-0.80;-1.98;-0.09;-11.01
68827;4.09;-8.87;-0.71;-1.89;-0.16;-10.99
68931;4.18;-8.75;-0.76;-2.11;-0.08;-11.15
69036;4.26;-8.74;-0.72;-1.88;-0.07;-11.04
69140;4.41;-8.65;-0.73;-1.94;-0.18;-11.13
69244;4.63;-8.58;-0.67;-1.88;-0.23;-11.12
69349;4.83;-8.47;-0.70;-1.93;-0.02;-11.09
69453;4.98;-8.41;-0.72;-1.93;-0.01;-11.09
69558;5.15;-8.33;-0.71;-1.95;-0.28;-10.98
69662;5.22;-8.20;-0.75;-0.01;-0.01;-0.01
69767;5.48;-8.11;-0.76;-1.82;-0.11;-11.23
69871;5.56;-8.05;-0.69;-1.85;-0.16;-11.08
69976;5.74;-7.95;-0.79;-1.85;-0.16;-11.12
70080;5.77;-7.80;-0.80;-2.02;-0.25;-11.15
70184;5.98;-7.78;-0.72;-1.92;-0.09;-11.10
70289;6.18;-7.64;-0.77;-1.99;-0.25;-11.07
70393;6.26;-7.51;-0.72;-1.84;-0.03;-11.01
70498;6.39;-7.34;-0.63;-1.98;-0.15;-11.24
70602;6.63;-7.25;-0.71;-1.79;-0.16;-11.18
70708;6.71;-7.10;-0.67;-2.06;-0.18;-11.09
70812;6.91;-6.99;-0.76;-1.88;-0.01;-11.16
70917;7.01;-6.95;-0.69;-2.01;0.05;-11.16
71021;7.16;-6.73;-0.67;-1.95;-0.13;-10.99
71126;7.29;-6.62;-0.61;-1.91;-0.12;-11.12
71230;7.34;-6.48;-0.64;-1.80;0.02;-11.06
71334;7.58;-6.40;-0.63;-1.98;-0.25;-11.17
71439;7.56;-6.25;-0.66;-2.07;0.23;-11.15
71543;7.71;-6.11;-0.74;-1.80;-0.29;-11.08
71648;7.91;-5.94;-0.75;-1.86;-0.15;-11.12
71752;7.93;-5.82;-0.64;-1.99;-0.07;-11.16
71857;8.12;-5.70;-0.71;-1.90;-0.21;-11.05
71961;8.15;-5.53;-0.60;-1.98;0.05;-11.02
72066;8.20;-5.39;-0.70;-1.84;-0.05;-11.04
72170;8.38;-5.19;-0.63;-1.78;-0.08;-11.05
72274;8.48;-5.00;-0.66;-2.05;-0.01;-10.93
72379;8.63;-4.92;-0.63;-1.97;-0.04;-11.16
72483;8.62;-4.79;-0.62;-2.08;-0.02;-11.12
72588;8.64;-4.68;-0.64;-2.01;-0.17;-10.99
72692;8.91;-4.45;-0.70;-2.04;-0.20;-10.92
72797;8.84;-4.33;-0.67;-1.85;-0.19;-11.08
72901;9.04;-4.20;-0.56;-1.87;-0.11;-11.14
73006;9.01;-3.93;-0.66;-2.03;-0.11;-11.05
73110;9.12;-3.81;-0.67;-2.00;-0.14;-11.00
73214;9.27;-3.63;-0.67;-2.09;-0.11;-11.18
73319;9.27;-3.50;-0.63;-1.95;0.05;-11.08
73423;9.27;-3.34;-0.71;-1.91;0.04;-11.05
73529;9.41;-3.17;-0.69;-1.89;0.01;-11.17
73633;9.46;-2.99;-0.65;-2.00;0.02;-11.05
73738;9.57;-2.85;-0.57;-1.89;-0.11;-10.99
73842;9.59;-2.61;-0.63;-1.79;-0.21;-10.96
73947;9.52;-2.46;-0.65;-1.93;-0.21;-11.11
74051;9.61;-2.23;-0.60;-1.82;-0.19;-11.12
74156;9.73;-2.09;-0.67;-2.10;0.01;-11.08
74260;9.72;-1.93;-0.71;-1.94;0.11;-11.03
74364;9.76;-1.77;-0.63;-1.98;-0.07;-11.07
74469;9.73;-1.56;-0.67;-2.06;-0.23;-11.19
74573;9.79;-1.45;-0.65;-2.08;-0.08;-11.10
74678;9.78;-1.26;-0.70;-2.01;-0.05;-10.93
74782;9.87;-1.07;-0.62;-1.97;-0.01;-11.02
74887;9.88;-0.83;-0.77;-2.02;-0.18;-11.13
74991;9.96;-0.70;-0.66;-2.07;-0.07;-11.09
75096;9.93;-0.50;-0.67;-2.06;-0.18;-11.15
75200;9.97;-0.33;-0.70;-2.03;-0.02;-11.07
75304;9.95;-0.20;-0.81;-1.88;-0.13;-11.12
75409;10.00;-0.01;-0.73;-1.85;-0.27;-10.98
75513;9.83;0.15;-0.71;-2.08;-0.18;-11.21
75618;9.90;0.37;-0.69;-1.96;-0.19;-10.96
75722;10.03;0.56;-0.63;-1.82;-0.05;-10.91
75827;9.87;0.68;-0.80;-1.91;-0.34;-11.09
75931;9.90;0.88;-0.69;-1.96;-0.22;-11.07
76036;9.89;1.12;-0.62;-2.07;-0.15;-11.10
76140;9.92;1.28;-0.70;-2.04;-0.01;-11.08
76244;9.89;1.43;-0.69;-1.91;0.04;-11.04
76349;9.86;1.62;-0.64;-2.06;-0.10;-11.18
76453;9.80;1.75;-0.64;-1.96;-0.23;-11.15
76559;9.85;1.95;-0.71;-1.82;0.06;-10.89
76663;9.83;2.13;-0.63;-1.77;-0.11;-11.11
76768;9.65;2.28;-0.69;-1.77;-0.08;-11.12
76872;9.67;2.46;-0.80;-1.95;-0.01;-11.15
76977;9.64;2.69;-0.74;-1.86;-0.04;-11.04
77081;9.55;2.83;-0.73;-1.95;-0.25;-11.17
77186;9.55;2.97;-0.72;-1.90;-0.08;-11.12
77290;9.47;3.18;-0.72;-1.83;0.09;-10.99
77394;9.47;3.35;-0.74;-1.95;-0.15;-11.03
77499;9.36;3.51;-0.76;-2.05;-0.06;-11.02
77603;9.26;3.67;-0.80;-2.04;-0.08;-11.23
77708;9.26;3.80;-0.78;-1.95;-0.09;-11.17
77812;9.18;3.99;-0.74;-1.86;0.09;-11.09
77917;9.11;4.14;-0.69;-1.85;-0.18;-11.13
78021;9.10;4.39;-0.72;-1.91;-0.11;-10.94
78126;8.95;4.53;-0.77;-1.89;-0.14;-10.99
78230;8.92;4.65;-0.73;-1.79;-0.05;-11.19
78334;8.74;4.80;-0.73;-1.94;0.03;-11.02
78439;8.67;4.96;-0.70;-1.95;-0.08;-11.04
78543;8.65;5.08;-0.64;-1.91;-0.16;-11.27
78648;8.53;5.25;-0.79;-1.99;-0.11;-10.99
78752;8.49;5.46;-0.67;-2.08;-0.21;-11.13
78857;8.31;5.57;-0.67;-1.94;-0.08;-11.07
78961;8.26;5.71;-0.75;-2.08;-0.23;-10.99
79066;8.09;5.87;-0.78;-2.02;0.05;-11.26
79170;7.98;5.97;-0.73;-2.08;-0.11;-11.13
79275;7.87;6.18;-0.74;-1.75;-0.05;-10.95
79379;7.80;6.28;-0.80;-1.93;-0.15;-11.20
79483;7.66;6.49;-0.81;-2.02;-0.22;-11.21
79588;7.55;6.60;-0.75;-2.01;-0.14;-11.15
79692;7.46;6.68;-0.86;-1.88;-0.07;-10.93
79797;7.38;6.86;-0.71;-2.11;-0.24;-11.05
79901;7.20;6.96;-0.77;-2.16;-0.09;-11.06
80007;7.02;7.12;-0.81;-1.84;-0.18;-11.07
80111;6.92;7.24;-0.83;-1.98;0.17;-11.00
80216;6.79;7.32;-0.85;-1.97;-0.13;-11.29
80320;6.66;7.53;-0.79;-1.89;-0.02;-11.00
80424;6.58;7.62;-0.79;-1.98;-0.08;-10.93
80529;6.47;7.74;-0.90;-1.88;-0.18;-11.14
80633;6.42;7.77;-0.81;-2.05;0.05;-5.74
80738;6.37;7.83;-0.86;-2.07;0.11;-0.97
80842;6.27;7.75;-0.81;-2.11;-0.16;-1.10
80947;6.28;7.82;-0.87;-2.11;0.01;-1.01
81051;6.33;7.85;-0.81;-2.24;-0.05;-0.99
81156;6.21;7.81;-0.79;-2.12;0.14;-1.03
81260;6.23;7.82;-0.82;-2.09;0.08;-0.96
81364;6.27;7.83;-0.85;-2.05;0.03;-1.00
81469;6.22;7.77;-0.73;-2.11;-0.02;-1.01
81573;6.25;7.85;-0.83;-2.39;-0.02;-0.83
81677;6.29;7.83;-0.82;-2.34;-0.10;-1.02
81781;6.24;7.78;-0.88;-2.14;0.10;-0.97
81886;6.22;7.81;-0.89;-2.20;-0.17;-0.97
81990;6.26;7.81;-0.76;-2.14;-0.12;-1.12
82095;6.25;7.80;-0.81;-2.32;-0.02;-1.05
82199;6.24;7.82;-0.84;-2.14;-0.03;-1.15
82304;6.20;7.81;-0.81;-2.15;0.03;-1.04
82408;6.26;7.83;-0.82;-2.27;0.08;-0.89
82512;6.28;7.86;-0.79;-2.26;0.00;-0.98
82617;6.28;7.79;-0.79;-2.20;0.08;-0.99
82721;6.25;7.80;-0.77;-2.27;0.05;-1.05
82826;6.24;7.78;-0.83;-2.30;-0.08;-0.98
82930;6.28;7.76;-0.76;-2.06;-0.02;-1.00
83035;6.32;7.81;-0.96;-2.16;-0.15;-0.84
83139;6.22;7.81;-0.80;-2.13;0.21;-1.01
83244;6.24;7.82;-0.79;-2.15;-0.03;-1.08
83348;6.26;7.83;-0.86;-2.11;0.02;-1.13
83452;6.25;7.79;-0.85;-2.26;0.09;-1.14
83557;6.20;7.79;-0.74;-2.10;-0.11;-1.10
83661;6.32;7.79;-0.82;-2.31;-0.05;-1.17
83766;6.24;7.83;-0.84;-2.27;0.07;-1.09
83870;6.25;7.80;-0.82;-2.01;-0.04;-0.97
83975;6.20;7.75;-0.82;-2.24;0.01;-1.10
84079;6.30;7.79;-0.84;-2.17;0.01;-1.03
84184;6.23;7.82;-0.87;-2.16;0.09;-1.21
84288;6.24;7.81;-0.86;-2.20;0.17;-1.06
84392;6.25;7.76;-0.90;-2.26;-0.06;-0.94
84497;6.27;7.80;-0.78;-2.21;0.08;-1.08
84601;6.24;7.83;-0.77;-2.05;0.11;-1.01
84706;6.20;7.83;-0.83;-2.33;-0.06;-1.10
84810;6.27;7.84;-0.84;-2.24;-0.02;-1.11
84915;6.25;7.78;-0.76;-2.10;0.02;-1.03
85019;6.25;7.78;-0.82;-2.23;0.21;-1.05
85124;6.22;7.75;-0.80;-1.98;0.06;-1.11
85228;6.24;7.82;-0.89;-2.27;-0.03;-0.97
85332;6.23;7.81;-0.76;-2.13;-0.01;-1.06
85437;6.23;7.87;-0.77;-2.24;-0.03;-1.05
85541;6.17;7.81;-0.91;-2.24;0.08;-1.08
85646;6.26;7.75;-0.85;-2.11;0.05;-1.11
85750;6.26;7.82;-0.87;-2.16;-0.07;-0.95
85855;6.28;7.79;-0.78;-2.27;0.08;-1.11
85959;6.28;7.81;-0.93;-2.21;-0.08;-1.11
86064;6.26;7.77;-0.77;-2.20;-0.07;-1.00
86167;6.24;7.88;-0.86;-2.06;-0.04;-1.14
86272;6.27;7.77;-0.73;-2.23;-0.05;-1.04
86376;6.22;7.85;-0.82;-2.01;-0.02;-1.07
86480;6.28;7.79;-0.78;-2.37;0.02;-1.18
86585;6.24;7.79;-0.85;-2.28;0.16;-0.94
86689;6.26;7.84;-0.85;-2.19;0.16;-0.96
86794;6.26;7.82;-0.74;-2.04;-0.08;-1.10
86898;6.20;7.85;-0.76;-2.13;-0.09;-0.93
87003;6.21;7.80;-0.86;-2.28;0.02;-1.22
87107;6.27;7.84;-0.87;-2.09;0.08;-1.03
87212;6.24;7.84;-0.92;-2.24;0.00;-1.08
87316;6.27;7.83;-0.76;-2.17;0.07;-1.05
87420;6.31;7.82;-0.89;-2.17;0.08;-0.97
87525;6.24;7.83;-0.80;-2.11;0.07;-1.07
87629;6.23;7.80;-0.87;-2.04;0.11;-0.97
87734;6.25;7.82;-0.80;-2.18;0.01;-1.13
87838;6.25;7.78;-0.80;-2.34;-0.05;-1.03
87943;6.25;7.82;-0.87;-2.24;0.03;-0.97
88047;6.24;7.86;-0.83;-2.06;-0.11;-0.98
88152;6.22;7.82;-0.82;-2.13;0.13;-1.01
88256;6.27;7.80;-0.73;-2.30;0.19;-1.01
88360;6.25;7.82;-0.86;-2.24;-0.06;-1.04
88465;6.21;7.82;-0.77;-2.24;-0.12;-1.13
88569;6.33;7.79;-0.88;-2.19;0.11;-0.97
88674;6.23;7.81;-0.84;-2.25;0.05;-1.00
88778;6.24;7.75;-0.85;-2.20;0.02;-1.08
88883;6.27;7.79;-0.84;-2.20;0.11;-0.94
88987;6.27;7.79;-0.80;-1.97;-0.08;-0.92
89092;6.29;7.84;-0.93;-2.22;-0.08;-1.12
89196;6.35;7.78;-0.85;-2.24;-0.07;-1.19
89300;6.30;7.83;-0.82;-2.16;0.09;-1.08
89405;6.28;7.76;-0.85;-2.26;-0.02;-0.95
89509;6.24;7.80;-0.82;-2.17;0.11;-1.02
89614;6.32;7.78;-0.79;-2.26;0.06;-0.92
89718;6.24;7.78;-0.83;-2.40;0.08;-1.08
89823;6.23;7.83;-0.90;-2.11;0.07;-1.06
89927;6.26;7.81;-0.79;-2.20;0.05;-0.97
90032;6.26;7.81;-0.81;-2.08;0.20;-1.08
90136;6.26;7.77;-0.81;-2.08;0.13;-1.05
90241;6.27;7.82;-0.85;-2.31;0.05;-1.06
90345;6.27;7.80;-0.82;-2.11;-0.14;-1.08
90449;6.30;7.77;-0.84;-2.15;0.02;-0.86
90553;5.83;7.87;-0.85;-2.05;-0.18;-4.19
90657;5.78;7.94;-0.74;-2.18;0.04;-8.74
90762;5.90;8.04;-0.75;-2.02;0.02;-13.56
90866;5.93;8.14;-0.85;-1.60;-0.32;-16.35
90972;5.63;8.31;-0.81;-1.81;-0.05;-16.49
91076;5.29;8.49;-0.83;-1.72;-0.08;-16.29
91181;5.13;8.63;-0.81;-1.72;-0.08;-16.25
91285;4.95;8.67;-0.90;-1.95;-0.07;-16.14
91389;4.70;8.88;-0.90;-1.89;-0.14;-16.05
91494;4.45;8.99;-0.76;-2.00;-0.30;-16.26
91598;4.21;9.12;-0.88;-1.89;-0.08;-16.14
91703;3.95;9.14;-0.94;-1.76;-0.22;-15.94
91807;3.69;9.34;-0.91;-1.95;0.08;-16.11
91912;3.41;9.42;-0.92;-1.95;-0.14;-16.24
92016;3.11;9.50;-0.95;-1.82;-0.15;-16.14
92121;2.93;9.59;-1.00;-1.81;0.05;-16.04
92225;2.69;9.69;-1.00;-1.78;-0.19;-16.12
