TIME;ACC_X;ACC_Y;ACC_Z;GYR_X;GYR_Y;GYR_Z
95781;10.00;0.10;-0.72;-2.21;0.10;-1.07
95886;9.92;0.11;-0.61;-2.18;0.03;-1.11
95990;9.94;0.09;-0.57;-2.17;0.10;-1.25
96095;10.02;0.13;-0.60;-2.27;0.03;-1.24
96199;9.98;0.09;-0.59;-2.22;0.03;-1.06
96304;9.96;0.06;-0.64;-2.03;-0.10;-1.12
96408;10.02;0.11;-0.60;-2.27;-0.02;-1.14
96513;9.92;0.09;-0.62;-2.03;-0.08;-1.04
96617;9.96;0.09;-0.68;-2.24;0.12;-1.32
96721;9.94;0.11;-0.68;-2.27;-0.08;-1.29
96826;9.89;0.12;-0.67;-2.18;-0.01;-1.13
96930;9.89;0.14;-0.55;-2.40;-0.05;-1.05
97035;9.92;0.10;-0.70;-1.95;0.00;-1.18
97139;9.93;0.12;-0.65;-2.04;-0.06;-1.22
97244;9.88;0.05;-0.64;-2.28;-0.03;-1.05
97348;9.94;0.11;-0.62;-2.21;0.03;-1.01
97453;9.92;0.08;-0.64;-2.29;0.03;-1.22
97557;9.97;0.06;-0.61;-2.02;-0.08;-1.16
97661;9.89;0.07;-0.64;-2.12;0.01;-1.08
97766;9.97;0.09;-0.60;-2.25;-0.08;-1.04
97870;9.94;0.12;-0.55;-2.21;0.05;-0.98
97975;9.91;0.05;-0.66;-2.07;0.07;-1.05
98079;9.97;0.12;-0.60;-2.13;0.15;-1.13
98184;9.90;0.09;-0.60;-2.14;0.14;-1.09
98288;9.94;0.09;-0.69;-1.93;0.02;-1.05
98393;9.90;0.12;-0.61;-2.17;0.08;-1.11
98497;9.94;0.17;-0.63;-2.24;-0.01;-1.00
98601;9.92;0.14;-0.60;-2.22;-0.21;-1.09
98706;9.95;0.10;-0.64;-2.08;0.11;-1.05
98810;10.02;0.12;-0.63;-2.14;0.20;-1.05
98915;9.89;0.15;-0.62;-2.21;0.13;-1.27
99019;9.98;0.09;-0.72;-2.07;-0.05;-1.14
99123;9.88;0.11;-0.58;-2.11;0.11;-1.21
99227;9.93;0.07;-0.55;-2.12;0.08;-0.98
99332;9.98;0.11;-0.64;-2.28;0.05;-1.31
99436;9.97;0.12;-0.65;-2.12;0.02;-1.05
99540;9.99;0.13;-0.64;-2.03;-0.07;-1.19
99645;9.94;0.05;-0.55;-2.08;-0.11;-1.14
99749;9.96;0.10;-0.63;-2.04;0.00;-1.04
99854;9.93;0.19;-0.67;-2.23;-0.18;-1.22
99958;9.93;0.15;-0.64;-2.24;0.02;-1.18
100063;9.90;0.14;-0.60;-2.21;-0.03;-1.13
100167;9.91;0.11;-0.57;-2.21;-0.05;-1.13
100272;9.97;0.09;-0.65;-2.24;-0.11;-1.27
100376;9.97;0.10;-0.62;-2.14;-0.02;-1.23
100481;9.93;0.08;-0.67;-2.15;0.00;-1.17
100585;9.88;0.13;-0.66;-2.30;-0.14;-0.95
100689;9.96;0.11;-0.63;-2.07;-0.01;-1.12
100794;9.92;0.13;-0.69;-2.41;0.08;-1.21
100898;9.94;0.06;-0.68;-1.99;-0.08;-0.98
101003;9.96;0.06;-0.69;-2.02;-0.11;-1.17
101107;9.96;0.10;-0.60;-2.09;0.06;-1.09
101212;10.00;0.11;-0.68;-2.08;0.13;-1.17
101316;9.95;0.09;-0.62;-2.16;-0.08;-1.17
101421;9.98;0.13;-0.77;-2.08;0.03;-1.12
101525;9.95;0.15;-0.78;-2.23;-0.01;-1.17
101629;9.96;0.08;-0.60;-2.19;0.02;-1.20
101734;9.90;0.13;-0.62;-2.08;0.14;-1.11
101838;9.91;0.08;-0.64;-2.19;-0.11;-1.14
101944;9.90;0.05;-0.64;-2.09;0.11;-1.01
102048;9.94;0.06;-0.61;-2.27;0.00;-1.08
102153;9.94;0.09;-0.69;-2.18;-0.02;-1.23
102257;9.96;0.07;-0.63;-2.42;0.14;-1.13
102362;9.94;0.06;-0.67;-2.07;-0.08;-1.14
102466;9.93;0.08;-0.72;-2.22;0.13;-0.97
102571;9.87;0.08;-0.65;-2.01;0.14;-1.17
102675;10.00;0.06;-0.49;-1.98;-0.08;-1.13
102779;9.90;0.05;-0.57;-2.29;-0.02;-1.14
102884;9.99;0.11;-0.59;-2.26;-0.05;-1.11
102988;9.96;0.12;-0.67;-2.17;0.14;-1.07
103093;9.98;0.09;-0.62;-2.37;0.00;-1.04
103197;10.33;0.38;-1.03;-21.05;1.36;-1.63
103302;10.86;-0.06;-0.31;-17.23;2.91;-1.55
103406;9.92;0.12;-0.60;-2.14;0.11;-1.24
103511;9.91;0.09;-0.50;-2.05;-0.45;-1.17
103615;10.98;0.44;-1.30;-2.25;-3.45;-9.96
103719;11.02;-0.49;-1.45;-2.37;1.80;-5.70
103824;9.26;1.09;-0.54;-2.98;-5.18;-10.67
103928;5.62;-0.31;-0.85;-5.64;-18.74;-18.81
104033;10.87;2.30;-1.01;7.24;5.26;-5.03
104137;9.76;-0.54;-0.13;-7.16;0.63;-0.12
104242;10.36;0.44;-0.69;11.07;-29.01;-29.72
104347;10.34;1.54;-1.47;15.69;-42.50;-106.95
104452;9.58;3.70;-3.36;18.06;-16.65;-165.47
104556;7.33;5.22;-2.66;27.27;-5.33;-137.31
104660;5.94;6.50;-4.16;-13.48;-78.41;-32.69
104766;3.84;7.43;-4.02;-57.26;-13.40;-61.80
104870;5.50;7.45;-4.16;26.97;7.85;-25.78
104975;5.29;8.59;-2.56;-23.95;-11.67;-5.52
105079;3.43;6.28;-6.45;-1.21;68.97;13.68
105184;2.00;8.59;-4.10;-72.76;-78.36;-54.44
105288;2.70;9.27;-2.51;22.16;1.39;-127.51
105393;0.66;9.07;-3.51;-10.66;19.86;-159.85
105498;-2.84;10.73;-1.89;-34.05;-28.07;-138.86
105603;-4.04;7.73;-2.58;23.66;13.37;-72.85
105707;-5.78;10.13;-3.00;3.55;-0.09;-67.29
105811;-4.77;6.99;-3.64;12.38;2.31;-15.75
105916;-3.95;2.71;-8.07;-45.18;-44.33;-37.03
106021;-6.43;6.86;-1.87;2.66;-33.10;-80.73
106126;-9.35;4.95;-0.64;-28.83;-9.14;-93.73
106230;-8.71;4.33;-0.93;-19.07;-19.88;-112.95
106335;-11.02;3.06;-1.14;5.76;43.15;-43.37
106439;-9.27;1.79;-1.73;3.49;-27.38;-47.19
106544;-9.12;1.68;-0.88;0.02;14.95;-12.40
106649;-10.65;0.81;-1.82;-10.05;-6.11;-0.31
106754;-9.69;1.22;-1.43;-9.66;-15.59;-11.33
106858;-9.70;0.75;-1.30;7.67;-1.91;-23.20
106962;-7.26;-0.24;-0.42;3.17;-11.12;-35.14
107067;-10.18;-0.09;-1.21;0.17;-0.07;-7.00
107171;-9.89;-0.04;-1.18;1.19;-0.08;7.74
107276;-9.37;0.37;-1.27;-7.90;1.48;2.78
107380;-8.70;0.22;-0.96;-7.77;1.37;-4.91
107485;-9.73;0.18;-1.14;-2.27;0.02;-1.15
107589;-9.78;0.06;-1.31;-9.48;1.21;-1.40
107694;-9.74;0.18;-1.11;-2.49;0.21;-0.94
107798;-9.77;0.14;-1.21;-2.02;-0.11;-1.06
107902;-9.77;0.16;-1.14;-2.15;-0.03;-1.11
108007;-9.73;0.15;-1.16;-2.33;-0.05;-1.14
108111;-9.72;0.11;-1.15;-2.20;-0.10;-1.11
108216;-9.70;0.06;-1.07;-2.35;0.37;-0.83
108321;-9.67;0.16;-1.03;-2.14;0.10;-1.10
108426;-9.77;0.16;-1.16;-2.49;0.09;-1.02
108530;-9.75;0.11;-1.13;-2.18;0.05;-1.01
108635;-9.72;0.15;-1.13;-2.27;0.06;-0.99
108739;-9.81;0.15;-1.14;-2.18;0.04;-1.20
108844;-9.79;0.17;-1.09;-2.11;0.14;-1.00
108948;-9.78;0.18;-1.11;-2.13;0.02;-1.18
109052;-9.75;0.20;-1.13;-2.34;0.34;-1.09
109157;-9.72;0.16;-1.20;-2.14;0.24;-1.04
109261;-9.70;0.14;-1.19;-2.27;0.01;-1.17
109366;-9.73;0.20;-1.18;-2.37;-0.02;-1.17
109470;-9.77;0.15;-1.20;-2.24;0.12;-1.06
109575;-9.78;0.09;-1.18;-2.20;-0.04;-1.08
109679;-9.75;0.13;-1.21;-2.19;0.07;-1.11
109784;-9.77;0.14;-1.15;-2.19;0.10;-1.19
109888;-9.73;0.14;-1.07;-2.33;-0.04;-1.24
109992;-9.78;0.16;-1.26;-2.24;-0.01;-1.03
110097;-9.73;0.14;-1.07;-2.04;-0.04;-1.15
110201;-9.82;0.17;-1.15;-2.16;0.15;-1.07
110306;-9.70;0.19;-1.16;-2.29;-0.11;-0.99
110410;-9.78;0.11;-1.23;-2.18;0.12;-1.04
110515;-9.73;0.17;-1.12;-2.17;-0.06;-1.21
110619;-9.77;0.15;-1.15;-2.21;0.12;-1.10
110724;-9.68;0.18;-1.20;-2.26;-0.16;-1.06
110828;-9.77;0.20;-1.15;-2.21;0.08;-1.17
110932;-9.74;0.15;-1.19;-2.17;-0.24;-1.07
111037;-9.73;0.13;-1.11;-2.30;0.04;-0.98
111141;-9.72;0.14;-1.23;-2.02;0.24;-1.17
111246;-9.73;0.14;-1.14;-2.04;-0.24;-0.95
111350;-9.71;0.18;-1.16;-2.03;-0.11;-1.16
111455;-9.72;0.15;-1.13;-2.02;-0.05;-1.24
111559;-9.74;0.12;-1.17;-2.27;-0.02;-1.06
111664;-9.73;0.10;-1.13;-2.12;-0.01;-1.13
111768;-9.73;0.17;-1.26;-2.26;0.08;-1.11
111873;-9.79;0.13;-1.05;-2.19;0.18;-1.19
111977;-9.71;0.17;-1.25;-2.34;-0.06;-1.17
112081;-9.78;0.18;-1.04;-2.22;-0.15;-1.28
112187;-9.83;0.14;-1.13;-2.24;-0.05;-1.09
112291;-9.79;0.16;-1.17;-2.16;-0.05;-1.21
112396;-9.72;0.17;-1.11;-1.96;0.02;-1.17
112500;-9.79;0.13;-1.15;-2.17;0.10;-1.05
112605;-9.78;0.16;-1.13;-2.08;0.02;-1.23
112709;-9.72;0.18;-1.14;-2.26;-0.10;-1.05
112814;-9.74;0.13;-1.17;-2.17;0.10;-1.09
112918;-9.79;0.22;-1.23;-2.22;-0.12;-1.37
113022;-9.78;0.18;-1.16;-2.06;-0.05;-1.16
113127;-9.78;0.12;-1.15;-2.14;0.18;-1.14
113231;-9.69;0.13;-1.15;-2.11;-0.13;-1.11
113336;-9.74;0.12;-1.30;-2.30;0.13;-1.16
113440;-9.75;0.15;-1.11;-2.12;-0.14;-1.25
113545;-9.75;0.22;-1.13;-2.20;0.02;-1.13
113649;-9.72;0.19;-1.24;-2.12;-0.10;-1.08
113754;-9.77;0.13;-1.12;-2.37;0.04;-1.06
113858;-9.76;0.10;-1.11;-2.14;-0.07;-1.18
113963;-9.74;0.12;-1.05;-2.11;-0.21;-1.25
114067;-9.80;0.16;-1.14;-2.26;0.03;-1.17
114171;-9.72;0.22;-1.09;-2.12;0.02;-1.27
114276;-9.80;0.11;-1.09;-2.10;0.11;-1.11
114380;-9.73;0.18;-1.15;-1.99;-0.03;-1.03
114485;-9.71;0.17;-1.22;-2.20;0.02;-1.14
114589;-9.73;0.17;-1.21;-2.07;0.01;-0.99
114694;-9.67;0.16;-1.12;-2.20;0.08;-0.99
114798;-9.74;0.14;-1.10;-2.21;-0.04;-0.98
114903;-9.67;0.22;-1.19;-2.20;0.01;-0.99
115007;-9.72;0.08;-1.21;-2.25;0.11;-1.11
115111;-9.75;0.14;-1.20;-2.31;0.23;-1.17
115216;-9.73;0.17;-1.19;-1.99;0.07;-1.14
115320;-9.75;0.17;-1.10;-2.36;0.20;-1.29
115425;-9.75;0.17;-1.20;-2.14;-0.11;-1.25
115529;-9.73;0.17;-1.23;-2.22;0.05;-1.29
115634;-9.69;0.17;-1.09;-2.16;-0.02;-1.09
115739;-9.72;0.18;-1.12;-2.27;0.11;-1.14
115844;-9.79;0.17;-1.22;-2.07;0.02;-0.98
115948;-9.73;0.21;-1.08;-2.20;0.09;-1.12
116052;-9.78;0.12;-1.14;-2.11;-0.11;-1.17
116157;-9.73;0.16;-1.25;-2.14;-0.08;-1.27
116261;-9.71;0.13;-1.14;-2.10;-0.01;-1.24
116366;-9.82;0.13;-1.12;-2.09;0.08;-1.31
116470;-9.74;0.17;-1.13;-2.19;-0.02;-1.11
116575;-9.76;0.17;-1.16;-2.43;-0.07;-1.19
116679;-9.72;0.15;-1.21;-2.43;0.33;-1.17
116784;-9.74;0.16;-1.08;-2.20;0.18;-1.15
116888;-9.76;0.15;-1.17;-2.28;0.08;-1.14
116993;-9.73;0.19;-1.13;-2.30;0.07;-1.09
117097;-9.76;0.11;-1.20;-2.22;0.11;-1.04
117201;-9.80;0.21;-1.10;-2.27;-0.04;-0.92
117306;-9.75;0.13;-1.10;-2.34;0.00;-0.98
117410;-9.67;0.20;-1.16;-2.19;-0.02;-1.13
117515;-9.73;0.18;-1.14;-2.14;-0.03;-1.20
117619;-9.73;0.16;-1.11;-2.26;-0.07;-1.18
117724;-9.75;0.14;-1.09;-2.19;-0.08;-0.96
117828;-9.78;0.11;-1.18;-2.27;0.07;-1.01
117933;-9.77;0.18;-1.13;-2.00;-0.04;-1.09
118037;-9.75;0.20;-1.18;-2.21;0.01;-1.34
118141;-9.77;0.17;-1.10;-2.19;0.09;-1.25
118246;-9.75;0.20;-1.20;-2.24;0.11;-0.98
118350;-9.70;0.16;-1.11;-2.24;0.02;-1.06
118455;-9.75;0.21;-1.18;-2.01;-0.02;-0.95
118559;-9.76;0.13;-1.15;-2.15;-0.11;-1.04
118664;-9.72;0.13;-1.17;-2.22;-0.18;-1.02
118768;-9.75;0.13;-1.14;-2.18;0.22;-1.19
118873;-9.75;0.19;-1.15;-2.20;0.05;-1.04
118977;-9.74;0.15;-1.14;-2.30;0.00;-0.94
119081;-9.75;0.17;-1.16;-2.17;0.02;-1.10
119186;-9.73;0.16;-1.21;-2.03;0.02;-1.17
119290;-9.81;0.15;-1.14;-2.21;0.20;-1.04
119395;-9.73;0.17;-1.22;-2.20;0.19;-1.27
119499;-9.76;0.14;-1.12;-2.22;0.17;-1.11
119604;-9.69;0.18;-1.11;-2.11;-0.05;-1.16
119709;-9.74;0.20;-1.26;-2.27;-0.01;-1.14
119814;-9.77;0.17;-1.10;-2.19;-0.16;-1.04
119918;-9.73;0.15;-1.15;-2.25;-0.08;-1.07
120023;-9.71;0.16;-1.18;-2.26;-0.21;-1.16
120127;-9.77;0.14;-1.10;-2.18;-0.08;-1.16
120231;-9.76;0.13;-1.13;-2.05;-0.04;-1.17
120336;-9.77;0.13;-1.12;-2.20;0.03;-1.14
120440;-9.72;0.21;-1.08;-2.09;0.09;-1.06
120545;-9.73;0.18;-1.15;-2.05;0.06;-1.05
120649;-9.73;0.12;-1.16;-2.15;0.08;-1.14
120754;-9.74;0.17;-1.14;-2.17;0.04;-1.21
120858;-9.69;0.17;-1.18;-2.27;-0.07;-1.17
120963;-9.71;0.17;-1.11;-2.14;-0.05;-1.11
121067;-9.78;0.17;-1.19;-2.12;0.05;-1.14
121171;-9.75;0.15;-1.08;-2.19;0.12;-1.01
121276;-9.73;0.18;-1.25;-2.19;0.12;-1.01
121380;-9.75;0.18;-1.09;-2.20;-0.02;-1.31
121485;-9.69;0.14;-1.10;-2.17;-0.06;-1.09
121589;-9.72;0.13;-1.19;-2.27;-0.08;-0.95
121694;-9.77;0.17;-1.13;-2.16;-0.17;-1.09
121798;-9.74;0.20;-1.09;-2.22;0.08;-1.02
121903;-9.75;0.16;-1.09;-2.22;-0.02;-1.10
122007;-9.75;0.15;-1.10;-2.27;0.12;-0.98
122112;-9.76;0.19;-1.15;-2.29;-0.08;-1.08
122216;-9.74;0.12;-1.16;-2.12;0.07;-1.09
122320;-9.73;0.16;-1.16;-2.27;0.18;-1.17
122425;-9.74;0.12;-1.15;-2.27;0.01;-1.15
122529;-9.72;0.16;-1.20;-2.16;-0.05;-1.22
122634;-9.67;0.14;-1.09;-2.37;0.17;-1.06
122738;-9.76;0.13;-1.12;-2.21;-0.14;-1.04
122843;-9.73;0.19;-1.16;-2.02;0.01;-1.21
122947;-9.71;0.09;-1.18;-2.00;-0.18;-1.15
123052;-9.71;0.16;-1.18;-2.23;0.01;-1.08
123156;-9.78;0.19;-1.11;-2.37;0.24;-1.21
123260;-9.77;0.08;-1.13;-2.07;-0.18;-1.04
123365;-9.71;0.12;-1.12;-2.27;-0.01;-1.04
123470;-9.75;0.14;-1.12;-2.07;-0.04;-0.92
123575;-9.74;0.09;-1.15;-2.17;0.16;-1.28
123679;-9.72;0.13;-1.16;-2.11;-0.12;-1.27
123784;-9.73;0.11;-1.18;-2.17;-0.04;-1.01
123888;-9.73;0.20;-1.19;-2.04;0.10;-1.15
123993;-9.76;0.17;-1.16;-2.28;0.31;-1.26
124097;-9.71;0.12;-1.14;-2.14;-0.04;-1.12
124201;-9.67;0.15;-1.21;-2.20;0.09;-1.14
124306;-9.73;0.15;-1.16;-2.41;0.03;-0.92
124410;-9.76;0.14;-1.22;-2.16;0.02;-0.95
124515;-9.78;0.18;-1.15;-2.21;0.13;-1.07
124619;-9.75;0.19;-1.11;-2.29;-0.02;-0.91
124724;-9.74;0.13;-1.18;-2.23;0.02;-1.13
124828;-9.78;0.17;-1.17;-2.18;0.03;-1.21
124933;-9.71;0.18;-1.18;-2.20;-0.04;-0.97
125037;-9.81;0.13;-1.16;-2.44;-0.15;-1.10
125142;-9.69;-0.32;-1.92;-37.19;1.58;-1.98
125246;-9.67;-0.04;-1.32;-5.28;0.57;-1.27
125350;-9.81;-0.12;-1.53;1.95;-0.59;-1.69
125455;-9.79;0.12;-1.09;-14.38;1.23;1.39
125559;-9.59;0.16;-1.14;-0.76;-0.02;-2.04
125664;-9.97;-0.08;-1.18;2.67;-1.66;-4.04
125768;-9.58;0.17;-1.19;-0.46;-0.90;-0.04
125873;-9.58;0.47;-1.18;-2.59;-1.37;-5.49
125977;-9.43;-0.43;-0.59;7.20;-1.08;-6.17
126082;-10.82;-1.49;-1.16;4.93;-2.60;-23.83
126187;-10.29;0.47;-0.15;-2.10;2.40;-19.65
126291;-10.08;-0.49;-1.39;-6.11;-0.40;-31.89
126396;-9.06;-0.57;-0.87;-0.67;-5.04;-55.94
126500;-8.75;-2.48;-0.70;-6.06;13.82;-78.44
126605;-8.80;-2.63;-2.07;-3.54;37.76;-74.69
126709;-8.84;-7.24;-1.03;2.04;-43.73;-127.33
126814;-7.45;-6.34;-0.74;10.41;7.00;-56.47
126918;-6.58;-6.90;-1.16;-3.14;60.52;-83.82
127024;-3.93;-9.35;-1.36;0.74;21.76;-59.33
127128;-4.67;-8.41;-2.83;-6.05;-8.50;-2.70
127233;-4.86;-8.23;-1.65;-19.00;-3.65;-5.76
127337;-4.09;-8.44;-2.49;-3.04;-2.73;-8.35
127441;-4.93;-8.20;-2.38;3.66;1.37;-10.93
127546;-4.61;-8.54;-2.47;-22.88;11.96;-39.10
127650;-3.03;-8.78;-3.35;-16.24;8.69;-19.61
127755;-4.17;-8.73;-2.24;-4.19;4.43;-15.12
127860;-2.53;-8.84;-3.30;-8.22;4.62;-14.31
127965;-1.76;-8.99;-3.71;1.63;0.86;2.54
128069;-2.32;-9.07;-4.26;2.75;0.72;14.34
128174;-3.21;-8.90;-2.65;14.97;6.33;16.96
128278;-3.46;-8.74;-2.70;6.48;-9.03;6.70
128382;-2.93;-8.50;-2.49;-8.42;7.51;-36.61
128487;-3.49;-9.12;-2.91;-1.54;-18.26;-25.57
128591;-2.84;-8.84;-2.81;-0.97;-11.11;9.74
128696;-3.37;-8.76;-3.15;9.78;17.04;15.08
128800;-3.06;-8.95;-2.51;9.62;-14.34;10.25
128906;-2.76;-8.55;-1.76;1.53;-14.45;-27.15
129010;-2.93;-9.91;-2.21;0.29;-48.74;-17.23
129115;-2.59;-9.09;-2.78;9.75;-35.00;8.18
129219;-3.23;-9.95;-2.92;-11.29;-3.91;-33.13
129324;-1.83;-9.29;-2.94;1.65;1.40;-1.73
129428;-2.29;-9.33;-1.58;4.81;23.74;-3.81
129532;-1.28;-9.89;-2.92;26.78;22.83;-17.49
129637;-1.48;-9.59;-1.44;11.03;37.02;1.50
129742;-1.89;-9.34;-1.95;7.80;-10.31;-9.31
129847;-1.60;-9.78;-1.96;15.26;-8.22;-31.51
129951;1.38;-10.14;1.45;6.23;32.87;-7.32
130056;-0.66;-9.66;-1.05;-7.41;-4.25;2.31
130160;-0.91;-9.61;-1.57;-4.46;-0.93;-4.89
130265;-0.62;-9.50;-1.73;-13.18;-19.68;-12.48
130369;-0.18;-9.77;-1.59;-4.88;-1.61;-19.88
130473;1.15;-9.80;-0.48;-3.03;43.75;-19.62
130578;-0.09;-9.59;-1.62;5.14;4.54;-0.46
130682;-0.48;-9.69;-0.54;0.68;1.18;2.48
130787;0.51;-9.56;-1.51;4.33;4.36;-2.29
130891;-0.37;-9.50;0.58;10.19;0.42;-1.53
130997;0.54;-9.86;-2.42;-6.14;-4.46;-1.12
131101;0.00;-9.66;-0.60;-1.34;1.16;-1.50
131206;0.00;-9.72;-1.00;1.01;3.33;-1.53
131310;0.40;-9.70;-1.27;-4.43;-1.34;-1.53
131415;0.63;-9.55;-1.00;-3.95;-2.90;-0.94
131519;0.03;-9.75;-1.32;-7.14;-3.68;-1.81
131623;0.16;-9.67;-0.95;2.29;2.61;-1.98
131728;0.08;-9.69;-1.10;-1.14;0.70;-1.14
131832;0.14;-9.72;-1.29;8.17;5.79;-0.76
131937;0.23;-9.78;-1.15;1.30;2.37;-1.40
132041;1.48;-9.68;-0.46;4.02;8.16;-0.62
132146;0.02;-9.70;-1.15;-2.03;0.13;-1.14
132250;0.48;-9.78;-1.49;7.48;23.16;-0.70
132355;0.35;-9.70;-1.28;-7.67;-3.43;-1.81
132459;-0.00;-9.67;-1.12;-1.91;0.27;-1.42
132563;0.22;-9.66;-0.99;-1.82;1.41;-2.00
132668;-0.01;-9.67;-1.14;-9.12;-8.61;-3.64
132772;0.17;-9.64;-0.77;-1.51;13.33;-1.52
132877;-0.18;-9.67;-0.95;-5.68;-13.76;-0.69
132981;0.07;-9.67;-1.12;-4.01;0.72;-1.12
133086;0.01;-9.72;-1.13;-6.67;0.18;-1.27
133190;0.50;-9.60;-0.82;-4.10;10.77;-0.99
133295;0.04;-9.69;-0.91;-2.34;0.05;-1.14
133399;0.09;-9.64;-0.96;-2.00;0.02;-1.07
133504;0.13;-9.68;-1.08;-2.05;0.03;-1.03
133608;0.07;-9.63;-1.05;-2.16;-0.06;-1.26
133712;0.11;-9.66;-1.02;-2.17;0.12;-0.93
133817;0.02;-9.70;-1.05;-2.06;0.02;-1.06
133921;0.09;-9.69;-1.02;-2.24;0.06;-1.21
134026;0.06;-9.70;-1.02;-2.11;-0.03;-1.23
134130;0.05;-9.73;-1.05;-1.88;0.18;-1.11
134235;0.10;-9.64;-1.06;-2.08;2.14;-1.14
134339;0.03;-9.66;-1.13;-2.17;-0.02;-1.10
134445;0.10;-9.65;-1.10;-2.13;0.07;-1.15
134549;0.09;-9.71;-1.05;-2.27;-0.08;-1.08
134653;0.04;-9.72;-1.04;-2.08;-0.08;-1.24
134758;0.02;-9.67;-1.00;-2.07;0.10;-1.17
134862;0.12;-9.70;-1.01;-2.17;0.21;-1.13
134967;0.06;-9.70;-1.10;-2.17;-0.02;-1.12
135071;0.05;-9.65;-0.99;-2.22;0.11;-1.10
135176;0.09;-9.68;-1.08;-2.14;0.18;-1.17
135280;0.07;-9.76;-1.03;-2.16;0.11;-1.06
135385;0.06;-9.68;-1.05;-2.10;-0.06;-1.17
135489;0.05;-9.70;-1.03;-2.17;0.01;-1.12
135593;0.12;-9.70;-1.16;-2.27;0.07;-1.20
135698;0.13;-9.71;-1.00;-2.08;0.02;-1.24
135802;0.10;-9.71;-1.07;-2.13;-0.10;-1.26
135907;0.09;-9.72;-1.09;-2.29;-0.08;-1.08
136011;0.16;-9.63;-1.12;-2.14;0.06;-1.14
136116;0.07;-9.69;-1.09;-2.21;-0.15;-1.16
136220;0.10;-9.70;-1.01;-2.10;-0.16;-1.06
136325;0.09;-9.70;-1.16;0.56;2.54;-1.53
136429;-0.39;-9.48;0.08;-12.01;-2.41;6.53
136534;-0.01;-9.47;-1.13;7.11;6.37;-1.98
136638;0.60;-9.61;-1.16;7.89;-1.12;-4.59
136742;0.08;-9.78;-1.51;-5.18;-0.47;-4.85
136847;0.30;-9.73;-1.08;3.39;1.81;-2.19
136951;1.50;-9.31;-0.57;3.45;54.95;23.42
137056;0.04;-9.58;-0.28;-9.25;-1.13;-0.05
137160;-0.29;-9.80;-2.68;15.91;9.03;1.24
137265;0.02;-9.66;-1.05;-14.90;0.12;2.18
137369;0.08;-9.66;-0.79;0.27;0.16;-1.09
137474;0.05;-9.70;-1.21;-0.83;0.17;-1.43
137578;0.09;-9.67;-1.16;-2.64;0.07;-1.14
137682;0.11;-9.67;-1.03;-2.54;-0.15;-1.13
137787;0.07;-9.71;-1.08;-2.28;-0.09;-0.99
137891;0.00;-9.68;-1.21;-2.12;-0.15;-1.21
137996;0.06;-9.65;-1.10;-2.08;-0.15;-1.11
138100;0.04;-9.61;-1.09;-2.17;-0.02;-1.06
138205;0.02;-9.70;-1.11;-2.39;-0.11;-1.14
138309;0.06;-9.68;-1.09;-3.17;0.60;-1.26
138415;0.07;-9.74;-1.15;-1.22;-0.11;-1.10
138519;0.10;-9.73;-1.21;0.37;0.81;-1.08
138624;-0.02;-9.70;-1.52;1.23;1.35;-1.24
138728;-0.32;-10.18;-2.26;-16.90;-8.88;0.74
138832;0.12;-9.69;-0.89;-2.21;1.02;-1.29
138937;0.12;-9.64;-0.94;-2.11;0.11;-1.19
139041;0.16;-9.66;-0.86;-2.37;0.04;-1.37
139146;-0.56;-9.75;-0.70;-2.96;1.35;-1.34
139250;-3.87;-9.78;0.66;-2.87;-6.40;-4.85
139355;0.54;-9.70;-1.16;-1.66;-0.98;-0.37
139459;0.01;-9.75;-1.14;-1.11;-20.81;-3.08
139564;0.63;-9.66;-0.54;-5.62;-23.46;0.22
139668;0.03;-9.68;-0.96;-2.41;-0.89;-1.18
139772;0.79;-9.64;-0.86;-1.67;-37.90;0.27
139877;0.11;-9.70;-1.15;-3.49;-0.89;-0.83
139981;0.07;-9.67;-0.95;-3.20;-0.65;-0.98
140086;0.12;-9.59;-0.59;-1.25;2.23;-1.53
140190;0.11;-9.63;-0.90;-2.43;3.56;-1.24
140295;0.00;-9.66;-0.86;-2.14;0.09;-1.01
140399;0.11;-9.65;-0.83;-2.27;0.13;-1.15
140504;0.02;-9.66;-0.95;-2.14;0.48;-1.17
140608;0.18;-9.74;-0.94;-2.27;0.22;-1.22
140712;0.14;-9.68;-0.93;-2.08;0.11;-1.22
140817;0.02;-9.74;-0.81;-2.09;0.02;-1.05
140921;0.05;-9.66;-0.95;-2.17;-0.06;-1.09
141026;0.06;-9.69;-0.98;-2.26;0.08;-1.08
141130;0.07;-9.70;-0.98;-2.17;-0.12;-1.09
141235;0.06;-9.65;-0.95;-2.19;0.12;-1.11
141339;0.09;-9.69;-0.94;-2.16;-0.08;-1.18
141444;0.09;-9.67;-1.02;-2.20;0.03;-1.08
141548;0.08;-9.73;-0.91;-2.27;-0.05;-0.97
141652;0.12;-9.65;-0.88;-2.14;0.11;-0.97
141758;0.11;-9.67;-0.86;-2.12;0.07;-0.98
141862;0.12;-9.65;-0.85;-2.11;-0.05;-1.14
141967;0.10;-9.69;-0.88;-2.20;-0.04;-1.26
142071;0.05;-9.73;-0.98;-2.08;0.09;-0.89
142176;0.09;-9.71;-0.87;-2.06;0.06;-1.14
142280;0.10;-9.66;-0.98;-2.24;-0.02;-1.08
142385;0.06;-9.75;-1.04;-2.22;-0.14;-1.24
