TIME;ACC_X;ACC_Y;ACC_Z;GYR_X;GYR_Y;GYR_Z
47522;2.26;0.03;-10.63;-2.15;-0.56;-1.14
47627;2.27;-0.03;-10.61;-2.07;-0.60;-1.14
47731;2.27;0.07;-10.63;-2.16;-0.10;-1.02
47836;2.28;0.06;-10.56;-2.41;-0.13;-1.07
47940;1.40;0.25;-11.21;3.43;-91.45;34.81
48046;1.73;-0.44;-9.87;20.77;-73.87;-7.04
48150;-1.58;-0.15;-11.21;-0.91;-7.23;-39.38
48254;1.48;0.16;-10.52;-6.95;4.58;-39.54
48359;0.76;0.28;-9.60;-7.87;-9.77;43.88
48463;0.27;-0.03;-10.83;-2.24;-0.66;-1.08
48568;0.02;0.02;-10.65;-4.43;14.72;-1.24
48672;0.43;0.08;-10.93;-2.04;0.31;-1.05
48777;0.36;0.01;-10.87;-2.15;-0.21;-1.11
48881;0.38;0.11;-10.76;-2.27;-0.05;-1.27
48986;0.35;0.04;-10.96;-2.15;0.21;-1.00
49090;1.35;0.50;-11.11;20.05;0.21;-5.68
49195;0.64;-0.35;-10.81;12.27;2.68;-27.04
49299;-0.65;-0.53;-11.02;10.67;-0.72;0.26
49403;0.01;-0.59;-10.93;1.56;-0.14;-7.91
49508;0.23;-0.75;-10.82;5.50;1.11;-2.75
49612;0.31;-0.86;-10.53;-5.66;-0.24;-0.95
49717;0.22;-0.76;-10.91;-4.35;-0.36;-7.87
49822;1.06;-0.14;-10.75;7.45;-2.79;-18.96
49927;0.51;-0.88;-10.62;0.85;-0.36;1.53
50031;0.59;-0.86;-10.60;-14.96;0.11;3.20
50136;0.49;-0.58;-10.71;-15.88;-0.05;7.35
50240;0.29;-0.33;-11.02;-19.26;-0.59;6.57
50344;-0.18;-0.20;-10.95;-15.72;-0.08;-1.43
50449;0.16;0.12;-10.25;-2.11;-1.83;-0.98
50553;0.37;0.15;-10.78;-2.23;0.62;-1.01
50658;0.36;0.13;-10.99;-2.15;0.82;-1.08
50762;0.37;0.10;-10.84;-2.32;0.04;-1.11
50867;0.30;0.22;-10.79;-2.12;-0.02;-1.03
50971;0.39;0.17;-10.88;-2.15;0.06;-1.11
51076;0.45;0.14;-10.80;-2.21;0.06;-1.08
51180;0.29;0.16;-10.82;-2.09;-0.16;-1.21
51284;0.33;0.15;-10.91;-2.31;0.16;-1.08
51389;0.35;0.12;-10.74;-2.13;0.16;-1.14
51493;0.36;0.13;-10.73;-2.15;0.02;-0.95
51598;0.31;0.19;-10.70;-2.19;-0.19;-1.18
51702;0.35;0.07;-10.90;-1.98;-0.08;-1.20
51807;0.37;0.13;-10.88;-2.14;-0.10;-1.05
51911;0.29;0.16;-10.84;-2.23;-0.14;-1.05
52016;0.17;0.05;-10.74;-2.56;-1.35;-1.30
52120;0.31;0.18;-10.69;-1.85;4.75;-1.08
52225;0.26;0.13;-10.79;-2.24;-1.10;-1.01
52329;0.24;0.12;-10.72;-2.54;-2.98;-0.99
52433;-1.64;0.41;-11.18;-2.97;-0.39;18.46
52538;0.34;0.17;-10.77;-1.94;1.35;-0.82
52642;0.29;0.26;-10.60;-2.17;-0.13;-1.09
52748;0.32;0.13;-10.84;-2.06;0.22;-1.05
52852;0.82;0.05;-10.42;-0.96;6.33;-2.43
52957;0.30;0.16;-10.82;-2.19;0.03;-0.93
53061;0.39;0.11;-10.88;-2.14;-0.14;-1.04
53166;0.31;0.20;-10.65;-2.29;-2.14;-0.91
53270;0.29;0.12;-10.88;-2.27;-0.27;-1.01
53374;0.29;0.09;-10.82;-2.12;0.21;-0.96
53479;0.24;0.13;-10.86;-2.08;-0.14;-1.00
53583;0.30;0.09;-10.79;-2.22;-0.06;-0.95
53688;0.36;0.14;-10.83;-2.14;-0.15;-0.95
53792;0.29;0.14;-10.96;-2.13;0.69;-0.95
53897;0.35;0.12;-10.79;-2.27;-0.15;-0.79
54001;0.31;0.17;-10.84;-2.01;0.11;-1.20
54106;0.33;0.13;-10.88;-2.29;0.10;-0.95
54210;0.33;0.14;-10.86;-2.26;0.08;-0.84
54315;0.28;0.17;-10.80;-2.09;0.22;-0.99
54419;0.29;0.12;-10.91;-2.07;0.12;-1.08
54523;0.25;0.15;-10.80;-2.03;0.22;-0.98
54628;0.32;0.11;-10.73;-2.16;-0.08;-1.09
54732;0.29;0.13;-10.78;-2.15;0.03;-1.13
54837;0.38;0.12;-10.70;-2.07;0.03;-0.92
54941;0.25;0.15;-10.86;-2.18;0.05;-1.14
55046;0.35;0.11;-10.84;-2.24;0.05;-0.95
55150;0.30;0.12;-10.84;-2.14;0.08;-0.92
55255;0.30;0.16;-10.92;-2.11;0.00;-1.01
55359;0.31;0.11;-10.88;-2.24;-0.07;-0.95
55463;0.28;0.13;-10.80;-2.03;0.01;-1.05
55568;0.26;0.08;-10.85;-2.20;0.17;-1.14
55672;0.32;0.13;-10.74;-2.27;0.14;-0.96
55777;0.34;0.07;-10.82;-2.18;0.02;-0.99
55881;0.25;0.20;-10.81;-2.13;0.13;-1.15
55986;0.28;0.18;-10.88;-2.18;0.11;-0.92
56090;0.31;0.10;-10.81;-2.04;-0.02;-1.17
56195;0.30;0.07;-10.89;-2.12;0.02;-0.98
56299;0.32;0.11;-10.92;-2.14;0.14;-0.86
56403;0.33;0.07;-10.87;-2.12;0.18;-0.96
56508;0.36;0.13;-10.80;-1.99;0.00;-0.98
56612;0.29;0.11;-10.91;-2.10;0.08;-0.98
56717;0.31;0.10;-10.81;-2.31;0.00;-1.07
56821;0.28;0.11;-10.81;-2.12;0.21;-1.14
56926;0.32;0.13;-10.84;-2.07;0.01;-0.95
57030;0.29;0.08;-10.78;-2.25;0.24;-0.97
57135;0.29;0.14;-10.81;-2.21;0.02;-0.99
57239;0.34;0.14;-10.82;-2.24;0.16;-0.98
57344;0.31;0.12;-10.84;-2.22;-0.04;-0.89
57448;0.30;0.07;-10.77;-2.11;0.26;-0.95
57552;0.27;0.14;-10.89;-2.23;-0.02;-0.95
57657;0.30;0.11;-10.73;-2.15;-0.14;-1.05
57761;0.28;0.15;-10.74;-2.20;-0.03;-1.09
57866;0.22;0.16;-10.85;-2.13;0.17;-0.94
57970;0.32;0.17;-10.84;-2.20;0.02;-1.28
58075;0.30;0.15;-10.78;-2.10;0.02;-0.97
58179;0.35;0.17;-10.81;-2.22;0.10;-0.98
58284;0.34;0.14;-10.83;-2.23;-0.03;-1.01
58388;0.26;0.14;-10.84;-2.21;0.10;-1.17
58492;0.28;0.12;-10.72;-2.31;0.11;-1.15
58597;0.26;0.07;-10.79;-2.06;0.12;-1.09
58701;0.30;0.08;-10.86;-2.30;0.01;-1.04
58806;0.33;0.14;-10.84;-2.21;0.22;-0.98
58910;0.29;0.11;-10.88;-2.16;-0.07;-1.01
59015;0.28;0.18;-10.74;-2.13;-0.11;-1.23
59119;0.30;0.12;-10.80;-2.17;0.19;-1.05
59224;0.31;0.11;-10.87;-2.17;-0.06;-1.18
59328;0.27;0.15;-10.89;-2.07;0.01;-1.05
59432;0.32;0.11;-10.86;-2.12;0.03;-1.07
59537;0.28;0.12;-10.80;-2.07;0.05;-1.08
59641;0.31;0.10;-10.89;-2.12;0.04;-1.05
59746;0.34;0.10;-10.76;-2.27;0.18;-0.72
59850;0.29;0.17;-10.77;-2.17;0.09;-0.98
59955;0.36;0.10;-10.80;-2.22;0.01;-0.95
60059;0.26;0.14;-10.70;-2.14;0.08;-0.98
60164;0.30;0.13;-10.76;-2.08;-0.10;-0.89
60268;0.30;0.19;-10.87;-2.39;0.03;-1.05
60372;0.26;0.13;-10.84;-2.04;0.08;-1.00
60477;0.37;0.17;-10.85;-2.04;0.10;-1.01
60581;0.33;0.12;-10.84;-2.00;0.17;-1.07
60686;0.31;0.16;-10.83;-2.29;0.08;-1.06
60790;0.30;0.12;-10.78;-2.09;0.00;-0.92
60895;0.31;0.13;-10.83;-2.11;0.02;-0.95
60999;0.35;0.14;-10.80;-2.14;0.00;-1.07
61104;0.28;0.17;-10.87;-2.06;0.11;-1.14
61208;0.32;0.12;-10.83;-2.19;-0.11;-0.77
61313;0.31;0.14;-10.78;-2.25;0.13;-1.00
61417;0.27;0.14;-10.86;-2.16;0.01;-1.02
61521;0.32;0.12;-10.93;-2.26;-0.14;-1.10
61626;0.28;0.08;-10.87;-2.02;0.17;-1.03
61730;0.30;0.13;-10.82;-2.17;0.08;-0.99
61835;0.25;0.15;-10.79;-2.04;0.05;-0.92
61939;0.26;0.09;-10.84;-2.04;0.00;-1.12
62044;0.27;0.08;-10.95;-2.27;0.07;-0.98
62148;0.33;0.14;-10.81;-2.08;-0.14;-1.05
62253;0.25;0.16;-10.89;-2.19;0.01;-1.01
62357;0.29;0.14;-10.84;-1.99;-0.18;-1.13
62461;0.33;0.18;-10.79;-1.98;0.24;-1.02
62566;0.33;0.12;-10.83;-2.14;0.01;-0.95
62670;0.31;0.13;-10.76;-2.08;-0.08;-0.82
62776;0.34;0.13;-10.93;-2.17;0.01;-0.95
62880;0.27;0.11;-10.81;-2.25;0.02;-0.95
62985;0.26;0.15;-10.81;-2.24;-0.07;-0.95
63089;0.32;0.17;-10.89;-2.14;0.02;-0.98
63194;0.36;0.09;-10.82;-2.24;0.17;-1.11
63298;0.28;0.18;-10.84;-2.06;0.08;-1.09
63403;0.30;0.14;-10.82;-2.20;0.08;-1.14
63507;0.35;0.13;-10.84;-2.25;0.10;-1.00
63611;0.34;0.20;-10.87;-2.05;0.09;-0.99
63716;0.41;0.12;-10.82;-2.16;0.09;-1.05
63820;0.27;0.13;-10.82;-2.24;-0.07;-1.08
63925;0.26;0.12;-10.86;-2.29;0.05;-0.98
64029;0.34;0.10;-10.80;-2.08;-0.04;-1.03
64134;0.27;0.12;-10.86;-2.18;0.05;-0.94
64238;0.35;0.14;-10.76;-2.15;-0.12;-0.98
64343;0.23;0.19;-10.88;-2.29;0.03;-1.00
64447;0.28;0.08;-10.74;-2.17;-0.05;-1.06
64551;0.38;0.14;-10.81;-2.25;0.02;-0.99
64656;0.30;0.10;-10.85;-2.19;-0.12;-0.85
64760;0.34;0.10;-10.81;-2.30;0.11;-0.91
64865;0.34;0.17;-10.79;-2.09;0.21;-0.93
64969;0.32;0.10;-10.84;-2.10;0.04;-1.10
65074;0.33;0.09;-10.83;-2.25;0.11;-1.08
65178;0.33;0.13;-10.80;-2.18;0.08;-0.95
65283;0.27;0.18;-10.91;-2.20;-0.11;-0.93
65387;0.30;0.18;-10.79;-2.01;-0.02;-0.99
65491;0.30;0.17;-10.86;-2.11;0.22;-0.85
65596;0.33;0.11;-10.83;-1.97;0.00;-1.01
65700;0.26;0.12;-10.82;-2.01;0.14;-0.94
65805;0.29;0.13;-10.75;-2.24;0.12;-1.02
65909;0.32;0.13;-10.85;-2.19;-0.08;-0.98
66014;0.33;0.13;-10.80;-2.03;0.14;-0.89
66118;0.27;0.11;-10.79;-2.11;0.24;-1.08
66223;0.26;0.14;-10.96;-2.12;0.00;-0.98
66327;0.29;0.15;-10.87;-2.17;-0.16;-1.01
66432;0.26;0.11;-10.76;-2.07;0.18;-0.95
66536;0.33;0.13;-10.82;-2.02;-0.02;-1.05
66640;0.28;0.10;-10.82;-2.08;0.03;-0.96
66745;0.34;0.11;-10.84;-2.10;-0.08;-0.86
66849;0.32;0.18;-10.79;-2.24;-0.11;-1.01
66954;0.31;0.13;-10.79;-2.18;0.03;-1.05
67058;0.28;0.16;-10.77;-2.20;0.01;-0.94
67163;0.29;0.13;-10.81;-2.01;0.11;-1.06
67267;0.31;0.14;-10.93;-2.20;0.02;-0.98
67372;0.30;0.08;-10.86;-2.27;0.13;-1.02
67476;0.24;0.15;-10.88;-2.03;0.02;-1.09
67580;0.30;0.10;-10.79;-2.14;0.02;-1.05
67685;0.26;0.16;-10.73;-2.24;0.05;-0.89
67789;0.29;0.13;-10.84;-2.20;0.18;-0.94
67894;0.34;0.13;-10.81;-2.20;0.15;-1.03
67998;0.36;0.09;-10.87;-2.19;0.07;-1.01
68103;0.33;0.10;-10.80;-2.07;0.16;-1.09
68207;0.20;0.11;-10.80;-2.05;0.13;-1.06
68312;0.25;0.15;-10.80;-2.17;0.20;-0.98
68416;0.29;0.11;-10.88;-2.24;-0.17;-0.98
68520;0.31;0.10;-10.86;-2.14;0.02;-1.01
68625;0.26;0.15;-10.69;-2.11;-0.12;-1.07
68729;0.27;0.08;-10.88;-2.24;-0.11;-0.94
68834;0.27;0.12;-10.84;-2.24;0.10;-0.97
68938;0.29;0.16;-10.77;-2.17;-0.20;-0.94
69043;0.33;0.18;-10.82;-2.01;0.06;-1.05
69147;0.29;0.15;-10.83;-2.20;0.10;-1.05
69252;0.28;0.11;-10.81;-2.13;0.00;-0.95
69356;0.29;0.11;-10.83;-2.23;-0.09;-1.06
69460;0.26;0.17;-10.90;-2.08;0.11;-0.85
69565;0.29;0.11;-10.85;-1.99;0.06;-1.08
69669;0.28;0.12;-10.76;-2.02;-0.06;-0.96
69774;0.27;0.11;-10.83;-2.15;0.00;-1.04
69878;0.30;0.14;-10.78;-2.12;-0.02;-0.96
69983;0.25;0.13;-10.88;-2.30;0.08;-0.82
70087;0.33;0.13;-10.89;-2.27;-0.03;-1.01
70192;0.27;0.15;-10.79;-2.19;0.07;-1.06
70296;0.32;0.14;-10.76;-2.24;0.15;-0.91
70401;0.25;0.07;-10.82;-2.02;-0.01;-0.87
70505;0.32;0.12;-10.87;-2.00;0.06;-0.83
70609;0.33;0.06;-10.85;-2.20;0.13;-1.04
70714;0.35;0.09;-10.76;-2.10;0.03;-0.95
70818;0.22;0.14;-10.80;-2.14;0.24;-0.84
70923;0.34;0.12;-10.82;-2.17;-0.03;-1.04
71027;0.29;0.17;-10.78;-2.16;0.02;-1.06
71132;0.30;0.15;-10.82;-2.22;0.11;-1.05
71236;0.37;0.12;-10.78;-2.21;-0.03;-0.95
71341;0.28;0.12;-10.81;-2.09;-0.07;-0.92
71445;0.34;0.13;-10.81;-2.16;0.18;-0.95
71549;0.30;0.14;-10.77;-2.19;-0.02;-0.91
71654;0.29;0.12;-10.87;-2.10;-0.08;-1.08
71758;0.30;0.14;-10.83;-2.36;-0.09;-0.95
71863;0.35;0.11;-10.79;-2.23;0.13;-1.01
71967;0.29;0.08;-10.86;-1.99;0.05;-0.92
72072;0.28;0.12;-10.89;-2.13;0.40;-0.98
72176;0.24;0.20;-10.83;-2.28;-0.98;-1.04
72281;0.33;0.10;-10.79;-1.97;1.05;-0.98
72385;0.36;0.17;-11.02;-1.88;1.95;-1.04
72489;0.36;0.02;-10.80;-2.20;-0.27;-0.98
72594;0.27;0.13;-10.92;-2.16;-0.15;-1.21
72698;0.31;0.14;-10.78;-2.20;-0.01;-1.12
72803;0.30;0.14;-10.91;-2.27;-0.02;-1.17
72907;0.34;0.13;-10.86;-1.88;0.08;-0.98
73012;0.34;0.09;-10.79;-2.26;0.04;-1.05
73116;0.34;0.11;-10.76;-2.18;-0.04;-1.11
73221;0.86;0.11;-11.91;-1.95;0.99;-1.84
73325;0.29;0.10;-10.87;-2.25;-0.43;-1.28
73430;0.08;0.07;-10.87;-1.89;2.20;-4.65
73534;1.02;-0.01;-11.61;-2.02;29.89;-0.66
73638;0.54;-0.05;-11.08;-1.20;-4.02;-8.61
73743;1.38;0.17;-9.89;-1.85;-73.04;-9.36
73848;0.30;0.12;-12.09;-0.19;15.30;2.20
73953;0.36;0.13;-10.84;-2.01;0.28;-1.09
74057;0.37;0.07;-10.80;-2.18;-0.05;-1.18
74162;0.35;0.10;-10.92;-2.10;0.08;-0.95
74266;0.32;0.12;-10.86;-2.22;0.08;-1.13
74371;0.41;0.13;-10.86;-2.11;-0.21;-1.18
74475;0.34;0.09;-10.87;-2.27;-0.08;-0.94
74579;0.35;0.20;-10.77;-2.07;0.08;-1.00
74684;0.36;0.13;-10.75;-2.10;0.02;-1.23
74788;0.39;0.15;-10.85;-2.20;0.14;-1.23
74893;0.37;0.12;-10.88;-2.09;0.14;-1.22
74997;0.37;0.15;-10.76;-2.18;0.01;-1.22
75102;0.34;0.09;-10.98;-1.95;0.18;-1.15
75206;0.41;0.17;-12.07;2.69;34.59;-1.69
75311;0.69;0.55;-10.35;-2.42;-8.54;2.19
75415;-0.60;-2.54;-11.30;-2.16;4.26;-15.32
75520;5.06;0.23;-11.40;5.64;55.81;-40.08
75624;1.75;-0.59;-10.23;61.69;85.58;-70.18
75728;6.05;-0.74;-8.00;78.00;95.04;-62.60
75833;4.70;-2.91;-7.98;36.44;120.12;-64.48
75938;8.26;-0.94;-6.40;48.72;99.85;-74.15
76043;9.99;-0.66;-2.38;67.15;170.06;-48.14
76147;8.37;0.32;-0.94;46.30;91.21;-29.05
76252;10.62;1.09;1.84;41.90;178.44;5.98
76356;7.89;0.95;4.50;43.41;105.26;3.52
76461;7.02;-0.29;6.79;34.43;113.49;22.91
76565;4.83;0.05;7.37;-9.53;155.76;43.51
76670;3.30;-0.27;7.76;10.80;66.12;15.34
76775;2.89;-0.12;8.08;2.95;27.25;12.87
76879;2.54;0.05;8.32;-1.37;26.99;-1.46
76984;2.94;0.12;9.37;-8.29;11.26;10.38
77088;1.98;0.50;8.95;-6.57;-0.85;9.22
77193;1.69;0.09;9.30;-2.16;16.68;-5.87
77297;1.97;-0.53;8.99;3.02;5.09;7.23
77402;2.38;-0.22;9.53;1.99;10.33;5.21
77506;2.45;-0.22;9.55;7.74;22.91;-1.18
77611;1.73;0.09;8.74;5.65;36.71;-10.83
77715;1.30;-0.20;8.37;4.07;24.02;3.31
77819;1.13;0.18;8.77;-3.52;11.60;3.07
77924;0.94;0.46;8.91;-1.52;16.48;2.38
78028;0.41;0.17;9.45;3.94;33.64;0.23
78133;0.16;0.18;9.43;-5.86;4.26;0.74
78237;0.82;0.42;10.17;1.85;-90.47;21.40
78342;1.73;0.38;8.87;17.88;-73.46;10.86
78446;3.48;0.75;8.18;15.65;-43.83;12.36
78551;5.12;1.38;7.24;1.87;-185.25;23.50
78655;8.45;0.29;4.50;-7.21;-225.47;40.22
78759;8.19;-0.12;2.05;4.46;-215.58;-7.02
78865;9.86;-0.19;0.82;8.50;-67.47;14.24
78969;9.21;0.03;0.45;12.92;-25.10;-7.77
79074;10.02;0.42;0.25;26.44;-69.12;1.45
79178;9.67;-0.17;-0.12;2.37;3.46;-0.90
79283;10.38;-0.30;-1.27;-11.87;34.97;-3.60
79387;9.86;-0.19;-0.02;11.83;-17.22;0.34
79492;9.85;0.42;0.43;-12.40;37.96;-1.88
79596;9.75;0.60;0.34;-21.53;14.44;-3.10
79700;9.92;0.08;0.09;-2.23;1.17;-1.23
79805;9.86;0.13;0.24;-7.78;12.09;-1.67
79909;9.79;0.07;0.41;-2.20;-0.11;-1.04
80014;9.94;0.16;0.27;-2.50;4.11;-1.09
80118;9.85;0.19;0.27;-2.37;3.14;-1.27
80223;9.98;0.05;0.34;-3.51;6.92;-1.24
80327;9.90;0.11;0.14;-2.45;-2.53;-1.04
80432;9.83;0.39;0.42;-2.44;3.17;-1.07
80536;10.01;0.10;0.02;-2.08;1.89;-1.07
80641;9.73;0.17;0.71;-2.03;2.47;-1.04
80745;9.79;-0.27;0.68;-6.30;14.41;-1.64
80849;9.99;0.17;0.47;-2.31;0.12;-1.17
80954;9.94;0.15;0.48;-1.91;-5.34;-1.14
81058;9.95;-0.11;0.42;-2.21;1.87;-1.36
81163;9.91;-0.09;0.82;-2.32;1.25;-1.00
81267;9.86;0.18;0.70;-2.22;0.33;-1.22
81372;9.88;0.13;0.62;-2.38;-2.27;-1.07
81476;10.06;0.22;0.03;-2.27;-4.88;-1.28
81581;9.93;0.09;0.34;-2.12;-3.52;-1.08
81685;10.00;0.07;0.21;-2.15;1.22;-1.05
81789;9.94;0.05;0.18;-2.08;-11.70;-1.13
81894;9.73;0.06;0.55;-1.98;-4.42;-1.14
81998;9.48;0.13;1.37;4.13;-13.38;-0.55
82103;9.92;0.09;0.22;-2.53;0.07;-1.11
82207;9.85;0.02;0.07;-2.63;0.76;-1.30
82312;9.89;0.11;-0.01;-2.03;-0.96;-0.97
82416;10.00;0.11;-0.14;-2.17;-0.72;-1.14
82521;9.89;0.07;0.03;-2.42;1.27;-1.06
82625;10.00;-0.08;-0.15;-4.62;-25.96;-1.21
82729;9.31;1.46;3.77;-6.43;12.57;-1.30
82834;9.93;0.24;-0.65;-2.01;-3.78;-1.42
82938;9.81;0.08;-0.47;-1.71;-3.50;-1.27
83043;9.80;0.12;-0.27;-1.71;-2.98;-1.06
83147;9.79;0.07;-0.33;-3.39;7.36;-1.14
83252;9.90;0.06;-0.65;-1.54;-4.65;-1.11
83356;9.97;0.17;-0.82;-1.97;-1.05;-0.97
83461;10.00;-0.30;-0.67;-2.82;5.21;-1.16
83565;9.98;0.13;-0.57;-1.95;-3.30;-1.33
83670;9.87;0.04;-0.42;-2.29;-6.87;-0.71
83774;9.96;0.12;-0.60;-2.11;-0.31;-1.01
83878;9.98;0.11;-0.69;-1.97;0.14;-1.05
83983;9.93;0.09;-0.61;-1.85;-1.08;-1.06
84086;9.91;0.07;-0.52;0.54;-1.02;-0.76
84191;9.91;0.05;-0.64;-2.10;0.05;-1.25
84295;9.95;0.11;-0.68;-2.09;-0.06;-1.16
84400;9.70;-0.15;0.12;-3.23;-0.52;-1.04
84504;9.94;0.11;-0.62;-2.33;0.62;-1.25
84609;10.00;0.16;-0.58;-2.62;-0.03;-1.03
84713;9.97;0.11;-0.65;-1.92;-0.08;-1.01
84817;10.00;0.12;-0.64;-2.65;0.73;-1.03
84922;9.96;0.11;-0.74;-3.28;0.41;-1.01
85026;9.96;0.14;-0.62;-2.14;0.05;-1.13
85131;9.90;0.12;-0.67;-2.16;-0.08;-1.14
85235;9.91;0.12;-0.63;-1.97;0.14;-1.08
85340;9.93;0.06;-0.64;-2.18;0.03;-1.08
85444;9.95;0.06;-0.63;-2.38;0.12;-1.01
85549;9.89;0.17;-0.52;-2.20;-0.28;-1.16
85653;9.94;0.11;-0.64;-2.22;-0.04;-1.09
85757;9.95;0.10;-0.60;-2.34;0.29;-1.19
85862;9.95;0.14;-0.70;-1.99;0.14;-1.10
85966;9.90;0.14;-0.57;-2.24;-0.13;-1.06
86071;9.97;0.11;-0.58;-2.15;-0.07;-0.96
86175;9.88;0.06;-0.63;-2.27;-0.07;-1.21
86280;9.96;0.11;-0.55;-2.18;-0.02;-1.05
86384;9.92;0.08;-0.56;-2.29;0.03;-1.13
86489;9.97;0.06;-0.62;-2.24;0.08;-1.21
86593;9.95;0.12;-0.54;-2.11;-0.08;-1.01
86697;9.94;0.09;-0.54;-1.98;-0.02;-1.21
86802;9.94;0.09;-0.61;-2.25;0.14;-1.22
86906;9.95;0.06;-0.63;-2.15;0.05;-1.29
87011;9.95;0.07;-0.63;-2.40;0.07;-1.17
87115;9.97;0.08;-0.63;-2.07;-0.01;-1.09
87220;9.99;0.09;-0.62;-2.14;0.00;-0.98
87324;9.95;0.09;-0.53;-2.28;0.10;-1.24
87429;9.92;0.10;-0.63;-2.30;-0.16;-1.04
87532;9.93;0.12;-0.63;-2.30;0.08;-1.11
87636;10.00;0.09;-0.69;-2.00;0.04;-0.99
87741;9.89;0.11;-0.65;-2.21;-0.05;-1.30
87845;9.92;0.11;-0.67;-2.04;0.22;-1.02
87950;9.92;0.10;-0.57;-2.15;0.02;-1.21
88054;9.96;0.13;-0.65;-2.08;-0.06;-1.16
88159;9.98;0.08;-0.58;-2.24;0.00;-1.17
88263;9.84;0.06;-0.60;-1.98;0.08;-1.21
88368;10.03;0.11;-0.61;-2.23;0.02;-1.08
88472;9.93;0.08;-0.67;-2.27;0.07;-0.96
88577;9.83;0.15;-0.56;-2.12;0.22;-1.14
88681;9.95;0.13;-0.61;-1.91;-0.14;-1.07
88785;9.92;0.16;-0.52;-1.96;-1.31;-0.95
88890;9.98;0.14;-0.61;-1.95;-1.82;-1.08
88994;9.95;0.09;-0.65;-2.33;0.11;-1.06
89099;10.01;0.16;-0.65;-2.46;1.27;-1.22
89203;9.93;0.08;-0.63;-2.24;0.13;-1.14
89308;9.92;0.06;-0.65;-2.04;0.23;-1.10
89412;9.91;0.04;-0.62;-2.33;-0.03;-1.10
89517;9.97;0.11;-0.59;-2.20;0.24;-1.03
89621;9.91;0.08;-0.72;-2.13;0.05;-1.08
89725;9.97;0.07;-0.60;-2.13;0.04;-1.00
89830;9.97;0.09;-0.66;-1.96;0.17;-1.08
89934;10.00;0.12;-0.56;-2.23;0.02;-1.04
90039;9.96;0.10;-0.57;-2.23;0.02;-1.24
90143;9.97;0.07;-0.61;-2.17;0.05;-1.13
90248;9.95;0.09;-0.62;-2.13;0.08;-1.01
90352;9.90;0.06;-0.67;-2.27;-0.01;-1.24
90457;9.94;0.09;-0.69;-2.12;0.07;-1.19
90561;9.97;0.11;-0.60;-2.26;-0.04;-0.94
90665;10.01;0.09;-0.74;-2.19;0.04;-1.06
90770;10.01;0.07;-0.63;-2.21;-0.11;-1.08
90874;9.91;0.07;-0.69;-2.15;0.13;-1.11
90979;9.92;0.01;-0.62;-2.12;0.06;-0.96
91083;9.95;0.11;-0.69;-2.28;-0.08;-0.97
91188;9.93;0.10;-0.61;-2.06;0.05;-1.18
91292;9.95;0.11;-0.63;-2.13;-0.05;-1.17
91397;9.98;0.09;-0.64;-2.16;-0.02;-1.08
91501;9.92;0.07;-0.72;-2.14;0.02;-1.01
91604;10.03;0.13;-0.59;-2.12;-0.05;-0.98
91709;9.91;0.12;-0.67;-2.04;0.06;-1.18
91813;9.97;0.12;-0.66;-2.29;0.05;-1.11
91918;9.96;0.07;-0.66;-2.20;0.04;-0.98
92022;9.95;0.14;-0.65;-2.21;-0.02;-1.23
92127;9.89;0.14;-0.73;-2.17;0.14;-1.11
92231;9.90;0.06;-0.62;-2.12;0.08;-1.15
92336;9.96;0.12;-0.56;-2.13;-0.07;-1.17
92440;10.05;0.09;-0.59;-2.09;-0.20;-1.32
92545;9.88;0.09;-0.64;-2.22;0.02;-1.04
92649;9.90;0.11;-0.61;-2.20;-0.07;-0.95
92753;9.98;0.12;-0.63;-2.08;0.17;-1.31
92858;9.98;0.07;-0.71;-2.15;0.18;-1.17
92962;9.91;0.05;-0.63;-2.24;-0.07;-1.20
93067;9.96;0.16;-0.67;-2.20;0.02;-1.06
93171;9.97;0.08;-0.65;-2.15;-0.08;-1.04
93276;10.02;0.08;-0.69;-2.20;0.09;-1.11
93380;9.95;0.05;-0.66;-2.05;0.00;-1.04
93485;9.93;0.12;-0.56;-2.29;-0.18;-1.05
93589;9.94;0.05;-0.61;-2.23;0.05;-1.11
93693;9.94;0.10;-0.53;-2.12;0.14;-1.14
93798;9.94;0.06;-0.57;-2.19;0.16;-1.21
93902;9.93;0.11;-0.58;-2.30;0.18;-1.11
94007;9.91;0.12;-0.60;-2.09;0.32;-1.10
94111;9.95;0.09;-0.63;-2.21;-0.15;-1.04
94216;9.93;0.04;-0.62;-2.24;0.04;-1.05
94320;10.04;0.11;-0.58;-2.14;-0.06;-1.17
94425;10.00;0.06;-0.70;-2.13;-0.02;-1.10
94529;9.93;0.14;-0.63;-2.19;-0.17;-1.23
94633;9.91;0.05;-0.58;-1.99;0.02;-1.13
94738;9.94;0.11;-0.63;-2.13;0.07;-1.12
94842;9.94;0.13;-0.66;-2.02;0.05;-1.17
94947;9.97;0.15;-0.66;-2.08;0.06;-1.03
95051;9.92;0.09;-0.64;-2.25;-0.05;-1.05
95156;9.93;0.11;-0.71;-2.33;-0.05;-0.99
95260;9.97;0.11;-0.71;-2.20;-0.02;-1.05
95365;9.90;0.08;-0.65;-2.32;0.02;-1.06
95468;9.96;0.12;-0.62;-2.21;0.12;-1.10
95572;9.99;0.14;-0.76;-2.00;0.15;-1.10
95677;9.91;0.09;-0.59;-2.20;-0.06;-1.08
