TIME;ACC_X;ACC_Y;ACC_Z;GYR_X;GYR_Y;GYR_Z
47303;0.37;0.57;9.11;-2.31;0.46;-1.21
47408;0.88;-0.14;10.14;-1.97;1.11;-1.22
47512;0.39;0.25;7.45;-2.30;-0.11;-0.95
47617;0.01;0.52;8.70;-2.51;0.29;-1.32
47721;-0.08;0.55;9.66;-1.97;-0.21;-1.18
47825;-0.14;0.36;9.46;-2.15;-1.02;-1.17
47930;0.40;0.14;8.95;-2.10;0.53;-1.03
48034;-0.67;0.33;9.87;-2.14;-2.24;-1.31
48139;-0.22;0.13;9.50;-2.37;0.25;-1.07
48243;0.12;0.31;9.39;-1.94;-1.28;-1.24
48348;0.23;0.50;9.15;-1.85;-2.25;-1.37
48452;-0.19;0.32;9.71;-2.49;2.19;-1.12
48557;-0.02;0.27;8.88;-1.85;0.66;-1.01
48661;-0.10;0.06;8.67;-1.79;0.43;-1.05
48765;-0.39;0.24;9.07;-2.89;0.53;-0.78
48870;0.35;0.58;8.52;-2.65;0.98;-1.15
48974;0.39;0.60;10.01;-2.07;-0.30;-1.35
49079;-0.08;0.49;9.07;-2.81;-0.18;-1.17
49183;-0.51;0.14;9.04;-2.23;0.17;-0.97
49288;-0.23;0.18;9.12;-2.04;0.58;-1.01
49392;-0.17;0.25;9.32;-2.01;0.28;-1.18
49497;0.16;0.61;8.64;-2.53;0.08;-1.12
49601;-0.01;0.76;8.49;-2.33;-0.35;-1.01
49705;-0.18;0.59;9.32;-2.01;-0.60;-1.22
49810;-0.16;0.57;9.33;-2.23;0.24;-1.06
49914;-0.17;0.50;9.09;-2.24;-0.53;-1.08
50018;-0.14;0.45;9.10;-2.23;0.09;-1.09
50122;-0.00;0.40;9.12;-2.14;-0.24;-1.06
50227;-0.10;0.32;9.05;-2.17;-0.08;-1.13
50331;-0.12;0.11;9.08;-2.26;0.22;-1.14
50436;-0.11;0.17;9.11;-2.14;0.08;-1.04
50540;-0.14;0.14;9.14;-2.19;-0.08;-1.12
50644;-0.06;0.23;9.05;-2.14;-0.02;-0.92
50749;-0.09;0.18;9.08;-2.18;0.05;-1.05
50853;-0.07;0.16;9.12;-2.12;0.04;-1.08
50958;-0.08;0.15;9.07;-2.19;0.01;-1.21
51062;-0.11;0.22;9.12;-2.19;0.07;-1.19
51167;-0.08;0.22;9.10;-2.26;-0.05;-1.06
51271;-0.09;0.19;9.13;-2.32;0.00;-1.11
51376;-0.08;0.18;9.14;-2.13;0.06;-1.08
51480;-0.06;0.17;9.10;-2.00;0.00;-1.08
51585;-0.06;0.16;9.12;-2.15;-0.01;-1.06
51689;0.01;0.24;9.11;-2.16;0.01;-1.22
51793;-0.01;0.20;9.16;-2.08;-0.06;-1.24
51898;-0.10;0.20;9.08;-2.14;0.01;-1.26
52002;-0.08;0.19;9.12;-2.21;-0.05;-1.16
52107;-0.12;0.17;9.10;-2.18;-0.08;-1.03
52211;-0.07;0.18;9.09;-2.17;0.10;-1.24
52316;-0.06;0.25;9.13;-2.10;-0.01;-1.13
52420;-0.08;0.15;9.06;-2.17;0.11;-1.06
52525;-0.07;0.23;9.02;-2.24;-0.04;-1.12
52629;-0.08;0.19;9.07;-2.18;0.07;-1.17
52733;-0.07;0.17;9.08;-2.13;-0.02;-0.99
52837;-0.06;0.19;9.08;-2.20;0.05;-1.07
52941;-0.07;0.26;9.12;-2.19;0.02;-1.14
53046;-0.07;0.18;9.12;-2.15;0.00;-1.10
53150;-0.07;0.21;9.20;-2.22;-0.02;-1.19
53255;-0.04;0.23;9.18;-2.18;0.20;-1.08
53359;-0.09;0.22;9.08;-2.28;-0.11;-1.20
53464;-0.09;0.22;9.13;-2.24;-0.14;-1.06
53568;-0.12;0.12;9.07;-2.27;-0.11;-1.12
53672;-0.06;0.25;9.06;-2.33;0.02;-1.08
53777;-0.03;0.17;9.09;-2.24;-0.05;-1.07
53881;-0.04;0.21;9.14;-2.26;-0.13;-1.04
53986;-0.08;0.20;9.05;-2.17;0.09;-1.05
54090;-0.11;0.15;9.10;-2.27;-0.03;-1.13
54195;-0.06;0.20;9.12;-2.08;-0.08;-1.15
54299;-0.06;0.21;9.06;-2.10;-0.11;-1.08
54404;-0.08;0.15;9.04;-2.09;0.11;-1.24
54508;-0.16;0.26;9.04;-2.14;0.08;-0.99
54612;-0.11;0.19;9.06;-2.17;-0.06;-1.22
54717;-0.11;0.20;9.15;-2.34;0.05;-1.08
54821;-0.10;0.15;9.09;-2.06;0.04;-0.99
54926;-0.09;0.21;9.04;-2.20;0.08;-1.09
55030;-0.10;0.21;9.09;-2.27;-0.16;-1.08
55135;-0.06;0.12;9.09;-2.14;-0.07;-1.12
55239;-0.12;0.15;9.09;-2.20;0.00;-1.05
55344;-0.10;0.21;9.07;-2.17;-0.11;-1.16
55448;-0.10;0.22;9.07;-2.17;0.11;-1.18
55553;-0.03;0.17;9.10;-2.38;0.13;-1.11
55656;-0.11;0.16;9.05;-2.22;-0.03;-1.02
55760;-0.11;0.21;9.11;-2.20;0.18;-1.06
55865;-0.06;0.18;9.17;-2.28;-0.02;-1.13
55969;-0.02;0.18;9.10;-2.22;0.22;-1.14
56074;-0.08;0.22;9.08;-2.32;-0.02;-1.11
56178;-0.14;0.23;9.01;-2.21;-0.05;-1.10
56283;-0.06;0.14;9.06;-2.25;0.10;-1.07
56387;-0.05;0.17;9.15;-2.14;0.05;-1.17
56492;-0.10;0.19;9.07;-2.25;-0.08;-1.17
56596;-0.07;0.19;9.07;-2.15;0.00;-1.14
56700;-0.07;0.20;9.09;-2.27;0.04;-1.11
56805;-0.13;0.22;9.09;-2.07;-0.09;-1.06
56909;-0.02;0.14;9.04;-2.27;0.02;-1.01
57014;-0.06;0.21;9.00;-2.17;-0.09;-1.04
57118;-0.04;0.18;9.09;-2.18;0.20;-1.12
57223;-0.12;0.14;9.08;-2.18;-0.05;-0.95
57327;-0.10;0.24;9.00;-2.11;-0.05;-1.14
57432;-0.02;0.22;9.11;-2.14;-0.02;-1.14
57536;-0.00;0.19;9.06;-2.26;0.01;-1.08
57640;-0.10;0.20;9.07;-2.20;-0.18;-1.08
57745;-0.08;0.20;9.04;-2.29;0.05;-1.15
57849;-0.07;0.22;9.10;-2.12;0.21;-1.17
57954;-0.03;0.16;9.08;-2.19;-0.01;-1.21
58058;-0.09;0.20;9.02;-2.14;0.02;-1.11
58163;-0.08;0.15;8.99;-2.28;0.01;-1.27
58267;-0.12;0.25;9.06;-2.11;-0.01;-1.11
58371;-0.04;0.16;9.06;-2.23;-0.01;-1.07
58475;-0.10;0.13;8.94;-2.28;-0.05;-0.95
58579;-0.08;0.18;9.10;-2.23;0.15;-1.08
58684;-0.08;0.18;9.07;-2.07;0.04;-1.00
58788;-0.05;0.16;9.13;-2.25;0.05;-1.26
58893;-0.04;0.19;9.06;-2.28;0.08;-1.14
58997;-0.09;0.18;9.11;-2.17;-0.08;-1.14
59102;-0.10;0.21;9.09;-2.30;0.01;-1.18
59206;-0.10;0.23;9.06;-2.17;-0.05;-1.13
59311;-0.06;0.21;9.01;-2.17;-0.08;-0.99
59415;-0.12;0.18;9.12;-2.11;0.02;-1.08
59520;-0.03;0.18;9.06;-2.16;0.05;-0.99
59624;-0.05;0.18;9.17;-2.26;0.07;-1.14
59728;-0.08;0.19;9.14;-2.11;-0.02;-1.14
59833;-0.08;0.17;9.14;-2.17;-0.05;-1.06
59937;0.03;0.21;9.08;-2.23;-0.02;-1.08
60042;-0.10;0.21;9.09;-2.26;0.19;-1.30
60146;-0.10;0.15;9.12;-2.25;0.09;-1.13
60251;-0.10;0.24;9.09;-2.23;0.02;-1.01
60355;-0.07;0.23;9.09;-2.17;-0.04;-1.17
60460;-0.12;0.24;9.16;-2.16;-0.10;-1.05
60564;-0.12;0.20;9.14;-2.14;0.08;-1.14
60668;-0.04;0.24;9.02;-2.33;-0.03;-1.09
60773;-0.06;0.20;9.05;-2.19;-0.02;-1.22
60877;-0.08;0.20;9.07;-2.03;-0.12;-1.09
60982;-0.08;0.19;9.03;-2.23;0.05;-1.08
61086;-0.04;0.24;9.04;-2.14;0.10;-0.98
61190;-0.06;0.13;9.05;-2.04;0.08;-1.01
61294;-0.04;0.15;9.11;-2.17;-0.02;-1.19
61399;-0.04;0.19;9.10;-2.19;-0.01;-1.01
61503;-0.06;0.16;9.11;-2.08;0.01;-1.18
61607;-0.08;0.18;9.14;-2.21;0.00;-1.14
61712;-0.04;0.21;9.04;-2.33;0.05;-0.97
61816;-0.08;0.23;9.07;-2.16;0.13;-1.04
61921;-0.09;0.23;9.19;-2.12;-0.06;-1.02
62025;-0.05;0.18;9.08;-2.07;-0.02;-1.17
62130;-0.10;0.19;9.16;-2.14;0.05;-1.13
62234;-0.06;0.17;9.12;-2.14;0.04;-1.03
62339;-0.06;0.17;9.06;-2.28;0.13;-1.10
62443;-0.08;0.20;9.03;-2.03;0.00;-1.07
62547;-0.05;0.20;9.13;-2.29;0.08;-1.14
62652;-0.10;0.17;9.10;-2.30;-0.03;-1.17
62756;-0.06;0.18;9.08;-2.14;0.18;-1.13
62861;-0.09;0.20;9.13;-2.15;0.02;-1.06
62965;-0.05;0.15;9.04;-2.30;-0.01;-1.10
63070;-0.09;0.22;9.12;-2.18;-0.05;-1.14
63174;-0.09;0.25;9.06;-2.08;0.02;-1.17
63279;-0.15;0.20;9.09;-2.08;-0.09;-1.15
63383;-0.08;0.24;9.11;-2.11;0.02;-1.22
63488;-0.05;0.16;9.16;-2.32;0.08;-1.06
63592;-0.05;0.15;9.09;-2.11;-0.06;-1.07
63695;-0.12;0.20;9.00;-2.13;0.08;-0.96
63800;-0.07;0.21;9.04;-2.23;-0.02;-1.13
63904;-0.05;0.19;9.09;-2.34;0.02;-1.22
64009;-0.04;0.17;9.05;-2.16;-0.01;-1.18
64113;-0.11;0.24;9.04;-2.21;0.18;-1.05
64218;-0.11;0.19;9.17;-2.20;0.08;-1.08
64322;-0.05;0.22;9.09;-2.30;0.01;-1.21
64427;-0.07;0.23;9.09;-2.21;0.00;-1.16
64531;-0.10;0.21;9.01;-2.14;-0.08;-1.10
64635;-0.11;0.20;9.06;-2.19;-0.09;-1.34
64740;-0.03;0.18;9.14;-2.17;0.05;-1.23
64844;-0.02;0.21;8.99;-2.24;0.01;-1.01
64949;-0.05;0.11;8.93;-2.16;-0.04;-1.00
65053;-0.01;0.17;9.15;-2.05;-0.06;-1.13
65158;-0.15;0.17;9.03;-2.29;0.14;-1.11
65262;-0.10;0.20;9.03;-2.16;-0.05;-1.17
65367;-0.15;0.18;9.10;-2.32;0.13;-1.11
65471;-0.08;0.20;9.12;-2.17;0.02;-1.10
65575;-0.10;0.21;9.04;-2.14;-0.03;-1.14
65680;-0.11;0.17;9.12;-2.15;-0.05;-1.14
65784;-0.07;0.27;9.10;-2.16;0.02;-1.05
65889;-0.07;0.16;9.06;-2.26;-0.09;-1.01
65993;-0.14;0.20;9.11;-2.15;0.00;-1.17
66098;-0.12;0.16;9.12;-2.27;-0.02;-1.05
66202;-0.11;0.20;9.08;-2.14;-0.02;-1.17
66307;-0.02;0.17;9.04;-2.20;0.01;-1.20
66411;-0.11;0.20;9.09;-2.14;-0.15;-1.07
66514;-0.06;0.18;9.15;-2.25;-0.12;-1.02
66619;-0.13;0.25;9.09;-2.14;-0.10;-1.09
66723;-0.05;0.18;9.10;-2.14;0.26;-1.19
66828;-0.11;0.22;9.09;-2.11;-0.03;-1.22
66932;-0.06;0.16;8.96;-2.20;0.07;-1.26
67037;-0.08;0.22;9.10;-2.20;0.12;-1.21
67141;-0.05;0.17;9.13;-2.27;-0.08;-1.10
67246;-0.11;0.17;9.07;-2.24;0.06;-1.18
67350;-0.07;0.17;9.07;-2.17;0.03;-1.12
67454;-0.07;0.19;9.14;-2.15;0.03;-1.05
67559;-0.06;0.25;9.13;-2.27;0.08;-1.12
67663;-0.07;0.19;9.21;-2.14;0.00;-1.11
67768;-0.04;0.17;9.04;-2.20;-0.11;-1.15
67872;-0.08;0.23;9.08;-2.15;0.14;-1.06
67977;-0.07;0.19;9.01;-2.33;0.04;-1.14
68081;-0.05;0.20;9.10;-2.18;0.08;-1.26
68186;-0.03;0.13;9.18;-2.09;0.08;-1.05
68290;-0.09;0.20;9.15;-2.22;-0.05;-1.08
68395;-0.06;0.25;9.07;-2.33;0.01;-1.10
68499;-0.11;0.16;9.07;-2.00;-0.04;-1.12
68603;-0.09;0.19;9.08;-2.24;0.01;-0.89
68708;-0.06;0.20;9.09;-2.17;-0.07;-1.12
68812;-0.09;0.16;9.04;-2.12;0.05;-1.23
68917;-0.06;0.17;9.09;-2.30;0.10;-1.21
69021;-0.12;0.21;9.06;-2.04;-0.08;-1.04
69126;-0.08;0.23;9.10;-2.22;-0.06;-1.15
69230;-0.11;0.18;9.10;-2.12;-0.05;-1.05
69334;-0.09;0.23;9.07;-2.18;-0.08;-1.11
69438;-0.03;0.17;9.17;-2.27;0.00;-1.14
69542;-0.06;0.17;9.00;-2.30;0.08;-1.10
69647;-0.04;0.17;9.01;-2.16;0.02;-1.14
69751;-0.10;0.17;9.05;-2.30;0.10;-1.10
69856;-0.06;0.24;9.06;-2.21;0.08;-1.13
69960;-0.05;0.22;9.12;-2.24;-0.08;-1.13
70065;-0.06;0.17;9.09;-2.21;-0.05;-1.03
70169;-0.06;0.22;9.16;-2.15;-0.02;-1.20
70274;-0.11;0.25;9.10;-2.04;-0.11;-1.15
70378;-0.10;0.18;9.06;-2.15;0.00;-1.17
70482;-0.10;0.19;9.12;-2.11;0.02;-1.04
70587;-0.16;0.23;9.09;-2.12;0.00;-1.11
70691;-0.03;0.20;9.11;-2.29;0.02;-1.10
70796;-0.11;0.23;9.07;-2.31;0.01;-1.01
70900;-0.11;0.18;9.01;-2.16;0.05;-1.08
71005;-0.05;0.16;9.08;-2.12;0.07;-1.25
71109;-0.06;0.25;9.14;-2.08;-0.10;-1.21
71214;-0.06;0.23;9.07;-2.07;-0.04;-1.17
71318;-0.10;0.22;9.12;-2.11;-0.01;-1.10
71422;-0.10;0.20;9.05;-2.29;0.05;-1.15
71527;-0.12;0.23;9.14;-2.21;0.07;-1.07
71631;-0.09;0.16;9.13;-2.02;0.06;-1.05
71736;-0.14;0.18;9.14;-2.20;0.11;-1.00
71840;-0.12;0.22;9.07;-2.26;0.02;-1.05
71945;-0.06;0.13;8.99;-2.20;-0.02;-1.04
72048;-0.09;0.23;8.99;-2.14;0.03;-1.05
72153;-0.08;0.18;9.08;-2.17;0.00;-1.25
72257;-0.08;0.13;9.05;-2.24;-0.08;-1.03
72361;-0.04;0.27;9.10;-2.23;-0.01;-1.07
72466;-0.13;0.24;9.06;-2.12;-0.06;-1.25
72570;-0.06;0.22;9.13;-2.14;-0.05;-1.18
72675;-0.12;0.20;9.07;-2.27;-0.08;-1.21
72779;-0.08;0.17;9.17;-2.05;0.05;-1.15
72884;-0.07;0.17;9.07;-2.09;0.05;-1.10
72988;-0.21;0.21;9.08;-2.20;-0.05;-1.07
73093;-0.08;0.20;9.03;-2.19;0.05;-1.23
73197;-0.06;0.18;9.14;-2.11;-0.14;-1.06
73302;-0.04;0.18;9.07;-2.23;-0.11;-1.05
73406;-0.02;0.18;9.16;-2.40;-0.04;-1.13
73510;-0.01;0.21;9.11;-2.24;0.02;-1.05
73615;-0.09;0.23;9.03;-2.20;0.02;-1.18
73719;-0.09;0.21;9.06;-2.20;-0.05;-1.03
73824;0.02;0.22;9.03;-2.24;0.21;-1.11
73928;-0.05;0.23;9.11;-2.16;0.14;-1.10
74033;-0.11;0.20;9.07;-2.28;-0.12;-1.24
74137;-0.07;0.22;9.12;-2.22;0.11;-1.02
74242;-0.09;0.19;9.17;-2.16;0.01;-1.14
74346;-0.11;0.22;9.20;-2.30;0.14;-1.11
74450;-0.08;0.25;9.15;-2.18;-0.01;-1.11
74555;-0.14;0.18;9.11;-2.08;0.01;-1.11
74659;-0.10;0.16;9.15;-2.20;0.05;-1.17
74764;-0.17;0.20;9.15;-2.13;-0.02;-1.01
74868;-0.09;0.19;9.04;-2.24;0.07;-1.04
74972;-0.09;0.17;9.08;-2.19;-0.11;-1.17
75076;-0.14;0.13;9.08;-2.12;-0.05;-1.22
75181;-0.05;0.24;9.06;-2.17;-0.02;-1.14
75285;-0.05;0.19;9.05;-2.08;0.00;-1.14
75389;-0.10;0.17;9.09;-2.11;-0.05;-1.16
75494;-0.03;0.21;9.13;-2.20;-0.04;-1.00
75598;-0.07;0.19;9.18;-2.22;-0.02;-1.13
75703;-0.02;0.17;9.10;-2.22;-0.02;-1.10
75807;-0.06;0.18;9.01;-2.21;-0.10;-1.02
75912;-0.08;0.19;9.04;-2.08;0.07;-1.15
76016;-0.07;0.28;9.10;-2.08;-0.02;-1.11
76121;-0.12;0.13;9.04;-2.21;-0.01;-1.14
76225;-0.09;0.23;9.05;-2.14;0.05;-1.16
76329;-0.06;0.25;9.10;-2.28;0.02;-0.92
76434;-0.09;0.17;9.10;-2.09;0.03;-1.09
76538;-0.09;0.20;9.03;-2.24;0.16;-1.19
76643;-0.11;0.22;9.02;-2.33;0.16;-1.05
76747;-0.04;0.15;9.10;-2.17;0.05;-1.13
76852;-0.08;0.16;9.08;-2.12;0.07;-1.12
76956;-0.09;0.16;9.16;-2.14;0.09;-1.07
77061;-0.07;0.21;9.10;-2.17;0.00;-1.13
77165;-0.06;0.24;9.09;-2.05;0.02;-1.20
77270;-0.06;0.16;9.07;-2.20;0.05;-1.24
77374;-0.09;0.23;9.14;-2.20;0.19;-1.16
77478;-0.06;0.23;9.07;-2.26;-0.04;-0.94
77582;-0.02;0.22;9.11;-2.10;0.03;-1.08
77686;-0.08;0.21;8.96;-2.27;-0.08;-1.07
77791;-0.09;0.18;9.02;-2.30;-0.08;-1.28
77895;-0.07;0.23;9.13;-2.20;-0.09;-1.11
78000;-0.12;0.21;9.09;-2.15;-0.04;-1.10
78104;-0.03;0.22;9.14;-2.27;0.14;-1.15
78209;-0.04;0.20;9.11;-2.22;0.06;-1.12
78313;-0.13;0.16;9.09;-2.28;0.16;-1.14
78417;-0.06;0.20;9.15;-2.33;-0.13;-1.17
78522;-0.05;0.28;9.15;-2.06;-0.13;-1.08
78626;-0.08;0.17;9.11;-2.11;0.01;-0.99
78731;-0.11;0.23;9.12;-2.23;0.03;-1.11
78835;-0.10;0.19;9.12;-2.10;0.05;-1.29
78940;-0.05;0.18;9.14;-2.04;0.01;-1.14
79044;-0.09;0.23;9.09;-2.04;-0.08;-1.05
79149;-0.04;0.23;9.04;-2.27;0.04;-1.29
79253;-0.12;0.14;9.12;-2.04;-0.23;-1.09
79357;-0.05;0.20;9.12;-2.23;0.18;-1.14
79462;-0.11;0.21;9.01;-2.26;-0.10;-1.11
79566;-0.13;0.15;9.06;-2.13;-0.14;-1.10
79671;-0.07;0.23;9.07;-2.21;0.11;-1.11
79775;-0.05;0.18;9.09;-2.21;0.06;-1.11
79880;-0.04;0.20;9.11;-2.08;0.10;-1.14
79984;-0.03;0.15;9.09;-2.23;0.21;-1.17
80089;-0.06;0.22;9.10;-2.17;0.04;-1.08
80193;-0.13;0.27;9.04;-2.20;-0.02;-1.12
80297;-0.07;0.22;9.05;-2.20;-0.08;-1.08
80402;-0.12;0.18;9.12;-2.19;-0.01;-1.11
80506;-0.12;0.20;9.07;-2.08;-0.08;-1.04
80611;-0.10;0.22;9.09;-2.08;0.06;-1.15
80714;-0.15;0.20;9.05;-2.18;-0.14;-1.24
80819;-0.04;0.27;9.13;-2.07;-0.03;-1.05
80923;-0.12;0.25;9.04;-2.21;0.14;-1.23
81028;0.01;0.17;9.11;-2.16;0.06;-1.25
81132;-0.05;0.21;9.15;-2.18;0.03;-1.21
81236;-0.05;0.23;9.12;-2.14;-0.14;-1.14
81341;-0.07;0.22;9.08;-2.20;-0.02;-1.12
81445;-0.06;0.15;9.01;-2.14;-0.08;-1.07
81550;-0.02;0.20;9.09;-2.05;-0.04;-1.17
81654;-0.01;0.15;9.12;-2.21;0.04;-1.05
81759;-0.05;0.16;9.07;-2.19;-0.04;-1.11
81863;-0.05;0.20;9.00;-2.24;0.08;-1.12
81968;-0.06;0.19;9.02;-2.31;-0.05;-1.16
82072;-0.05;0.13;9.04;-2.19;0.00;-1.11
82177;-0.08;0.17;9.09;-2.32;-0.02;-1.15
82281;-0.06;0.22;9.12;-2.11;-0.07;-1.09
82385;-0.09;0.19;9.11;-2.22;0.05;-1.08
82490;-0.06;0.18;9.08;-2.17;0.10;-0.88
82594;-0.12;0.17;9.10;-2.20;0.01;-1.20
82699;-0.03;0.23;9.07;-2.32;0.02;-1.15
82803;-0.10;0.19;9.09;-2.14;-0.16;-1.11
82908;-0.05;0.17;9.11;-2.21;0.02;-1.14
83012;-0.08;0.22;9.20;-2.22;-0.11;-1.11
83117;-0.10;0.12;9.12;-2.18;-0.02;-1.00
83221;-0.10;0.15;9.01;-2.20;0.11;-1.08
83325;-0.04;0.21;9.10;-2.17;0.01;-1.11
83430;-0.10;0.16;8.98;-2.19;0.09;-1.17
83534;-0.02;0.23;9.12;-2.17;0.21;-1.12
83639;-0.02;0.23;9.09;-2.14;-0.02;-1.19
83742;-0.12;0.21;9.08;-2.20;0.00;-1.12
83847;-0.03;0.21;9.10;-2.17;0.01;-1.08
83951;-0.11;0.17;9.08;-2.22;0.09;-1.08
84056;-0.05;0.19;9.12;-2.16;0.02;-1.18
84160;-0.10;0.19;9.17;-2.22;-0.03;-1.12
84264;-0.11;0.22;8.98;-2.12;0.11;-1.14
84369;-0.11;0.23;9.00;-2.10;0.18;-1.13
84473;-0.12;0.17;9.06;-2.27;0.00;-1.17
84578;-0.05;0.20;8.98;-2.18;-0.02;-1.24
84682;-0.12;0.18;9.08;-2.17;-0.08;-1.20
84787;-0.10;0.17;9.08;-2.14;0.04;-1.14
84891;-0.09;0.22;9.10;-2.21;0.07;-1.02
84996;-0.12;0.19;9.11;-2.15;0.03;-1.08
85100;-0.02;0.21;9.06;-2.15;0.01;-1.03
85204;-0.09;0.23;9.05;-2.27;-0.18;-1.17
85309;-0.07;0.17;9.02;-2.13;-0.02;-1.14
85413;-0.12;0.19;9.10;-2.29;-0.08;-1.12
85518;-0.06;0.29;9.18;-2.17;0.02;-1.08
85622;-0.08;0.15;9.00;-2.19;0.10;-1.05
85727;-0.00;0.20;9.18;-2.20;-0.10;-1.12
85831;-0.10;0.15;9.09;-2.22;0.01;-1.15
85936;-0.10;0.15;9.03;-2.08;0.07;-1.12
86040;-0.10;0.17;9.09;-2.20;0.08;-1.21
86145;-0.09;0.15;9.06;-2.19;0.00;-1.26
86249;-0.11;0.21;9.06;-2.24;0.03;-1.13
86353;-0.04;0.19;9.13;-2.33;0.02;-1.09
86457;-0.07;0.17;9.14;-2.25;0.19;-1.07
86561;-0.06;0.17;9.05;-2.17;0.05;-1.03
86666;-0.05;0.20;9.11;-2.16;0.06;-1.15
86770;-0.05;0.18;9.12;-2.12;0.08;-1.08
86875;-0.04;0.23;9.15;-2.25;0.19;-1.06
86979;-0.06;0.14;9.12;-2.32;0.08;-1.10
87084;-0.10;0.22;9.13;-2.24;0.17;-1.16
87188;-0.01;0.17;9.10;-2.22;-0.01;-1.04
87292;-0.08;0.23;9.16;-2.20;0.01;-1.13
87397;-0.09;0.17;9.12;-2.23;-0.20;-1.21
87501;-0.11;0.16;9.09;-2.17;0.01;-1.07
87606;-0.12;0.19;9.12;-2.08;0.09;-1.01
87710;-0.09;0.17;9.06;-2.04;-0.14;-1.13
87815;-0.04;0.24;9.12;-2.24;-0.05;-1.12
87919;-0.05;0.18;9.10;-2.21;0.11;-1.02
88024;-0.10;0.22;9.11;-2.12;0.06;-1.00
88128;-0.10;0.20;9.09;-2.04;-0.02;-1.14
88232;-0.09;0.24;9.08;-2.27;0.06;-1.21
88337;-0.14;0.20;9.13;-2.07;-0.01;-1.08
88441;-0.03;0.24;9.13;-2.28;-0.03;-0.98
88546;-0.08;0.25;9.09;-2.32;0.08;-1.06
88650;-0.09;0.25;9.15;-2.24;-0.13;-1.18
88755;-0.05;0.22;9.12;-2.27;-0.08;-1.11
88859;-0.12;0.15;9.12;-2.15;0.05;-1.07
88964;-0.05;0.18;9.07;-2.01;0.07;-1.09
89068;-0.09;0.23;9.09;-2.14;0.05;-1.11
89171;-0.09;0.20;9.09;-2.22;0.11;-1.18
89276;-0.11;0.15;9.22;-2.22;-0.08;-1.05
89380;-0.10;0.25;9.05;-2.20;-0.02;-1.13
89485;-0.14;0.24;9.06;-2.14;-0.11;-1.14
89589;-0.06;0.20;9.16;-2.27;0.15;-1.21
89694;-0.09;0.16;9.15;-2.26;-0.02;-1.10
89798;-0.07;0.23;9.07;-2.27;0.02;-1.04
89903;-0.10;0.16;9.05;-2.19;0.07;-1.22
90007;-0.12;0.19;9.10;-2.28;-0.10;-1.14
90112;-0.10;0.19;9.13;-2.15;0.02;-1.11
90216;-0.05;0.18;9.04;-2.25;-0.12;-1.04
90320;-0.06;0.20;9.15;-2.09;0.01;-1.01
90425;-0.05;0.21;9.08;-2.14;-0.01;-1.17
90529;-0.03;0.20;9.00;-2.17;-0.10;-1.15
90634;-0.08;0.20;9.06;-2.08;-0.07;-1.21
90738;-0.04;0.18;9.08;-2.25;-0.23;-1.05
90843;-0.10;0.21;9.11;-2.20;-0.05;-1.11
90947;-0.10;0.18;9.08;-2.02;0.02;-1.13
91052;-0.10;0.17;9.08;-2.25;0.20;-1.19
91156;-0.06;0.17;9.04;-2.27;0.07;-1.08
91260;-0.05;0.24;9.07;-2.12;0.02;-1.01
91365;-0.09;0.18;9.17;-2.30;0.11;-1.04
91469;-0.07;0.24;9.03;-2.15;0.00;-1.18
91574;-0.11;0.19;9.12;-2.24;-0.08;-1.14
91678;-0.07;0.19;9.00;-2.22;-0.07;-1.11
91783;-0.08;0.23;9.14;-2.11;0.11;-1.11
91887;-0.10;0.23;9.05;-2.33;0.19;-1.22
91992;-0.04;0.18;9.16;-2.14;0.14;-1.08
92095;-0.13;0.24;9.04;-2.24;0.02;-1.07
92199;-0.11;0.21;9.13;-2.22;0.08;-1.05
92304;-0.06;0.19;9.19;-2.24;0.05;-1.13
92408;-0.07;0.20;9.03;-2.20;0.21;-1.24
92513;-0.13;0.15;9.13;-2.29;-0.09;-1.04
92617;-0.10;0.24;9.10;-2.14;0.06;-1.08
92722;-0.09;0.23;9.12;-2.08;0.01;-1.05
92826;-0.09;0.18;9.08;-2.16;0.11;-1.14
92931;-0.07;0.24;9.14;-2.07;0.11;-1.13
93035;-0.08;0.18;9.09;-2.26;0.02;-1.11
93139;-0.08;0.17;9.09;-2.31;0.10;-1.22
93244;-0.12;0.17;9.00;-2.20;0.09;-1.17
93348;-0.02;0.22;9.14;-2.13;-0.07;-1.10
93453;-0.08;0.19;9.13;-2.15;0.15;-1.16
93557;-0.05;0.20;9.02;-2.15;0.04;-1.17
93662;-0.10;0.20;9.02;-2.13;-0.08;-1.16
93766;-0.10;0.22;9.05;-2.19;0.15;-1.07
93871;-0.01;0.20;9.09;-2.21;-0.04;-1.08
93975;-0.06;0.23;9.06;-2.30;0.08;-1.04
94080;-0.07;0.18;9.04;-2.24;-0.04;-1.11
94184;-0.09;0.24;8.94;-2.17;0.08;-1.14
94288;-0.04;0.23;9.07;-2.31;-0.04;-1.10
94393;-0.06;0.15;9.08;-2.18;-0.01;-1.17
94497;-0.12;0.17;9.11;-2.18;0.03;-1.13
94602;-0.05;0.21;9.11;-2.24;-0.02;-1.08
94706;-0.13;0.21;9.12;-2.27;0.05;-1.27
94811;-0.09;0.24;9.11;-2.20;0.05;-1.29
94915;-0.06;0.12;9.07;-2.31;0.00;-1.11
95019;-0.08;0.25;9.16;-2.18;-0.03;-1.15
95123;-0.09;0.15;9.03;-2.23;0.02;-1.04
