TIME;ACC_X;ACC_Y;ACC_Z;GYR_X;GYR_Y;GYR_Z
95227;-0.06;0.19;9.05;-2.11;0.04;-1.17
95332;-0.04;0.25;9.06;-2.26;0.01;-1.19
95436;-0.08;0.16;9.09;-2.20;0.05;-1.14
95541;-0.10;0.24;9.10;-2.00;0.13;-1.24
95645;-0.07;0.27;9.12;-2.33;-0.19;-1.17
95750;-0.10;0.20;9.07;-2.17;0.04;-1.02
95854;-0.05;0.22;9.15;-2.17;-0.03;-1.17
95959;-0.01;0.17;9.09;-2.04;-0.08;-1.11
96063;-0.05;0.17;9.14;-2.05;0.08;-1.06
96167;-0.12;0.17;9.07;-2.11;0.07;-1.07
96272;-0.02;0.18;9.07;-2.14;-0.14;-1.10
96376;-0.07;0.18;9.05;-2.23;0.01;-1.26
96481;-0.12;0.17;9.05;-2.22;-0.08;-1.01
96585;-0.06;0.16;9.02;-2.14;0.08;-1.04
96690;-0.06;0.25;9.12;-2.18;-0.26;-1.10
96794;-0.03;0.17;9.08;-2.14;-0.01;-1.13
96899;-0.06;0.18;9.11;-2.20;-0.05;-1.05
97003;-0.11;0.21;9.01;-2.13;-0.05;-1.22
97107;-0.08;0.25;9.08;-2.28;-0.10;-1.07
97212;-0.05;0.20;9.09;-2.24;0.15;-0.92
97316;-0.05;0.24;9.11;-2.24;0.15;-1.11
97421;-0.06;0.18;9.07;-2.19;-0.09;-1.17
97525;-0.06;0.18;9.11;-2.10;0.09;-1.08
97630;-0.09;0.18;9.11;-2.11;-0.05;-1.18
97734;-0.10;0.16;9.07;-2.24;-0.11;-1.07
97838;-0.09;0.21;9.03;-2.25;-0.02;-1.12
97942;-0.10;0.19;9.01;-2.19;-0.12;-1.13
98046;-0.06;0.14;9.13;-2.24;0.06;-1.13
98151;-0.12;0.22;9.09;-2.29;0.08;-1.06
98255;-0.05;0.22;9.15;-2.08;0.09;-1.09
98360;-0.07;0.12;9.12;-2.15;-0.02;-1.08
98464;-0.07;0.21;9.04;-2.35;0.02;-1.05
98569;-0.14;0.14;9.04;-2.11;-0.05;-1.27
98673;-0.03;0.18;9.08;-2.08;-0.05;-1.00
98778;-0.05;0.24;9.08;-2.24;-0.06;-1.15
98882;-0.05;0.14;9.09;-2.15;-0.09;-1.05
98987;-0.05;0.13;9.05;-2.11;-0.02;-1.10
99091;-0.05;0.17;9.00;-2.32;0.07;-1.07
99195;-0.05;0.15;9.05;-2.22;-0.01;-1.17
99300;-0.07;0.19;9.03;-2.14;0.08;-1.14
99404;-0.07;0.19;9.16;-2.13;-0.08;-1.11
99509;-0.03;0.22;9.08;-2.31;0.07;-1.05
99613;-0.09;0.15;9.11;-2.14;0.04;-1.12
99718;-0.14;0.14;9.20;-2.14;0.06;-1.09
99822;-0.11;0.19;9.11;-2.14;-0.02;-1.14
99927;-0.12;0.18;9.08;-2.09;0.09;-1.06
100031;-0.07;0.28;9.01;-2.18;0.04;-1.17
100135;0.00;0.16;9.05;-2.19;0.08;-1.11
100240;-0.09;0.22;9.05;-2.14;0.01;-1.17
100344;-0.08;0.17;9.14;-2.23;-0.18;-1.14
100449;-0.05;0.17;9.12;-2.29;-0.09;-1.02
100553;-0.10;0.27;9.10;-2.20;0.05;-1.07
100658;-0.12;0.18;9.05;-2.21;0.08;-1.23
100762;-0.07;0.15;9.11;-2.11;0.00;-1.02
100867;-0.03;0.22;9.06;-2.24;0.08;-1.11
100971;-0.08;0.20;9.12;-2.18;0.02;-0.95
101075;-0.09;0.19;9.15;-2.13;0.00;-1.13
101180;-0.13;0.20;9.12;-2.19;0.08;-1.05
101284;-0.09;0.23;9.08;-2.41;-0.05;-1.21
101389;-0.09;0.18;9.02;-2.16;0.11;-1.19
101493;-0.09;0.17;9.12;-2.35;-0.17;-1.17
101598;-0.06;0.19;9.10;-2.11;0.02;-1.11
101702;-0.08;0.21;9.09;-2.22;0.14;-1.03
101807;-0.06;0.19;9.11;-2.20;-0.08;-1.17
101911;-0.12;0.17;9.11;-2.23;0.00;-1.20
102016;-0.09;0.23;9.05;-2.24;0.02;-1.01
102120;-0.06;0.17;9.13;-2.11;-0.05;-1.00
102224;0.00;0.20;9.10;-2.19;0.03;-1.00
102329;-0.04;0.23;9.10;-2.26;-0.18;-1.14
102433;-0.02;0.20;9.11;-2.27;0.08;-1.09
102538;-0.07;0.17;9.05;-2.08;0.08;-1.08
102642;-0.10;0.22;9.03;-2.27;0.11;-1.12
102747;-0.06;0.13;9.11;-2.30;-0.09;-1.12
102851;-0.03;0.18;9.14;-2.23;-0.08;-1.14
102956;-0.06;0.18;9.03;-2.20;0.05;-1.03
103060;-0.07;0.23;9.08;-2.12;-0.03;-1.08
103164;-0.06;0.25;9.00;-2.16;0.00;-0.99
103269;-0.05;0.20;9.02;-2.24;0.04;-1.14
103373;-0.11;0.14;9.08;-2.20;0.09;-1.21
103478;-0.06;0.18;9.03;-2.20;0.02;-1.12
103582;-0.06;0.22;9.04;-2.11;0.03;-1.03
103687;-0.02;0.19;9.14;-2.19;0.11;-1.17
103791;-0.11;0.20;9.09;-2.14;0.06;-1.15
103896;-0.07;0.24;9.02;-2.19;0.05;-1.10
104000;-0.12;0.24;9.08;-2.21;0.03;-1.13
104104;-0.05;0.23;9.07;-2.14;-0.02;-1.12
104209;-0.17;0.17;9.06;-2.26;0.03;-1.18
104313;-0.06;0.18;9.06;-2.20;0.02;-1.13
104418;-0.08;0.17;9.00;-2.14;-0.06;-0.96
104522;-0.13;0.13;9.11;-2.40;0.09;-1.11
104627;-0.02;0.21;9.07;-2.24;0.01;-1.11
104731;-0.06;0.17;9.07;-2.33;0.08;-1.20
104836;-0.07;0.19;9.04;-2.27;-0.03;-1.02
104940;-0.10;0.23;8.99;-2.15;0.11;-1.15
105044;-0.05;0.17;9.11;-2.11;-0.01;-1.17
105149;-0.08;0.16;9.09;-2.28;0.02;-1.08
105253;-0.02;0.24;9.06;-2.23;0.08;-0.97
105358;-0.11;0.25;9.05;-2.13;0.07;-1.08
105462;-0.14;0.18;9.02;-2.15;0.11;-1.08
105567;-0.07;0.17;9.07;-2.16;-0.04;-1.13
105671;-0.11;0.12;9.07;-2.08;-0.07;-1.00
105776;-0.14;0.21;9.06;-2.17;0.09;-1.07
105880;-0.11;0.24;9.08;-2.09;-0.11;-1.17
105985;-0.10;0.16;9.11;-2.18;-0.08;-1.13
106089;-0.08;0.22;9.05;-2.26;-0.03;-0.94
106193;-0.09;0.21;9.05;-2.17;-0.02;-1.09
106298;-0.06;0.55;9.11;-2.20;-0.10;-0.88
106402;-0.10;0.46;9.17;-2.28;-0.12;-1.24
106507;-0.14;0.52;9.20;-2.33;0.32;-1.18
106611;-0.21;0.38;9.21;-2.24;0.02;-1.13
106716;0.10;0.49;9.13;-2.21;-0.12;-1.17
106820;-0.40;0.41;9.18;-2.22;-0.37;-1.01
106925;0.11;0.45;8.96;-2.14;0.30;-1.13
107029;-0.03;0.55;8.73;-2.20;0.28;-1.32
107133;-0.36;0.27;9.62;-2.03;-0.99;-1.12
107238;0.38;0.03;9.21;-2.37;-0.15;-0.94
107342;-0.30;0.07;9.03;-2.21;0.66;-1.21
107447;-0.02;0.12;8.94;-2.21;0.56;-0.93
107551;-0.03;0.16;8.84;-2.15;0.44;-1.15
107656;-0.07;0.30;9.10;-2.06;-0.14;-1.13
107760;-0.19;0.10;9.29;-2.03;-0.10;-1.11
107865;-0.05;0.31;8.84;-2.03;-0.66;-1.10
107969;-0.10;-0.07;9.31;-2.00;0.74;-1.02
108073;0.16;0.19;9.10;-1.85;-0.53;-0.92
108178;0.29;0.17;8.81;-2.20;0.71;-1.11
108282;0.20;0.45;8.75;-1.95;-0.40;-1.20
108387;-0.02;0.37;9.14;-2.11;0.81;-1.25
108491;-0.06;0.19;8.89;-2.40;1.65;-1.21
108596;-0.25;0.33;8.94;-2.20;-0.14;-1.01
108700;0.00;0.25;8.87;-2.27;0.79;-1.08
108805;0.52;0.22;8.48;-2.17;0.47;-1.09
108909;-0.11;0.18;8.69;-2.49;1.21;-1.19
109014;-0.17;-0.06;9.20;-2.03;-0.64;-1.26
109118;-0.04;0.17;8.90;-2.34;0.28;-1.05
109222;0.38;-0.09;9.46;-2.14;0.01;-1.04
109327;-0.22;0.24;9.63;-2.19;-0.08;-1.28
109431;0.69;0.63;8.28;-2.40;-0.18;-1.27
109536;0.10;0.36;9.68;-2.07;-1.58;-1.05
109640;0.75;0.68;7.10;-2.50;-0.62;-1.16
109745;0.36;0.44;7.52;-2.82;0.76;-0.86
109849;-0.83;-0.12;10.30;-1.63;1.07;-1.23
109954;0.18;0.53;8.10;-2.43;0.03;-1.14
110058;-0.10;0.39;8.70;-2.37;0.79;-1.05
110162;0.13;-0.06;9.66;-1.89;-0.55;-1.20
110267;-0.36;0.07;9.48;-2.20;-0.63;-1.30
110371;-0.06;0.06;9.15;-2.23;0.31;-1.03
110476;0.15;0.09;8.71;-2.44;0.59;-1.09
110580;-0.08;-0.18;9.21;-2.22;0.67;-1.07
110685;0.18;-0.16;8.77;-2.24;-0.70;-1.14
110789;-0.08;0.07;8.93;-2.44;1.16;-1.18
110894;-0.17;-0.27;9.13;-2.17;0.51;-1.13
110998;0.07;-0.35;9.04;-2.23;-0.24;-1.28
111102;-0.08;-0.11;9.11;-2.16;-0.01;-0.98
111207;-0.12;0.17;9.07;-2.12;0.08;-1.09
111311;-0.06;0.23;9.13;-2.05;-0.02;-1.30
111416;-0.11;0.13;9.08;-2.17;-0.02;-0.96
111520;-0.08;0.22;9.09;-2.19;0.18;-1.06
111625;-0.08;0.17;9.08;-2.20;0.07;-1.11
111729;-0.10;0.18;9.05;-2.25;-0.02;-1.01
111834;-0.09;0.20;9.02;-2.24;0.05;-1.11
111938;-0.06;0.24;9.13;-2.27;-0.02;-1.21
112044;-0.14;0.18;9.11;-2.18;0.11;-1.20
112148;-0.07;0.22;9.06;-2.07;0.04;-1.19
112252;-0.03;0.21;9.03;-2.11;0.03;-1.14
112357;-0.06;0.20;9.10;-2.31;-0.03;-1.08
112461;-0.05;0.20;9.18;-2.11;-0.06;-1.10
112566;-0.06;0.22;9.05;-2.28;0.08;-1.03
112670;-0.13;0.16;9.05;-2.33;-0.01;-1.13
112775;-0.07;0.18;9.12;-2.23;-0.14;-1.16
112879;-0.12;0.23;9.13;-2.20;0.05;-1.10
112984;-0.03;0.21;9.14;-2.31;-0.06;-1.10
113088;-0.01;0.19;9.09;-2.08;0.15;-1.05
113192;-0.12;0.20;9.06;-2.22;-0.10;-1.24
113297;-0.03;0.17;9.13;-2.16;-0.01;-1.08
113401;-0.10;0.16;8.99;-2.15;0.19;-1.02
113506;-0.08;0.17;9.15;-2.28;-0.04;-1.21
113610;-0.10;0.17;9.05;-2.20;-0.06;-1.23
113715;-0.11;0.20;9.09;-2.26;-0.07;-1.18
113819;-0.14;0.21;9.16;-2.30;-0.04;-1.03
113924;-0.06;0.16;9.06;-2.31;-0.04;-1.15
114028;-0.06;0.22;9.10;-2.17;0.02;-1.12
114132;-0.11;0.17;9.06;-2.26;0.17;-1.02
114237;-0.11;0.16;9.09;-2.17;-0.13;-1.14
114341;-0.07;0.19;9.18;-2.03;0.10;-1.17
114446;-0.08;0.15;9.12;-2.20;0.05;-1.11
114550;-0.03;0.17;9.08;-2.27;-0.06;-1.21
114655;-0.07;0.23;9.13;-2.27;0.04;-1.08
114759;-0.07;0.23;9.04;-2.12;0.08;-1.09
114864;-0.14;0.20;9.10;-2.12;-0.01;-0.98
114968;-0.08;0.16;9.15;-2.24;-0.02;-1.16
115073;-0.07;0.20;9.02;-2.24;0.05;-1.13
115177;-0.04;0.19;9.14;-2.12;0.14;-1.21
115281;-0.07;0.21;9.04;-2.14;0.12;-1.06
115386;-0.06;0.18;9.09;-2.17;-0.04;-1.07
115490;-0.06;0.23;9.07;-2.16;0.12;-1.11
115595;-0.01;0.29;9.13;-2.08;-0.02;-1.14
115699;-0.11;0.22;9.08;-2.27;0.01;-1.15
115804;-0.09;0.16;9.08;-2.19;-0.05;-1.16
115908;-0.06;0.20;9.09;-2.11;0.11;-1.01
116013;-0.08;0.15;9.13;-2.08;-0.05;-1.10
116117;-0.06;0.14;9.08;-2.20;-0.17;-1.11
116221;-0.06;0.20;9.12;-2.24;-0.03;-1.18
116326;-0.05;0.15;9.12;-2.07;-0.01;-0.93
116430;-0.08;0.22;9.07;-2.25;0.02;-1.01
116535;-0.11;0.18;9.09;-2.20;-0.02;-0.98
116639;-0.08;0.22;9.02;-2.24;0.13;-1.18
116744;-0.11;0.20;9.04;-2.26;0.02;-1.15
116848;-0.09;0.20;9.08;-2.25;0.19;-1.11
116953;-0.10;0.20;9.06;-2.26;-0.02;-1.16
117057;-0.07;0.26;9.04;-2.27;0.08;-1.08
117161;-0.14;0.20;9.09;-2.11;0.07;-1.14
117266;-0.07;0.22;9.08;-2.14;0.01;-1.01
117370;-0.08;0.19;9.09;-2.22;-0.16;-0.98
117475;-0.11;0.20;9.12;-2.20;0.02;-1.06
117579;-0.06;0.17;9.10;-2.15;-0.04;-1.08
117684;-0.14;0.17;9.04;-2.13;-0.12;-1.05
117788;-0.04;0.09;9.08;-2.04;-0.02;-1.04
117893;0.00;-0.11;9.04;-2.08;0.02;-0.96
117997;-0.01;-0.39;8.94;-2.22;0.13;-1.20
118102;-0.02;-0.38;9.17;-2.09;0.50;-1.11
118206;-0.06;-0.22;9.20;-2.13;-0.79;-1.22
118310;-0.18;-0.37;9.32;-2.29;0.43;-0.90
118415;-0.08;-0.10;9.05;-2.46;1.75;-1.14
118519;-0.03;-0.45;9.16;-2.21;0.86;-1.19
118624;0.15;-0.38;9.06;-2.28;1.13;-1.10
118728;0.14;-0.12;8.75;-2.62;1.01;-1.00
118833;0.76;0.36;8.34;-2.98;0.27;-0.98
118937;0.72;0.27;8.96;-2.51;-0.41;-1.10
119042;-0.63;0.02;10.96;-1.86;-0.74;-1.13
119146;-0.77;0.07;10.24;-2.40;-0.48;-1.08
119250;-0.23;0.30;8.92;-2.51;2.32;-1.00
119355;-0.40;0.29;9.06;-2.26;0.24;-1.08
119459;0.09;0.03;9.00;-2.01;-0.09;-1.41
119564;-0.36;0.23;9.98;-2.07;-0.74;-1.12
119668;-0.17;-0.07;8.69;-2.17;1.17;-1.08
119773;-0.40;0.20;9.68;-2.21;-0.41;-1.05
119877;0.29;0.24;7.74;-2.22;-0.90;-1.05
119982;0.07;0.17;9.39;-1.69;-1.82;-1.30
120086;0.22;0.40;9.32;-1.83;-0.95;-1.25
120190;-0.25;0.32;9.08;-2.34;0.69;-0.94
120295;-0.98;-0.29;10.18;-1.80;1.55;-1.16
120399;0.01;-0.03;10.47;-1.64;0.31;-1.06
120504;-0.18;0.31;9.30;-2.08;0.96;-1.13
120608;-0.55;0.15;10.02;-1.91;0.27;-1.39
120713;-0.07;0.60;10.02;-1.92;-1.27;-1.30
120817;-0.30;0.52;9.15;-2.20;-0.97;-1.14
120923;-0.79;0.31;9.30;-2.41;-0.11;-0.74
121027;-0.33;0.61;9.21;-2.33;0.38;-1.05
121132;-0.12;0.49;9.42;-1.96;-0.40;-1.05
121236;0.10;0.41;9.36;-1.98;-0.17;-1.10
121340;0.01;0.36;9.10;-2.16;0.25;-1.13
121445;-0.23;0.31;9.05;-2.23;0.31;-1.15
121549;0.08;0.18;9.18;-1.95;0.22;-1.10
121654;0.03;0.49;9.02;-2.16;0.72;-1.05
121758;0.02;0.38;9.04;-2.18;0.21;-1.21
121863;-0.09;0.29;8.95;-2.07;0.00;-0.98
121967;-0.04;0.72;9.00;-2.27;-0.47;-1.08
122072;-0.08;0.90;9.09;-2.15;0.26;-1.05
122176;-0.14;0.81;9.11;-2.17;0.05;-1.11
122280;-0.06;0.79;9.21;-2.07;-0.32;-1.17
122385;-0.29;0.02;8.88;-2.35;0.95;-0.95
122489;-0.32;-0.09;9.46;-2.06;-0.77;-1.04
122594;-0.19;-0.25;9.17;-2.29;-0.05;-1.01
122698;0.01;-0.44;9.15;-2.30;-0.43;-1.02
122803;-0.07;0.20;9.13;-2.08;0.07;-1.10
122907;-0.08;0.18;9.13;-2.27;0.03;-1.05
123012;-0.09;0.35;9.04;-2.35;-0.11;-1.08
123116;-0.14;0.24;9.11;-2.16;0.08;-1.01
123220;-0.06;0.14;9.17;-2.11;-0.27;-1.25
123325;-0.06;0.15;9.10;-2.17;0.02;-1.12
123429;-0.11;0.24;9.04;-2.19;0.16;-1.12
123534;0.00;0.15;9.15;-2.26;-0.21;-1.28
123638;-0.06;0.17;9.14;-2.20;0.14;-1.04
123743;-0.08;0.22;9.08;-2.26;0.06;-1.08
123847;-0.08;0.06;9.08;-2.20;-0.02;-0.95
123952;-0.04;0.25;9.15;-2.25;-0.01;-1.14
124056;-0.14;0.38;9.14;-2.27;0.00;-1.11
124161;-0.16;0.38;9.10;-2.16;-0.31;-1.08
124265;-0.06;0.23;9.03;-2.18;0.02;-1.15
124369;-0.06;0.03;9.14;-2.15;0.05;-1.00
124474;-0.17;-0.06;9.15;-2.08;-0.24;-0.98
124578;-0.09;-0.12;9.14;-2.17;0.07;-1.27
124683;-0.05;0.17;9.15;-2.32;0.02;-1.04
124787;-0.05;0.21;9.04;-2.14;0.05;-1.19
124892;-0.04;0.17;9.09;-2.02;-0.08;-1.19
124996;-0.17;0.22;9.04;-2.19;0.04;-1.19
125101;-0.08;0.22;9.18;-2.14;-0.05;-1.18
125205;0.00;0.21;9.11;-2.34;0.24;-1.01
125309;-0.09;0.20;9.05;-2.20;0.02;-1.25
125414;-0.12;0.19;9.06;-2.06;-0.08;-1.17
125518;-0.03;0.21;9.03;-2.18;-0.06;-1.12
125623;-0.11;0.23;9.09;-2.23;-0.04;-1.24
125727;-0.10;0.13;9.09;-2.22;0.03;-1.19
125832;-0.09;0.16;9.13;-2.06;-0.11;-1.14
125936;-0.10;0.12;9.09;-2.09;0.04;-1.20
126041;-0.01;0.20;9.13;-2.21;0.03;-1.12
126145;-0.09;0.17;9.11;-2.20;-0.09;-1.30
126249;-0.12;0.16;9.09;-2.38;-0.05;-1.08
126354;-0.09;0.21;9.09;-2.20;-0.18;-1.17
126458;-0.13;0.18;9.13;-2.14;-0.08;-0.99
126563;-0.08;0.16;9.09;-2.18;-0.02;-1.15
126667;-0.01;0.19;9.19;-2.22;-0.09;-1.07
126772;-0.09;0.17;9.03;-2.18;0.08;-1.03
126876;-0.04;0.26;9.16;-2.25;0.05;-1.27
126981;-0.05;0.23;9.11;-2.08;0.00;-1.13
127085;-0.13;0.16;9.14;-2.11;-0.05;-1.08
127190;-0.14;0.16;9.08;-2.16;0.00;-1.17
127294;-0.06;0.25;9.09;-2.13;0.08;-1.15
127398;-0.08;0.22;9.16;-2.20;0.05;-1.15
127503;-0.08;0.22;9.09;-2.25;0.09;-1.08
127607;-0.06;0.23;9.18;-2.09;0.12;-1.10
127712;-0.04;0.19;9.09;-2.24;0.05;-0.99
127816;-0.05;0.18;9.14;-2.14;-0.02;-1.13
127921;-0.12;0.23;9.11;-2.27;-0.02;-1.11
128025;-0.14;0.24;9.03;-2.05;-0.03;-1.15
128130;-0.09;0.16;9.16;-2.04;0.05;-1.01
128234;-0.07;0.22;9.08;-2.01;0.08;-0.93
128338;-0.09;0.20;9.03;-2.24;0.02;-1.21
128443;-0.07;0.23;9.16;-2.29;0.04;-1.16
128547;-0.10;0.20;9.00;-2.09;-0.01;-1.14
128652;-0.06;0.19;9.06;-2.08;-0.01;-1.23
128756;-0.10;0.17;9.05;-2.13;0.03;-1.00
128861;-0.12;0.20;9.12;-2.24;-0.02;-1.26
128965;-0.07;0.15;9.09;-2.15;-0.08;-0.98
129070;-0.13;0.14;9.09;-2.30;-0.14;-1.11
129174;-0.07;0.18;9.06;-2.20;-0.08;-1.16
129278;-0.10;0.22;8.99;-2.20;-0.03;-1.14
129383;-0.06;0.20;9.11;-2.13;0.04;-1.16
129487;-0.04;0.23;9.11;-2.14;-0.06;-1.07
129592;-0.09;0.23;9.09;-2.30;-0.04;-0.93
129696;-0.12;0.22;9.00;-2.20;-0.11;-1.05
129801;-0.07;0.24;9.05;-1.93;0.09;-0.93
129905;-0.06;0.16;9.07;-2.21;0.04;-1.17
130010;-0.09;0.25;9.07;-2.05;0.04;-1.23
130114;-0.11;0.21;9.12;-2.24;0.03;-1.16
130219;-0.11;0.17;9.14;-2.18;0.14;-1.09
130323;-0.10;0.16;9.08;-2.29;0.03;-1.14
130427;-0.12;0.23;9.07;-2.14;-0.07;-1.05
130532;-0.04;0.20;9.14;-2.20;0.13;-1.01
130636;-0.06;0.21;9.07;-2.20;-0.01;-1.01
130741;-0.06;0.20;9.18;-2.18;0.05;-1.05
130845;-0.07;0.16;9.09;-2.08;-0.08;-1.27
130950;-0.10;0.29;9.08;-2.30;0.12;-1.17
131054;-0.04;0.23;9.08;-2.14;0.18;-1.12
131159;-0.08;0.23;9.15;-2.14;0.02;-1.24
131263;-0.10;0.22;9.14;-2.20;0.05;-1.05
131367;-0.14;0.17;9.06;-2.20;-0.03;-1.11
131472;-0.01;0.17;9.06;-2.36;0.05;-1.02
131576;-0.04;0.19;9.05;-2.18;0.06;-1.18
131681;-0.08;0.19;9.14;-2.14;0.15;-0.95
131785;-0.06;0.17;9.07;-2.13;-0.01;-1.01
131890;-0.15;0.23;9.22;-2.24;0.03;-0.98
131994;-0.10;0.19;9.09;-2.11;-0.02;-1.14
132099;-0.11;0.25;8.99;-2.14;-0.05;-1.03
132203;-0.14;0.15;9.13;-2.22;0.04;-1.11
132307;-0.05;0.16;9.12;-2.14;0.08;-1.14
132412;-0.09;0.22;9.09;-2.11;0.05;-1.09
132516;-0.09;0.22;9.04;-2.14;0.02;-1.01
132621;-0.14;0.20;9.05;-2.22;0.04;-1.09
132725;-0.10;0.48;9.15;-2.11;0.01;-1.04
132830;-0.12;0.65;9.14;-2.25;-0.17;-1.01
132934;-0.14;0.66;9.09;-1.99;-0.60;-1.07
133039;0.06;0.79;8.85;-2.27;0.37;-1.27
133143;-0.23;0.59;9.39;-2.34;0.26;-1.08
133248;-0.29;0.26;9.24;-2.15;0.37;-1.19
133352;-0.43;0.41;8.95;-2.47;-0.96;-0.95
133456;0.21;0.09;9.03;-2.42;-0.46;-0.66
133561;-0.24;0.48;8.37;-2.37;0.07;-1.05
133665;-0.35;0.18;8.96;-2.34;0.57;-0.81
133770;-0.21;0.29;9.22;-1.87;0.47;-0.92
133874;-0.11;0.36;8.63;-2.25;0.72;-1.19
133979;-0.20;0.28;8.89;-2.04;0.15;-1.37
134083;0.19;0.70;8.50;-2.47;-0.89;-1.10
134188;-0.20;0.34;9.08;-2.25;-0.21;-0.98
134292;-0.19;-0.08;9.66;-1.91;0.81;-1.27
134396;0.39;0.33;8.32;-2.41;0.50;-0.94
134501;0.07;0.11;8.65;-1.62;-1.00;-1.27
134605;-0.81;0.30;9.78;-2.01;-0.05;-1.11
134710;-0.35;0.23;9.52;-2.19;-1.03;-1.14
134814;0.08;-0.04;8.01;-2.25;0.72;-1.04
134919;-0.33;-0.04;9.21;-1.96;-0.21;-1.05
135023;-0.21;-0.21;9.62;-1.86;-1.21;-1.24
135128;-0.54;-0.10;9.38;-2.20;0.40;-0.98
135232;-0.22;-0.08;9.65;-2.41;-0.14;-1.03
135336;0.02;0.47;8.37;-2.55;-0.21;-1.03
135441;-0.22;-0.38;9.69;-1.85;0.84;-0.93
135545;-0.28;-0.32;8.63;-2.20;-1.64;-1.08
135650;-0.23;-0.49;8.98;-2.11;0.72;-1.09
135754;0.03;-0.32;9.11;-2.08;0.02;-0.92
135859;-0.12;0.33;9.12;-2.05;0.16;-1.18
135963;-0.02;0.54;9.10;-2.11;0.21;-1.20
136068;-0.12;0.26;9.07;-2.26;0.02;-1.09
136172;0.06;0.27;9.14;-2.19;-0.20;-1.21
136276;-0.06;0.17;9.05;-2.02;0.14;-1.18
136381;-0.10;0.24;9.15;-2.25;-0.27;-1.24
136485;-0.16;0.03;9.09;-2.37;0.24;-1.00
136590;-0.13;0.12;9.18;-2.11;-0.01;-1.11
136694;-0.04;0.21;9.05;-2.32;0.05;-1.11
136799;-0.13;0.24;9.08;-2.13;0.08;-1.11
136903;-0.09;0.00;9.08;-2.20;0.26;-1.08
137008;-0.03;0.13;9.03;-2.13;-0.02;-1.13
137112;-0.05;0.11;9.06;-2.26;0.11;-1.09
137217;-0.04;0.29;9.13;-2.15;0.16;-1.17
137322;-0.02;0.28;8.98;-2.28;-0.02;-1.21
137426;-0.11;0.29;9.10;-2.25;0.11;-0.95
137531;-0.00;0.02;9.00;-2.20;0.12;-1.08
137635;-0.08;0.07;9.20;-2.01;0.04;-1.08
137739;-0.03;0.12;9.12;-2.26;0.15;-1.16
137844;-0.10;0.19;9.13;-2.24;-0.09;-0.98
137949;-0.09;0.17;9.14;-2.25;0.16;-1.11
138053;-0.08;0.08;9.14;-2.24;-0.05;-1.09
138158;-0.04;0.18;9.12;-2.14;0.10;-1.11
138262;-0.15;0.17;9.10;-2.07;-0.02;-1.14
138366;-0.12;0.21;9.04;-2.18;0.03;-1.15
138471;-0.02;0.21;9.12;-2.30;0.02;-1.13
138575;-0.09;0.35;9.10;-2.16;0.07;-1.00
138680;-0.06;0.64;9.11;-2.17;-0.02;-1.08
138784;-0.06;0.22;9.01;-2.21;-0.01;-1.19
138889;-0.08;0.17;9.01;-2.33;0.18;-1.00
138993;-0.14;0.05;9.12;-2.16;-0.16;-1.19
139098;-0.02;0.18;9.03;-2.30;-0.18;-1.19
139202;-0.08;0.17;9.12;-2.35;0.02;-1.08
139307;-0.02;0.15;9.18;-2.01;-0.17;-1.24
139411;-0.13;0.15;9.10;-2.14;-0.02;-1.06
139515;-0.03;-0.05;9.10;-2.14;-0.16;-1.04
139620;-0.11;0.22;9.04;-2.23;-0.01;-1.04
139724;-0.11;0.17;9.07;-2.07;0.11;-1.18
139829;-0.10;0.17;9.09;-2.20;-0.05;-1.09
139933;-0.08;0.18;9.13;-2.27;-0.13;-1.06
140038;-0.07;0.27;9.04;-2.15;0.05;-1.15
140142;-0.02;0.18;9.11;-2.14;0.04;-1.09
140247;-0.01;0.12;9.09;-2.11;0.16;-1.05
140351;-0.06;0.22;9.04;-2.20;0.08;-1.16
140455;-0.10;0.18;9.14;-2.29;0.16;-0.96
140560;-0.06;0.22;9.06;-2.30;-0.03;-1.08
140664;-0.08;0.17;9.06;-2.08;0.09;-1.04
140769;-0.08;0.20;9.09;-2.11;-0.02;-1.19
140873;-0.11;0.18;9.10;-2.25;-0.02;-1.04
140978;-0.05;0.15;9.08;-2.26;0.02;-1.13
141082;-0.07;0.18;9.06;-2.14;0.15;-1.09
141187;-0.07;0.18;9.07;-2.19;-0.04;-1.10
141291;-0.03;0.20;9.16;-2.15;0.06;-1.16
141395;-0.06;0.19;9.14;-2.17;0.16;-1.24
141500;-0.05;0.19;9.14;-2.13;-0.14;-1.24
141604;-0.12;0.23;9.11;-2.05;-0.15;-1.11
141709;-0.06;0.23;9.13;-2.27;0.00;-1.19
141813;-0.03;0.19;9.09;-2.20;0.11;-1.24
141918;-0.12;0.13;9.08;-2.22;-0.01;-1.18
142022;-0.05;0.15;9.09;-2.18;-0.02;-1.08
142127;-0.10;0.20;9.04;-2.03;0.09;-0.97
142231;-0.07;0.15;9.11;-2.17;0.05;-1.19
142336;-0.08;0.20;9.04;-2.17;-0.05;-1.20
142440;0.00;0.14;9.04;-2.18;0.05;-1.06
142544;-0.06;0.20;9.10;-2.20;-0.08;-1.11
142649;-0.08;0.23;9.07;-2.18;-0.01;-1.08
142753;-0.06;0.17;9.11;-2.04;0.01;-1.13
142858;-0.10;0.25;9.15;-2.24;0.11;-1.11
142962;-0.08;0.19;9.00;-2.27;0.11;-1.06
