GPST;latitude(deg);longitude(deg);height(m);Q;ns;sdn(m);sde(m);sdu(m);sdne(m);sdeu(m);sdun(m);age(s);ratio
2019-04-15 08:34:32.000;53.544721436; 9.999768574; 96.7247;2;5;0.3756;0.1013;0.5705;-0.1759;-0.1921;0.4441;2.00; 1.0
2019-04-15 08:34:33.000;53.544747412; 9.999748805;102.0598;2;5;0.3632;0.0987;0.5543;-0.1699;-0.1853;0.4297;3.00; 1.0
2019-04-15 08:34:34.000;53.544764664; 9.999731022;105.5490;2;5;0.3520;0.0963;0.5396;-0.1645;-0.1792;0.4168;4.00; 1.0
2019-04-15 08:34:35.000;53.544778880; 9.999712699;109.3645;2;5;0.3419;0.0941;0.5264;-0.1597;-0.1737;0.4050;5.00; 1.0
2019-04-15 08:34:36.000;53.544790005; 9.999692966;112.3088;2;5;0.3327;0.0922;0.5143;-0.1552;-0.1687;0.3944;6.00; 1.0
2019-04-15 08:34:37.000;53.544666954; 9.999735172; 95.4195;2;5;0.3309;0.0926;0.5106;-0.1556;-0.1695;0.3919;7.00; 1.1
2019-04-15 08:34:38.000;53.544657569; 9.999721532; 94.3957;2;5;0.3137;0.0884;0.4909;-0.1463;-0.1589;0.3729;8.00; 1.2
2019-04-15 08:34:39.000;53.544647721; 9.999709311; 93.1544;2;5;0.3010;0.0855;0.4760;-0.1396;-0.1514;0.3588;9.00; 1.0
2019-04-15 08:34:40.000;53.544638760; 9.999696194; 91.8911;2;5;0.2902;0.0831;0.4634;-0.1340;-0.1452;0.3467;10.00; 1.2
2019-04-15 08:34:41.000;53.544629378; 9.999681470; 90.5745;2;5;0.2808;0.0811;0.4523;-0.1291;-0.1399;0.3362;11.00; 1.1
2019-04-15 08:34:42.000;53.544620751; 9.999668746; 89.4027;2;5;0.2724;0.0793;0.4425;-0.1248;-0.1352;0.3268;12.00; 1.1
2019-04-15 08:34:43.000;53.544611514; 9.999657493; 88.1559;2;5;0.2648;0.0777;0.4337;-0.1209;-0.1310;0.3184;13.00; 1.0
2019-04-15 08:34:44.000;53.544602428; 9.999645282; 87.0852;2;5;0.2580;0.0763;0.4257;-0.1174;-0.1273;0.3107;14.00; 1.2
2019-04-15 08:34:45.000;53.544593421; 9.999631291; 86.0416;2;5;0.2491;0.0732;0.4108;-0.1131;-0.1209;0.3000;0.00; 1.1
2019-04-15 08:34:46.000;53.544585193; 9.999616723; 85.2010;2;5;0.2430;0.0718;0.4031;-0.1100;-0.1175;0.2931;1.00; 1.2
2019-04-15 08:34:47.000;53.544578634; 9.999602883; 84.7575;2;5;0.2373;0.0706;0.3960;-0.1071;-0.1143;0.2866;2.00; 1.4
2019-04-15 08:34:48.000;53.544572030; 9.999588899; 83.9001;2;5;0.2321;0.0694;0.3894;-0.1044;-0.1114;0.2807;3.00; 1.1
2019-04-15 08:34:49.000;53.544566904; 9.999574519; 83.3169;2;4;0.2431;0.0725;0.3987;-0.1117;-0.1203;0.2918;4.00; 1.0
2019-04-15 08:34:50.000;53.544560582; 9.999560646; 82.6456;2;4;0.2445;0.0730;0.3990;-0.1130;-0.1221;0.2931;5.00; 1.2
2019-04-15 08:34:51.000;53.544555274; 9.999545352; 82.0842;2;4;0.2464;0.0736;0.3998;-0.1144;-0.1242;0.2948;6.00; 1.1
2019-04-15 08:34:52.000;53.544538859; 9.999535005; 80.2171;2;4;0.2486;0.0743;0.4011;-0.1161;-0.1265;0.2969;7.00; 1.1
2019-04-15 08:34:53.000;53.544526910; 9.999523222; 78.8831;2;4;0.2511;0.0751;0.4030;-0.1180;-0.1290;0.2994;8.00; 1.0
2019-04-15 08:34:54.000;53.544513918; 9.999512779; 77.4417;2;4;0.2540;0.0761;0.4053;-0.1200;-0.1318;0.3023;9.00; 1.1
2019-04-15 08:34:55.000;53.544498698; 9.999504255; 75.7998;2;4;0.2572;0.0771;0.4081;-0.1223;-0.1347;0.3057;10.00; 1.1
2019-04-15 08:34:56.000;53.544488978; 9.999492884; 74.9621;2;4;0.2608;0.0783;0.4113;-0.1247;-0.1379;0.3094;11.00; 1.0
2019-04-15 08:34:57.000;53.544483683; 9.999478191; 74.5394;2;4;0.2647;0.0795;0.4151;-0.1273;-0.1412;0.3135;12.00; 1.0
2019-04-15 08:34:58.000;53.544474733; 9.999464176; 73.6582;2;4;0.2689;0.0809;0.4193;-0.1300;-0.1448;0.3180;13.00; 1.0
2019-04-15 08:34:59.000;53.544463299; 9.999451814; 72.5137;2;4;0.2733;0.0823;0.4239;-0.1329;-0.1485;0.3229;14.00; 1.0
2019-04-15 08:35:00.000;53.544457013; 9.999437073; 71.7010;2;4;0.2392;0.0713;0.3808;-0.1124;-0.1229;0.2839;0.00; 1.0
2019-04-15 08:35:01.000;53.544454173; 9.999421996; 71.4315;2;4;0.2393;0.0713;0.3799;-0.1127;-0.1234;0.2839;1.00; 1.0
2019-04-15 08:35:02.000;53.544433327; 9.999415353; 69.1216;2;4;0.2399;0.0715;0.3796;-0.1133;-0.1242;0.2842;2.00; 1.0
2019-04-15 08:35:03.000;53.544414526; 9.999407287; 67.0966;2;4;0.2408;0.0718;0.3798;-0.1140;-0.1253;0.2850;3.00; 1.0
2019-04-15 08:35:04.000;53.544390191; 9.999401041; 64.5378;2;4;0.2421;0.0722;0.3805;-0.1150;-0.1267;0.2863;4.00; 1.0
2019-04-15 08:35:05.000;53.544366774; 9.999393537; 62.1222;2;4;0.2438;0.0728;0.3817;-0.1163;-0.1283;0.2880;5.00; 1.0
2019-04-15 08:35:06.000;53.544348062; 9.999385724; 60.2553;2;4;0.2458;0.0734;0.3835;-0.1177;-0.1302;0.2901;6.00; 1.0
2019-04-15 08:35:07.000;53.544328104; 9.999380175; 58.1529;2;4;0.2483;0.0742;0.3857;-0.1194;-0.1324;0.2927;7.00; 1.0
2019-04-15 08:35:08.000;53.544314106; 9.999371817; 56.7159;2;4;0.2511;0.0751;0.3884;-0.1212;-0.1348;0.2957;8.00; 1.0
2019-04-15 08:35:09.000;53.544303042; 9.999360871; 55.5434;2;4;0.2542;0.0761;0.3916;-0.1233;-0.1374;0.2991;9.00; 1.0
2019-04-15 08:35:10.000;53.544297850; 9.999347006; 55.1675;2;4;0.2577;0.0772;0.3953;-0.1255;-0.1403;0.3029;10.00; 1.0
2019-04-15 08:35:11.000;53.544290440; 9.999335408; 54.5132;2;4;0.2615;0.0784;0.3995;-0.1280;-0.1434;0.3072;11.00; 1.0
2019-04-15 08:35:12.000;53.544283417; 9.999325009; 53.8620;2;4;0.2657;0.0797;0.4041;-0.1306;-0.1467;0.3118;12.00; 1.0
2019-04-15 08:35:13.000;53.544281969; 9.999312072; 53.8212;2;4;0.2701;0.0812;0.4092;-0.1333;-0.1502;0.3168;13.00; 1.0
2019-04-15 08:35:14.000;53.544277163; 9.999300955; 53.3132;2;4;0.2749;0.0827;0.4148;-0.1362;-0.1538;0.3221;14.00; 1.0
2019-04-15 08:35:15.000;53.544272701; 9.999289616; 52.6840;2;4;0.2393;0.0713;0.3685;-0.1152;-0.1278;0.2810;0.00; 1.0
2019-04-15 08:35:16.000;53.544272432; 9.999275309; 52.6373;2;4;0.2395;0.0713;0.3682;-0.1155;-0.1283;0.2812;1.00; 1.0
2019-04-15 08:35:17.000;53.544271325; 9.999260952; 52.4941;2;4;0.2402;0.0715;0.3684;-0.1161;-0.1290;0.2818;2.00; 1.0
2019-04-15 08:35:18.000;53.544268258; 9.999246605; 52.1502;2;4;0.2412;0.0718;0.3691;-0.1168;-0.1300;0.2828;3.00; 1.0
2019-04-15 08:35:19.000;53.544264707; 9.999232391; 51.8533;2;4;0.2427;0.0723;0.3703;-0.1178;-0.1313;0.2844;4.00; 1.0
2019-04-15 08:35:20.000;53.544259944; 9.999218240; 51.5079;2;4;0.2445;0.0729;0.3721;-0.1191;-0.1329;0.2864;5.00; 1.0
2019-04-15 08:35:21.000;53.544459753; 9.999097081; 74.7562;2;4;3.3097;1.0257;3.4297;-1.8415;-1.8724;3.3668;6.00; 1.0
2019-04-15 08:35:22.000;53.544469760; 9.999075619; 76.2751;2;4;2.3736;0.7342;2.4763;-1.3188;-1.3440;2.4212;7.00; 1.0
2019-04-15 08:35:23.000;53.544476655; 9.999056736; 77.4449;2;4;1.9553;0.6037;2.0532;-1.0848;-1.1081;1.9998;8.00; 1.0
2019-04-15 08:35:24.000;53.544484402; 9.999038172; 78.7659;2;4;1.7061;0.5258;1.8029;-0.9453;-0.9678;1.7495;9.00; 1.0
2019-04-15 08:35:25.000;53.544488544; 9.999021803; 79.6614;2;4;1.5367;0.4728;1.6340;-0.8503;-0.8725;1.5798;10.00; 1.0
2019-04-15 08:35:26.000;53.544490547; 9.999005820; 80.3051;2;4;1.4123;0.4339;1.5109;-0.7805;-0.8027;1.4556;11.00; 1.0
2019-04-15 08:35:27.000;53.544492117; 9.998990509; 80.9350;2;4;1.3163;0.4037;1.4167;-0.7265;-0.7489;1.3601;12.00; 1.0
2019-04-15 08:35:28.000;53.544444154; 9.999001726; 75.7056;2;5;0.9083;0.2788;0.9953;-0.4996;-0.5163;0.9430;13.00; 1.0
2019-04-15 08:35:29.000;53.544420491; 9.999000838; 73.3572;2;5;0.7384;0.2269;0.8211;-0.4048;-0.4190;0.7695;14.00; 1.1
2019-04-15 08:35:30.000;53.544403787; 9.998995671; 71.8739;2;5;0.6379;0.1959;0.7159;-0.3489;-0.3610;0.6665;0.00; 1.2
2019-04-15 08:35:31.000;53.544390676; 9.998988177; 70.7477;2;5;0.5707;0.1754;0.6488;-0.3112;-0.3225;0.5983;1.00; 1.2
2019-04-15 08:35:32.000;53.544381230; 9.998979190; 70.0564;2;5;0.5213;0.1603;0.6000;-0.2834;-0.2943;0.5485;2.00; 1.2
2019-04-15 08:35:33.000;53.544371634; 9.998968556; 69.2804;2;5;0.4831;0.1487;0.5626;-0.2619;-0.2724;0.5100;3.00; 1.1
2019-04-15 08:35:34.000;53.544363292; 9.998955960; 68.6771;2;5;0.4524;0.1393;0.5328;-0.2446;-0.2548;0.4791;4.00; 1.0
2019-04-15 08:35:35.000;53.544355987; 9.998943573; 68.1417;2;5;0.4271;0.1317;0.5085;-0.2303;-0.2403;0.4537;5.00; 1.1
2019-04-15 08:35:36.000;53.544348639; 9.998931585; 67.6180;2;5;0.4057;0.1252;0.4882;-0.2182;-0.2281;0.4324;6.00; 1.2
2019-04-15 08:35:37.000;53.544341647; 9.998919757; 67.1857;2;5;0.3875;0.1197;0.4709;-0.2078;-0.2177;0.4142;7.00; 1.1
2019-04-15 08:35:38.000;53.544329691; 9.998910967; 66.0295;2;6;0.3528;0.1097;0.4341;-0.1884;-0.1968;0.3773;8.00; 1.0
2019-04-15 08:35:39.000;53.544318902; 9.998901124; 65.0207;2;6;0.3265;0.1020;0.4057;-0.1736;-0.1806;0.3491;9.00; 1.1
2019-04-15 08:35:40.000;53.544309649; 9.998890116; 64.1606;2;6;0.3055;0.0960;0.3835;-0.1617;-0.1677;0.3268;10.00; 1.1
2019-04-15 08:35:41.000;53.544300983; 9.998878636; 63.4335;2;6;0.2883;0.0911;0.3655;-0.1519;-0.1571;0.3084;11.00; 1.1
2019-04-15 08:35:42.000;53.544292393; 9.998867107; 62.8263;2;6;0.2738;0.0870;0.3504;-0.1436;-0.1481;0.2930;12.00; 1.1
2019-04-15 08:35:43.000;53.544285311; 9.998855576; 62.3931;2;6;0.2614;0.0835;0.3376;-0.1364;-0.1404;0.2798;13.00; 1.0
2019-04-15 08:35:44.000;53.544278402; 9.998844508; 61.8598;2;6;0.2507;0.0805;0.3266;-0.1302;-0.1336;0.2683;14.00; 1.0
2019-04-15 08:35:45.000;53.544271073; 9.998832686; 61.3050;2;6;0.2390;0.0768;0.3132;-0.1245;-0.1270;0.2563;0.00; 1.1
2019-04-15 08:35:46.000;53.544264072; 9.998821318; 60.8772;2;6;0.2299;0.0743;0.3036;-0.1193;-0.1214;0.2466;1.00; 1.3
2019-04-15 08:35:47.000;53.544263249; 9.998806482; 61.1996;2;6;0.2196;0.0713;0.2933;-0.1133;-0.1149;0.2357;2.00; 1.1
2019-04-15 08:35:48.000;53.544259745; 9.998793012; 61.2222;2;6;0.2103;0.0688;0.2844;-0.1080;-0.1092;0.2262;3.00; 1.1
2019-04-15 08:35:49.000;53.544255715; 9.998780961; 61.1074;2;6;0.2023;0.0665;0.2767;-0.1033;-0.1043;0.2179;4.00; 1.2
2019-04-15 08:35:50.000;53.544251806; 9.998770843; 60.8714;2;6;0.1952;0.0646;0.2699;-0.0991;-0.0998;0.2105;5.00; 1.2
2019-04-15 08:35:51.000;53.544247904; 9.998762584; 60.6326;2;6;0.1889;0.0629;0.2639;-0.0954;-0.0959;0.2040;6.00; 1.2
2019-04-15 08:35:52.000;53.544243716; 9.998757352; 60.3778;2;6;0.1832;0.0613;0.2585;-0.0920;-0.0923;0.1981;7.00; 1.2
2019-04-15 08:35:53.000;53.544239727; 9.998754733; 60.0298;2;6;0.1781;0.0600;0.2536;-0.0889;-0.0890;0.1928;8.00; 1.3
2019-04-15 08:35:54.000;53.544236684; 9.998753742; 59.7755;2;6;0.1734;0.0587;0.2492;-0.0860;-0.0861;0.1879;9.00; 1.3
2019-04-15 08:35:55.000;53.544234759; 9.998753716; 59.4716;2;6;0.1692;0.0576;0.2453;-0.0834;-0.0833;0.1835;10.00; 1.4
2019-04-15 08:35:56.000;53.544232856; 9.998753670; 59.1712;2;6;0.1653;0.0566;0.2417;-0.0810;-0.0808;0.1795;11.00; 1.5
2019-04-15 08:35:57.000;53.544231690; 9.998754096; 58.9052;2;6;0.1618;0.0557;0.2384;-0.0787;-0.0785;0.1758;12.00; 1.5
2019-04-15 08:35:58.000;53.544230512; 9.998754454; 58.6320;2;6;0.1585;0.0549;0.2354;-0.0765;-0.0763;0.1723;13.00; 1.6
2019-04-15 08:35:59.000;53.544229179; 9.998754851; 58.3434;2;6;0.1555;0.0542;0.2327;-0.0745;-0.0743;0.1692;14.00; 1.7
2019-04-15 08:36:00.000;53.544226685; 9.998754996; 57.9777;2;6;0.1491;0.0519;0.2242;-0.0722;-0.0710;0.1626;0.00; 1.4
2019-04-15 08:36:01.000;53.544223193; 9.998754201; 57.6644;2;6;0.1448;0.0508;0.2191;-0.0697;-0.0679;0.1576;1.00; 1.8
2019-04-15 08:36:02.000;53.544219734; 9.998753198; 57.3785;2;6;0.1410;0.0498;0.2148;-0.0675;-0.0653;0.1533;2.00; 1.9
2019-04-15 08:36:03.000;53.544217300; 9.998752911; 57.0929;2;6;0.1376;0.0490;0.2108;-0.0654;-0.0628;0.1493;3.00; 2.0
2019-04-15 08:36:04.000;53.544214938; 9.998752590; 56.8182;2;6;0.1344;0.0482;0.2073;-0.0635;-0.0605;0.1458;4.00; 2.1
2019-04-15 08:36:05.000;53.544211375; 9.998752267; 56.5851;2;6;0.1316;0.0475;0.2041;-0.0617;-0.0585;0.1425;5.00; 2.0
2019-04-15 08:36:06.000;53.544207423; 9.998752511; 56.3329;2;6;0.1289;0.0469;0.2012;-0.0600;-0.0565;0.1395;6.00; 1.9
2019-04-15 08:36:07.000;53.544205032; 9.998753465; 56.1218;2;6;0.1265;0.0463;0.1985;-0.0584;-0.0547;0.1367;7.00; 1.8
2019-04-15 08:36:08.000;53.544201198; 9.998756260; 55.8823;2;6;0.1243;0.0458;0.1960;-0.0569;-0.0529;0.1341;8.00; 1.7
2019-04-15 08:36:09.000;53.544197794; 9.998760745; 55.6824;2;6;0.1223;0.0453;0.1938;-0.0555;-0.0513;0.1317;9.00; 1.6
2019-04-15 08:36:10.000;53.544194145; 9.998769146; 55.4957;2;6;0.1204;0.0449;0.1917;-0.0541;-0.0498;0.1295;10.00; 1.5
2019-04-15 08:36:11.000;53.544190483; 9.998779624; 55.3040;2;6;0.1186;0.0445;0.1898;-0.0528;-0.0483;0.1275;11.00; 1.4
2019-04-15 08:36:12.000;53.544185768; 9.998789431; 55.0965;2;6;0.1170;0.0442;0.1880;-0.0515;-0.0469;0.1255;12.00; 1.3
2019-04-15 08:36:13.000;53.544179734; 9.998797472; 54.9533;2;6;0.1155;0.0439;0.1864;-0.0503;-0.0455;0.1237;13.00; 1.2
2019-04-15 08:36:14.000;53.544172045; 9.998805124; 54.8476;2;6;0.1141;0.0436;0.1850;-0.0491;-0.0442;0.1220;14.00; 1.1
2019-04-15 08:36:15.000;53.544162614; 9.998812497; 54.8448;2;6;0.1100;0.0419;0.1792;-0.0489;-0.0432;0.1183;0.00; 1.1
2019-04-15 08:36:16.000;53.544153992; 9.998819167; 54.8283;2;6;0.1082;0.0415;0.1769;-0.0478;-0.0419;0.1161;1.00; 1.1
2019-04-15 08:36:17.000;53.544147126; 9.998823873; 54.8478;2;6;0.1065;0.0411;0.1748;-0.0468;-0.0407;0.1141;2.00; 1.1
2019-04-15 08:36:18.000;53.544140161; 9.998828836; 54.8523;2;6;0.1049;0.0407;0.1728;-0.0458;-0.0395;0.1122;3.00; 1.1
2019-04-15 08:36:19.000;53.544132188; 9.998834200; 54.9790;2;6;0.1035;0.0404;0.1711;-0.0449;-0.0384;0.1105;4.00; 1.0
2019-04-15 08:36:20.000;53.544122632; 9.998839369; 54.8089;2;6;0.1022;0.0402;0.1695;-0.0440;-0.0374;0.1089;5.00; 1.0
2019-04-15 08:36:21.000;53.544112384; 9.998845168; 54.5007;2;6;0.1010;0.0399;0.1681;-0.0432;-0.0364;0.1075;6.00; 1.0
2019-04-15 08:36:22.000;53.544102728; 9.998851046; 54.3533;2;6;0.1000;0.0397;0.1668;-0.0423;-0.0355;0.1062;7.00; 1.0
2019-04-15 08:36:23.000;53.544093675; 9.998855150; 54.1758;2;6;0.0990;0.0395;0.1656;-0.0415;-0.0345;0.1050;8.00; 1.0
2019-04-15 08:36:24.000;53.544085508; 9.998857056; 54.0395;2;6;0.0981;0.0393;0.1645;-0.0407;-0.0337;0.1038;9.00; 1.1
2019-04-15 08:36:25.000;53.544077285; 9.998858738; 53.9321;2;6;0.0972;0.0392;0.1636;-0.0399;-0.0328;0.1028;10.00; 1.1
2019-04-15 08:36:26.000;53.544067473; 9.998861235; 53.7151;2;6;0.0965;0.0391;0.1627;-0.0392;-0.0320;0.1018;11.00; 1.1
2019-04-15 08:36:27.000;53.544057344; 9.998865852; 53.5813;2;6;0.0958;0.0390;0.1620;-0.0384;-0.0311;0.1009;12.00; 1.2
2019-04-15 08:36:28.000;53.544047596; 9.998870725; 53.4289;2;6;0.0952;0.0389;0.1613;-0.0376;-0.0303;0.1000;13.00; 1.2
2019-04-15 08:36:29.000;53.544038675; 9.998874265; 53.2853;2;6;0.0946;0.0388;0.1607;-0.0369;-0.0295;0.0993;14.00; 1.2
2019-04-15 08:36:30.000;53.544028787; 9.998876690; 53.0507;2;6;0.0908;0.0371;0.1551;-0.0373;-0.0292;0.0959;0.00; 1.3
2019-04-15 08:36:31.000;53.544019076; 9.998879691; 52.8819;2;6;0.0896;0.0369;0.1534;-0.0367;-0.0284;0.0944;1.00; 1.3
2019-04-15 08:36:32.000;53.544010477; 9.998884617; 52.7636;2;6;0.0885;0.0367;0.1518;-0.0360;-0.0276;0.0930;2.00; 1.4
2019-04-15 08:36:33.000;53.544002377; 9.998890023; 52.6584;2;6;0.0875;0.0365;0.1505;-0.0355;-0.0268;0.0917;3.00; 1.4
2019-04-15 08:36:34.000;53.543993809; 9.998894911; 52.5224;2;6;0.0867;0.0363;0.1493;-0.0349;-0.0261;0.0906;4.00; 1.4
2019-04-15 08:36:35.000;53.543985483; 9.998901304; 52.4221;2;6;0.0859;0.0362;0.1483;-0.0343;-0.0255;0.0896;5.00; 1.4
2019-04-15 08:36:36.000;53.543978891; 9.998906742; 52.3595;2;6;0.0852;0.0361;0.1474;-0.0337;-0.0248;0.0887;6.00; 1.5
2019-04-15 08:36:37.000;53.543974797; 9.998911123; 52.5117;2;6;0.0846;0.0360;0.1466;-0.0332;-0.0242;0.0879;7.00; 1.4
2019-04-15 08:36:38.000;53.543972453; 9.998914297; 52.5184;2;6;0.0841;0.0359;0.1459;-0.0326;-0.0236;0.0872;8.00; 1.4
2019-04-15 08:36:39.000;53.543970989; 9.998916376; 52.5482;2;6;0.0836;0.0358;0.1453;-0.0321;-0.0229;0.0865;9.00; 1.3
2019-04-15 08:36:40.000;53.543970475; 9.998917052; 52.5651;2;6;0.0832;0.0358;0.1449;-0.0315;-0.0223;0.0860;10.00; 1.3
2019-04-15 08:36:41.000;53.543971107; 9.998916374; 52.5411;2;6;0.0829;0.0358;0.1445;-0.0309;-0.0217;0.0854;11.00; 1.2
2019-04-15 08:36:42.000;53.543971401; 9.998916085; 52.5436;2;6;0.0826;0.0358;0.1442;-0.0303;-0.0211;0.0850;12.00; 1.2
2019-04-15 08:36:43.000;53.543971392; 9.998916020; 52.4820;2;6;0.0824;0.0358;0.1439;-0.0297;-0.0205;0.0846;13.00; 1.2
2019-04-15 08:36:44.000;53.543971458; 9.998916012; 52.4468;2;6;0.0822;0.0359;0.1438;-0.0291;-0.0199;0.0842;14.00; 1.2
2019-04-15 08:36:45.000;53.543972666; 9.998915831; 52.5516;2;6;0.0783;0.0342;0.1379;-0.0301;-0.0201;0.0808;0.00; 1.0
2019-04-15 08:36:46.000;53.543973446; 9.998915730; 52.6461;2;6;0.0773;0.0340;0.1365;-0.0297;-0.0195;0.0795;1.00; 1.1
2019-04-15 08:36:47.000;53.543974241; 9.998915474; 52.7551;2;6;0.0766;0.0338;0.1352;-0.0293;-0.0189;0.0784;2.00; 1.3
2019-04-15 08:36:48.000;53.543974778; 9.998915404; 52.8148;2;6;0.0759;0.0337;0.1341;-0.0288;-0.0183;0.0774;3.00; 1.4
2019-04-15 08:36:49.000;53.543975336; 9.998915218; 52.8828;2;6;0.0753;0.0336;0.1332;-0.0284;-0.0178;0.0766;4.00; 1.5
2019-04-15 08:36:50.000;53.543975506; 9.998915242; 52.8718;2;6;0.0748;0.0336;0.1325;-0.0280;-0.0173;0.0759;5.00; 1.6
2019-04-15 08:36:51.000;53.543975939; 9.998914806; 52.9521;2;6;0.0744;0.0334;0.1318;-0.0276;-0.0168;0.0752;6.00; 1.7
2019-04-15 08:36:52.000;53.543978854; 9.998912560; 53.7069;2;6;0.0740;0.0335;0.1313;-0.0271;-0.0163;0.0747;7.00; 1.7
2019-04-15 08:36:53.000;53.543978803; 9.998912479; 53.6338;2;6;0.0737;0.0335;0.1310;-0.0267;-0.0158;0.0742;8.00; 1.6
2019-04-15 08:36:54.000;53.543978658; 9.998912441; 53.5186;2;6;0.0735;0.0335;0.1307;-0.0262;-0.0153;0.0739;9.00; 1.6
2019-04-15 08:36:55.000;53.543978202; 9.998912628; 53.3518;2;6;0.0734;0.0335;0.1305;-0.0258;-0.0148;0.0735;10.00; 1.5
2019-04-15 08:36:56.000;53.543977806; 9.998912695; 53.2042;2;6;0.0732;0.0335;0.1304;-0.0253;-0.0143;0.0733;11.00; 1.5
2019-04-15 08:36:57.000;53.543977422; 9.998912633; 53.0914;2;6;0.0732;0.0336;0.1303;-0.0248;-0.0137;0.0731;12.00; 1.5
2019-04-15 08:36:58.000;53.543977353; 9.998912596; 53.0178;2;6;0.0732;0.0337;0.1304;-0.0243;-0.0131;0.0729;13.00; 1.4
2019-04-15 08:36:59.000;53.543977165; 9.998912647; 52.9269;2;6;0.0732;0.0338;0.1305;-0.0237;-0.0125;0.0728;14.00; 1.4
2019-04-15 08:37:00.000;53.543975561; 9.998913242; 52.4122;2;6;0.0691;0.0319;0.1242;-0.0251;-0.0134;0.0692;0.00; 1.0
2019-04-15 08:37:01.000;53.543974704; 9.998913318; 52.1110;2;6;0.0683;0.0318;0.1230;-0.0248;-0.0128;0.0680;1.00; 1.0
2019-04-15 08:37:02.000;53.543974077; 9.998913338; 51.8694;2;6;0.0677;0.0317;0.1219;-0.0245;-0.0123;0.0671;2.00; 1.1
2019-04-15 08:37:03.000;53.543973698; 9.998913383; 51.6959;2;6;0.0672;0.0317;0.1210;-0.0242;-0.0119;0.0663;3.00; 1.1
2019-04-15 08:37:04.000;53.543973394; 9.998913322; 51.5333;2;6;0.0667;0.0316;0.1203;-0.0239;-0.0114;0.0656;4.00; 1.1
2019-04-15 08:37:05.000;53.543973180; 9.998913279; 51.4065;2;6;0.0664;0.0315;0.1197;-0.0235;-0.0110;0.0650;5.00; 1.2
2019-04-15 08:37:06.000;53.543972906; 9.998913342; 51.2929;2;6;0.0662;0.0315;0.1193;-0.0232;-0.0106;0.0646;6.00; 1.1
2019-04-15 08:37:07.000;53.543972596; 9.998913250; 51.1815;2;6;0.0660;0.0316;0.1190;-0.0228;-0.0101;0.0642;7.00; 1.0
2019-04-15 08:37:08.000;53.543972599; 9.998913562; 51.1353;2;6;0.0658;0.0316;0.1188;-0.0224;-0.0097;0.0639;8.00; 1.1
2019-04-15 08:37:09.000;53.543972470; 9.998913578; 51.0211;2;6;0.0658;0.0316;0.1187;-0.0221;-0.0091;0.0637;9.00; 1.1
2019-04-15 08:37:10.000;53.543972294; 9.998913505; 50.9598;2;6;0.0658;0.0317;0.1187;-0.0216;-0.0086;0.0636;10.00; 1.2
2019-04-15 08:37:11.000;53.543972297; 9.998913537; 50.8902;2;6;0.0658;0.0318;0.1188;-0.0212;-0.0080;0.0635;11.00; 1.2
2019-04-15 08:37:12.000;53.543972239; 9.998913644; 50.8315;2;6;0.0659;0.0319;0.1189;-0.0207;-0.0073;0.0635;12.00; 1.1
2019-04-15 08:37:13.000;53.543972108; 9.998913587; 50.7601;2;6;0.0660;0.0320;0.1192;-0.0202;-0.0065;0.0635;13.00; 1.1
2019-04-15 08:37:14.000;53.543971914; 9.998913428; 50.7094;2;6;0.0662;0.0321;0.1195;-0.0197;-0.0056;0.0635;14.00; 1.1
2019-04-15 08:37:15.000;53.543971019; 9.998913715; 50.3236;2;6;0.0619;0.0303;0.1128;-0.0215;-0.0077;0.0596;0.00; 1.1
2019-04-15 08:37:16.000;53.543970108; 9.998913554; 50.0499;2;6;0.0612;0.0301;0.1117;-0.0213;-0.0072;0.0586;1.00; 1.4
2019-04-15 08:37:17.000;53.543969977; 9.998913659; 49.8813;2;6;0.0607;0.0301;0.1108;-0.0210;-0.0069;0.0578;2.00; 1.3
2019-04-15 08:37:18.000;53.543969407; 9.998913455; 49.7094;2;6;0.0603;0.0301;0.1100;-0.0208;-0.0064;0.0571;3.00; 1.2
2019-04-15 08:37:19.000;53.543969296; 9.998913424; 49.5964;2;6;0.0600;0.0301;0.1094;-0.0205;-0.0060;0.0565;4.00; 1.1
2019-04-15 08:37:20.000;53.543969367; 9.998913535; 49.5299;2;6;0.0598;0.0300;0.1090;-0.0203;-0.0055;0.0561;5.00; 1.0
2019-04-15 08:37:21.000;53.543969282; 9.998913472; 49.4550;2;6;0.0596;0.0300;0.1087;-0.0199;-0.0049;0.0557;6.00; 1.0
2019-04-15 08:37:22.000;53.543969124; 9.998913316; 49.3792;2;6;0.0595;0.0301;0.1085;-0.0196;-0.0042;0.0555;7.00; 1.1
2019-04-15 08:37:23.000;53.543968999; 9.998913153; 49.3328;2;6;0.0595;0.0301;0.1085;-0.0193;-0.0033;0.0553;8.00; 1.1
2019-04-15 08:37:24.000;53.543968890; 9.998913080; 49.2726;2;6;0.0596;0.0302;0.1086;-0.0189;-0.0022;0.0553;9.00; 1.2
2019-04-15 08:37:25.000;53.543968907; 9.998913079; 49.2374;2;6;0.0597;0.0303;0.1087;-0.0185;0.0015;0.0553;10.00; 1.2
2019-04-15 08:37:26.000;53.543968939; 9.998913147; 49.1993;2;6;0.0598;0.0304;0.1090;-0.0181;0.0031;0.0553;11.00; 1.2
2019-04-15 08:37:27.000;53.543968936; 9.998913060; 49.1805;2;6;0.0601;0.0305;0.1093;-0.0176;0.0043;0.0554;12.00; 1.2
