GPST;latitude(deg);longitude(deg);height(m);Q;ns;sdn(m);sde(m);sdu(m);sdne(m);sdeu(m);sdun(m);age(s);ratio
2019-04-15 08:04:37.996;53.540259273;10.006928388;43.7937;2;4;2.7054;0.6198;4.8301;-0.1790;-0.4708;3.4228;8.00; 1.0
2019-04-15 08:04:38.996;53.540272995;10.006944206;45.2265;2;4;1.9191;0.4397;3.4372;-0.1226;-0.3283;2.4313;9.00; 1.0
2019-04-15 08:04:39.996;53.540266991;10.006949684; 43.8809;2;4;1.5682;0.3595;2.8123;-0.0996;-0.2671;1.9878;10.00; 1.0
2019-04-15 08:05:28.996;53.540428405;10.006895038; 43.4538;2;4;1.3146;0.3254;2.2706;0.0755;-0.2349;1.6357;14.00; 1.1
2019-04-15 08:05:29.996;53.540438897;10.006893995; 44.0050;2;4;1.1804;0.2993;1.9851;0.1243;-0.1967;1.4515;0.00; 1.3
2019-04-15 08:05:30.996;53.540449416;10.006893002; 44.1725;2;4;1.0830;0.2795;1.7901;0.1428;-0.1666;1.3214;1.00; 1.6
2019-04-15 08:05:31.996;53.540463139;10.006892883; 44.5681;2;4;1.0070;0.2632;1.6445;0.1507;-0.1427;1.2220;2.00; 1.8
2019-04-15 08:05:32.996;53.540475929;10.006891427; 44.4484;2;4;0.9454;0.2497;1.5302;0.1538;-0.1235;1.1426;3.00; 1.8
2019-04-15 08:05:33.996;53.540491018;10.006887757; 44.6286;2;4;0.8942;0.2381;1.4373;0.1543;-0.1077;1.0772;4.00; 1.0
2019-04-15 08:05:34.996;53.540505239;10.006882705; 44.7088;2;4;0.8506;0.2280;1.3597;0.1536;-0.0945;1.0221;5.00; 1.1
2019-04-15 08:05:35.996;53.540518709;10.006878136; 44.8066;2;4;0.8130;0.2192;1.2937;0.1520;-0.0832;0.9749;6.00; 1.0
2019-04-15 08:05:37.000;53.540530496;10.006872432; 44.7648;2;4;0.7801;0.2113;1.2366;0.1501;-0.0735;0.9337;7.00; 1.1
2019-04-15 08:05:38.000;53.540543213;10.006869199; 44.9269;2;4;0.7510;0.2043;1.1867;0.1479;-0.0650;0.8976;8.00; 1.0
2019-04-15 08:05:39.000;53.540555402;10.006867040; 44.9873;2;4;0.7251;0.1980;1.1426;0.1456;-0.0576;0.8655;9.00; 1.1
2019-04-15 08:05:40.000;53.540566356;10.006864211; 44.9937;2;4;0.7019;0.1924;1.1032;0.1433;-0.0509;0.8368;10.00; 1.0
2019-04-15 08:05:41.000;53.540576583;10.006860101; 45.1714;2;4;0.6809;0.1872;1.0679;0.1410;-0.0449;0.8110;11.00; 1.0
2019-04-15 08:05:42.000;53.540584885;10.006856659; 45.3348;2;4;0.6619;0.1825;1.0360;0.1388;-0.0395;0.7876;12.00; 1.1
2019-04-15 08:05:43.000;53.540590820;10.006854720; 45.4212;2;4;0.6446;0.1781;1.0071;0.1366;-0.0346;0.7663;13.00; 1.0
2019-04-15 08:05:44.000;53.540594919;10.006852177; 45.3854;2;4;0.6288;0.1742;0.9807;0.1345;-0.0301;0.7469;14.00; 1.0
2019-04-15 08:05:45.000;53.540602592;10.006848746; 45.6503;2;4;0.6074;0.1686;0.9484;0.1311;-0.0219;0.7217;0.00; 1.0
2019-04-15 08:05:46.000;53.540610823;10.006844269; 45.7975;2;4;0.5930;0.1649;0.9249;0.1290;-0.0161;0.7042;1.00; 1.0
2019-04-15 08:05:47.000;53.540618748;10.006840375; 45.7618;2;4;0.5796;0.1615;0.9031;0.1269;-0.0090;0.6879;2.00; 1.0
2019-04-15 08:05:48.000;53.540626325;10.006836506; 45.7573;2;4;0.5671;0.1583;0.8828;0.1250;0.0081;0.6728;3.00; 1.0
2019-04-15 08:05:49.000;53.540634182;10.006833526; 45.8834;2;4;0.5554;0.1553;0.8640;0.1231;0.0136;0.6587;4.00; 1.0
2019-04-15 08:05:50.000;53.540639377;10.006831952; 45.9196;2;4;0.5446;0.1525;0.8464;0.1214;0.0168;0.6456;5.00; 1.0
2019-04-15 08:05:51.000;53.540643312;10.006830796; 45.9091;2;4;0.5344;0.1499;0.8300;0.1197;0.0189;0.6333;6.00; 1.1
2019-04-15 08:05:52.000;53.540647005;10.006830275; 46.0373;2;4;0.5249;0.1474;0.8146;0.1181;0.0205;0.6218;7.00; 1.0
2019-04-15 08:05:53.000;53.540533546;10.006750011; 33.6287;2;4;1.2909;0.5028;1.3922;0.7637;0.7409;1.3120;8.00; 1.0
2019-04-15 08:05:54.000;53.540544318;10.006756930; 34.6828;2;4;0.9569;0.3596;1.1081;0.5299;0.5079;0.9970;9.00; 1.0
2019-04-15 08:05:55.000;53.540559470;10.006766899; 36.2782;2;4;0.8125;0.2962;0.9891;0.4240;0.4012;0.8627;10.00; 1.3
2019-04-15 08:05:56.000;53.540575278;10.006776468; 37.8405;2;4;0.7280;0.2586;0.9199;0.3598;0.3358;0.7846;11.00; 1.1
2019-04-15 08:05:57.000;53.540589472;10.006783998; 39.1391;2;4;0.6711;0.2330;0.8727;0.3153;0.2901;0.7320;12.00; 1.2
2019-04-15 08:05:58.000;53.540600590;10.006789185; 40.2087;2;4;0.6294;0.2142;0.8376;0.2822;0.2556;0.6933;13.00; 1.4
2019-04-15 08:05:59.000;53.540608646;10.006794668; 41.2083;2;4;0.5972;0.1996;0.8099;0.2561;0.2282;0.6634;14.00; 1.0
2019-04-15 08:06:00.000;53.540613096;10.006797903; 41.6025;2;4;0.5655;0.1870;0.7780;0.2358;0.2079;0.6319;0.00; 1.0
2019-04-15 08:06:01.000;53.540617422;10.006801028; 42.0106;2;4;0.5430;0.1771;0.7572;0.2182;0.1893;0.6105;1.00; 1.1
2019-04-15 08:06:02.000;53.540621950;10.006803686; 42.4545;2;4;0.5239;0.1688;0.7390;0.2032;0.1732;0.5921;2.00; 1.4
2019-04-15 08:06:03.000;53.540625608;10.006806052; 42.9037;2;4;0.5073;0.1617;0.7228;0.1903;0.1592;0.5760;3.00; 1.6
2019-04-15 08:06:04.000;53.540628730;10.006807582; 43.2635;2;4;0.4928;0.1554;0.7083;0.1790;0.1468;0.5618;4.00; 1.6
2019-04-15 08:06:05.000;53.540632155;10.006809403; 43.8017;2;4;0.4799;0.1500;0.6952;0.1690;0.1356;0.5491;5.00; 1.6
2019-04-15 08:06:06.000;53.540634966;10.006810697; 44.2034;2;4;0.4684;0.1451;0.6831;0.1600;0.1255;0.5377;6.00; 1.6
2019-04-15 08:06:07.000;53.540647452;10.006814610; 48.3230;2;4;0.8376;0.1684;2.5174;0.2965;0.4876;1.4070;7.00; 1.0
2019-04-15 08:06:08.000;53.540652495;10.006816320; 49.5633;2;4;0.8324;0.1654;2.5139;0.2933;0.4865;1.4031;8.00; 1.0
2019-04-15 08:06:09.000;53.540652379;10.006816483; 49.3057;2;4;0.6579;0.1476;1.8261;0.2237;0.3435;1.0457;9.00; 1.1
2019-04-15 08:06:10.000;53.540652934;10.006817311; 49.0553;2;4;0.5835;0.1393;1.5204;0.1921;0.2776;0.8895;10.00; 1.1
2019-04-15 08:06:11.000;53.540653841;10.006817500; 49.1490;2;4;0.5401;0.1338;1.3390;0.1725;0.2370;0.7979;11.00; 1.1
2019-04-15 08:06:12.000;53.540654450;10.006817687; 49.2400;2;4;0.5106;0.1296;1.2161;0.1584;0.2083;0.7362;12.00; 1.1
2019-04-15 08:06:13.000;53.540657141;10.006819026; 49.7782;2;4;0.4888;0.1261;1.1260;0.1474;0.1864;0.6912;13.00; 1.1
2019-04-15 08:06:14.000;53.540658238;10.006818567; 50.2918;2;4;0.4718;0.1231;1.0564;0.1383;0.1687;0.6566;14.00; 1.0
2019-04-15 08:06:15.000;53.540658114;10.006819311; 50.1937;2;4;0.4504;0.1188;0.9937;0.1318;0.1567;0.6214;0.00; 1.1
2019-04-15 08:06:16.000;53.540658754;10.006819362; 50.1447;2;4;0.4377;0.1162;0.9466;0.1253;0.1446;0.5973;1.00; 1.1
2019-04-15 08:06:17.000;53.540659376;10.006819856; 50.1665;2;4;0.4266;0.1138;0.9067;0.1195;0.1341;0.5769;2.00; 1.2
2019-04-15 08:06:18.000;53.540659869;10.006820055; 50.1648;2;4;0.4169;0.1116;0.8725;0.1143;0.1247;0.5593;3.00; 1.2
2019-04-15 08:06:19.000;53.540660101;10.006820076; 50.1492;2;4;0.4082;0.1097;0.8427;0.1096;0.1162;0.5439;4.00; 1.1
2019-04-15 08:06:20.000;53.540659934;10.006819951; 50.0087;2;4;0.4005;0.1078;0.8165;0.1052;0.1086;0.5302;5.00; 1.1
2019-04-15 08:06:32.000;53.540683189;10.006839408; 50.2588;2;4;1.4774;0.5204;3.0669;0.8376;0.9683;1.9390;2.00; 1.0
2019-04-15 08:06:33.000;53.540676544;10.006835148; 49.1249;2;4;1.0537;0.3722;2.1884;0.5906;0.6893;1.3784;3.00; 1.0
2019-04-15 08:06:34.000;53.540671964;10.006832216; 48.2710;2;4;0.8648;0.3065;1.7925;0.4797;0.5648;1.1265;4.00; 1.0
2019-04-15 08:06:35.000;53.540671150;10.006831573; 47.9284;2;4;0.7522;0.2676;1.5549;0.4130;0.4905;0.9754;5.00; 1.0
2019-04-15 08:06:36.000;53.540670436;10.006830870; 47.7831;2;4;0.6754;0.2411;1.3923;0.3673;0.4399;0.8719;6.00; 1.0
2019-04-15 08:06:37.000;53.540671118;10.006830330; 48.4401;2;4;0.6188;0.2217;1.2720;0.3333;0.4025;0.7953;7.00; 1.0
2019-04-15 08:06:38.000;53.540670503;10.006829771; 48.3423;2;4;0.5750;0.2067;1.1785;0.3068;0.3735;0.7357;8.00; 1.0
2019-04-15 08:06:39.000;53.540668443;10.006828583; 47.7540;2;4;0.5397;0.1947;1.1031;0.2853;0.3502;0.6876;9.00; 1.0
2019-04-15 08:06:40.000;53.540666371;10.006827489; 47.2002;2;4;0.5107;0.1848;1.0406;0.2675;0.3310;0.6477;10.00; 1.0
2019-04-15 08:06:41.000;53.540666235;10.006826024; 47.0522;2;4;0.4862;0.1765;0.9878;0.2524;0.3148;0.6140;11.00; 1.0
2019-04-15 08:06:42.000;53.540666119;10.006825997; 47.0090;2;4;0.4652;0.1695;0.9425;0.2393;0.3009;0.5850;12.00; 1.0
2019-04-15 08:06:43.000;53.540664844;10.006825701; 46.3266;2;4;0.4471;0.1634;0.9030;0.2279;0.2889;0.5598;13.00; 1.0
2019-04-15 08:06:45.000;53.540657410;10.006823795; 43.0655;2;4;0.4277;0.1565;0.8657;0.2177;0.2767;0.5359;0.00; 1.0
2019-04-15 08:06:46.000;53.540658523;10.006823986; 43.3509;2;4;0.4131;0.1515;0.8343;0.2087;0.2670;0.5158;1.00; 1.0
2019-04-15 08:06:47.000;53.540658827;10.006824397; 43.2629;2;4;0.3999;0.1471;0.8062;0.2006;0.2584;0.4978;2.00; 1.0
2019-04-15 08:06:48.000;53.540659345;10.006824652; 43.4995;2;4;0.3881;0.1431;0.7808;0.1932;0.2506;0.4815;3.00; 1.0
2019-04-15 08:06:49.000;53.540660118;10.006824636; 43.8368;2;4;0.3774;0.1395;0.7577;0.1865;0.2435;0.4667;4.00; 1.0
2019-04-15 08:06:50.000;53.540661373;10.006825268; 44.1316;2;4;0.3676;0.1362;0.7365;0.1803;0.2371;0.4532;5.00; 1.0
2019-04-15 08:06:51.000;53.540661757;10.006825348; 44.4043;2;4;0.3587;0.1332;0.7172;0.1747;0.2312;0.4407;6.00; 1.0
2019-04-15 08:06:52.000;53.540662688;10.006825503; 44.6387;2;4;0.3505;0.1305;0.6993;0.1694;0.2258;0.4293;7.00; 1.0
2019-04-15 08:06:53.000;53.540663816;10.006826011; 44.9604;2;4;0.3430;0.1280;0.6828;0.1646;0.2208;0.4187;8.00; 1.0
2019-04-15 08:06:54.000;53.540664545;10.006826338; 45.2246;2;4;0.3360;0.1257;0.6675;0.1601;0.2162;0.4088;9.00; 1.0
2019-04-15 08:06:55.000;53.540665532;10.006826643; 45.4919;2;4;0.3296;0.1236;0.6532;0.1558;0.2119;0.3997;10.00; 1.0
2019-04-15 08:06:56.000;53.540666558;10.006827050; 45.7452;2;4;0.3237;0.1217;0.6400;0.1519;0.2080;0.3911;11.00; 1.0
2019-04-15 08:06:57.000;53.540666666;10.006827278; 45.7773;2;4;0.3182;0.1200;0.6276;0.1482;0.2044;0.3832;12.00; 1.0
2019-04-15 08:06:58.000;53.540666847;10.006827384; 45.8169;2;4;0.3132;0.1183;0.6160;0.1447;0.2010;0.3757;13.00; 1.0
2019-04-15 08:06:59.000;53.540666990;10.006827597; 45.8748;2;4;0.3085;0.1169;0.6051;0.1414;0.1978;0.3687;14.00; 1.0
2019-04-15 08:07:00.000;53.540668108;10.006828182; 46.0486;2;4;0.2987;0.1129;0.5907;0.1381;0.1921;0.3596;0.00; 1.0
2019-04-15 08:07:01.000;53.540670417;10.006825657; 45.9753;2;4;0.2939;0.1113;0.5805;0.1351;0.1890;0.3530;1.00; 1.0
2019-04-15 08:07:02.000;53.540675755;10.006822853; 46.3017;2;4;0.2894;0.1097;0.5708;0.1323;0.1860;0.3468;2.00; 1.0
2019-04-15 08:07:03.000;53.540678472;10.006823293; 46.4767;2;4;0.2851;0.1083;0.5617;0.1296;0.1833;0.3409;3.00; 1.0
2019-04-15 08:07:04.000;53.540679659;10.006822890; 46.5359;2;4;0.2811;0.1070;0.5530;0.1271;0.1807;0.3353;4.00; 1.0
2019-04-15 08:07:05.000;53.540680955;10.006821081; 46.4375;2;4;0.2773;0.1058;0.5448;0.1246;0.1782;0.3300;5.00; 1.0
2019-04-15 08:07:06.000;53.540684654;10.006818894; 46.6192;2;4;0.2738;0.1046;0.5369;0.1223;0.1759;0.3250;6.00; 1.0
2019-04-15 08:07:07.000;53.540691128;10.006814184; 46.5027;2;4;0.2705;0.1036;0.5295;0.1201;0.1737;0.3202;7.00; 1.0
2019-04-15 08:07:08.000;53.540698319;10.006808356; 46.5290;2;4;0.2674;0.1026;0.5225;0.1180;0.1717;0.3157;8.00; 1.0
2019-04-15 08:07:09.000;53.540707858;10.006802958; 47.1161;2;4;0.2645;0.1017;0.5158;0.1159;0.1697;0.3113;9.00; 1.0
2019-04-15 08:07:10.000;53.540717081;10.006797832; 47.1175;2;4;0.2618;0.1009;0.5095;0.1140;0.1680;0.3072;10.00; 1.0
2019-04-15 08:07:11.000;53.540729218;10.006792471; 47.2913;2;4;0.2593;0.1001;0.5034;0.1121;0.1663;0.3033;11.00; 1.0
2019-04-15 08:07:12.000;53.540741250;10.006785749; 47.3748;2;4;0.2569;0.0994;0.4977;0.1103;0.1647;0.2996;12.00; 1.0
2019-04-15 08:07:13.000;53.540753646;10.006780639; 47.5776;2;4;0.2548;0.0988;0.4922;0.1086;0.1633;0.2961;13.00; 1.0
2019-04-15 08:07:14.000;53.540765517;10.006777909; 47.4709;2;4;0.2528;0.0983;0.4871;0.1069;0.1619;0.2927;14.00; 1.0
2019-04-15 08:07:15.000;53.540777868;10.006777848; 47.4307;2;4;0.2444;0.0946;0.4769;0.1051;0.1572;0.2864;0.00; 1.0
2019-04-15 08:07:16.000;53.540789171;10.006779506; 47.4236;2;4;0.2418;0.0937;0.4715;0.1035;0.1555;0.2829;1.00; 1.0
2019-04-15 08:07:17.000;53.540797267;10.006780558; 47.4174;2;4;0.2393;0.0929;0.4663;0.1020;0.1539;0.2795;2.00; 1.0
2019-04-15 08:07:18.000;53.540803030;10.006781121; 47.3790;2;4;0.2370;0.0922;0.4613;0.1006;0.1525;0.2763;3.00; 1.0
2019-04-15 08:07:19.000;53.540809010;10.006783857; 47.5623;2;4;0.2348;0.0915;0.4566;0.0992;0.1511;0.2733;4.00; 1.0
2019-04-15 08:07:20.000;53.540815973;10.006790540; 47.9844;2;4;0.2328;0.0908;0.4520;0.0978;0.1497;0.2703;5.00; 1.0
2019-04-15 08:07:21.000;53.540822369;10.006800907; 48.5784;2;4;0.2309;0.0902;0.4477;0.0965;0.1485;0.2675;6.00; 1.0
2019-04-15 08:07:22.000;53.540826838;10.006811163; 48.8169;2;4;0.2291;0.0897;0.4436;0.0952;0.1473;0.2648;7.00; 1.0
2019-04-15 08:07:23.000;53.540829370;10.006820185; 48.7681;2;4;0.2275;0.0892;0.4396;0.0940;0.1463;0.2623;8.00; 1.0
2019-04-15 08:07:24.000;53.540832440;10.006829114; 48.7387;2;4;0.2260;0.0888;0.4358;0.0928;0.1453;0.2598;9.00; 1.0
2019-04-15 08:07:25.000;53.540834683;10.006836985; 48.7085;2;4;0.2246;0.0884;0.4322;0.0916;0.1443;0.2575;10.00; 1.0
2019-04-15 08:07:26.000;53.540837002;10.006843595; 48.7258;2;4;0.2233;0.0881;0.4288;0.0905;0.1435;0.2553;11.00; 1.0
2019-04-15 08:07:27.000;53.540838921;10.006849286; 48.7284;2;4;0.2222;0.0878;0.4256;0.0894;0.1427;0.2531;12.00; 1.0
2019-04-15 08:07:28.000;53.540840672;10.006855578; 48.7502;2;4;0.2212;0.0876;0.4225;0.0884;0.1420;0.2511;13.00; 1.0
2019-04-15 08:07:29.000;53.540841770;10.006859971; 48.6847;2;4;0.2203;0.0875;0.4196;0.0874;0.1414;0.2492;14.00; 1.0
2019-04-15 08:07:30.000;53.540842060;10.006861768; 48.7410;2;4;0.2120;0.0837;0.4107;0.0861;0.1368;0.2437;0.00; 1.0
2019-04-15 08:07:31.000;53.540844085;10.006866444; 49.1270;2;4;0.2099;0.0831;0.4044;0.0850;0.1354;0.2402;1.00; 1.2
2019-04-15 08:07:32.000;53.540845557;10.006869856; 49.3120;2;4;0.2079;0.0826;0.3982;0.0839;0.1340;0.2367;2.00; 1.3
2019-04-15 08:07:33.000;53.540848268;10.006875643; 49.4703;2;4;0.2061;0.0821;0.3925;0.0828;0.1327;0.2335;3.00; 1.4
2019-04-15 08:07:34.000;53.540853128;10.006880408; 49.5674;2;4;0.2044;0.0816;0.3871;0.0817;0.1316;0.2304;4.00; 1.4
2019-04-15 08:07:35.000;53.540860385;10.006882713; 49.6537;2;4;0.2028;0.0812;0.3820;0.0807;0.1305;0.2275;5.00; 1.4
2019-04-15 08:07:36.000;53.540868612;10.006882408; 49.7149;2;4;0.2014;0.0809;0.3772;0.0797;0.1295;0.2248;6.00; 1.4
2019-04-15 08:07:37.000;53.540876750;10.006879535; 49.7526;2;4;0.2001;0.0806;0.3727;0.0788;0.1286;0.2222;7.00; 1.4
2019-04-15 08:07:38.000;53.540885337;10.006875266; 49.7712;2;4;0.1989;0.0804;0.3684;0.0779;0.1278;0.2197;8.00; 1.4
2019-04-15 08:07:39.000;53.540895108;10.006870701; 49.8349;2;4;0.1978;0.0802;0.3643;0.0770;0.1270;0.2174;9.00; 1.4
2019-04-15 08:07:40.000;53.540905098;10.006866677; 49.8689;2;4;0.1969;0.0800;0.3604;0.0761;0.1263;0.2152;10.00; 1.4
2019-04-15 08:07:41.000;53.540916211;10.006862977; 49.9420;2;4;0.1961;0.0799;0.3568;0.0753;0.1257;0.2131;11.00; 1.4
2019-04-15 08:07:42.000;53.540926861;10.006858287; 49.9574;2;4;0.1954;0.0799;0.3533;0.0744;0.1251;0.2111;12.00; 1.4
2019-04-15 08:07:43.000;53.540937599;10.006852755; 50.0144;2;4;0.1948;0.0799;0.3500;0.0736;0.1247;0.2092;13.00; 1.4
2019-04-15 08:07:44.000;53.540947842;10.006846263; 50.0247;2;4;0.1944;0.0799;0.3469;0.0729;0.1243;0.2074;14.00; 1.4
2019-04-15 08:07:45.000;53.540958457;10.006838286; 49.9970;2;4;0.1859;0.0760;0.3390;0.0720;0.1196;0.2025;0.00; 1.4
2019-04-15 08:07:46.000;53.540969554;10.006829481; 49.9775;2;4;0.1846;0.0756;0.3355;0.0712;0.1187;0.2004;1.00; 1.5
2019-04-15 08:07:47.000;53.540980693;10.006822147; 50.0064;2;4;0.1834;0.0752;0.3322;0.0705;0.1179;0.1985;2.00; 1.6
2019-04-15 08:07:48.000;53.540990631;10.006816076; 49.9460;2;4;0.1822;0.0749;0.3291;0.0698;0.1172;0.1966;3.00; 1.6
2019-04-15 08:07:49.000;53.541001247;10.006810008; 49.9856;2;4;0.1812;0.0746;0.3261;0.0691;0.1165;0.1948;4.00; 1.6
2019-04-15 08:07:50.000;53.541013034;10.006804113; 50.0091;2;4;0.1803;0.0744;0.3232;0.0684;0.1159;0.1931;5.00; 1.6
2019-04-15 08:07:51.000;53.541024513;10.006798616; 50.0217;2;4;0.1794;0.0742;0.3205;0.0677;0.1153;0.1915;6.00; 1.7
2019-04-15 08:07:52.000;53.541034768;10.006793124; 50.0341;2;4;0.1787;0.0741;0.3179;0.0671;0.1148;0.1900;7.00; 1.7
2019-04-15 08:07:53.000;53.541044799;10.006787348; 50.0332;2;4;0.1781;0.0740;0.3154;0.0664;0.1144;0.1885;8.00; 1.7
2019-04-15 08:07:54.000;53.541055133;10.006780741; 50.0013;2;4;0.1776;0.0739;0.3131;0.0658;0.1140;0.1871;9.00; 1.7
2019-04-15 08:07:55.000;53.541065500;10.006774515; 50.0631;2;4;0.1772;0.0739;0.3109;0.0652;0.1137;0.1858;10.00; 1.7
2019-04-15 08:07:56.000;53.541076380;10.006767860; 50.0401;2;5;0.1760;0.0733;0.3049;0.0632;0.1112;0.1822;11.00; 1.1
2019-04-15 08:07:57.000;53.541086355;10.006760289; 49.9468;2;5;0.1748;0.0717;0.2982;0.0605;0.1075;0.1782;12.00; 1.1
2019-04-15 08:07:58.000;53.541095574;10.006752870; 49.9008;2;6;0.1739;0.0706;0.2919;0.0584;0.1043;0.1751;13.00; 1.1
2019-04-15 08:07:59.000;53.541104781;10.006745771; 49.8484;2;6;0.1711;0.0695;0.2863;0.0578;0.1015;0.1724;14.00; 1.0
2019-04-15 08:08:00.000;53.541114138;10.006737612; 49.7362;2;6;0.1642;0.0671;0.2787;0.0568;0.0982;0.1675;0.00; 2.6
2019-04-15 08:08:01.000;53.541127126;10.006724958; 48.9477;1;6;0.0139;0.0051;0.0156;-0.0018;0.0022;0.0112;1.00; 3.3
2019-04-15 08:08:02.000;53.541136672;10.006716883; 48.9122;1;6;0.0147;0.0050;0.0161;-0.0015;0.0023;0.0117;2.00; 3.6
2019-04-15 08:08:03.000;53.541146533;10.006709614; 48.9196;1;6;0.0151;0.0050;0.0149;-0.0037;-0.0035;0.0107;3.00; 3.8
2019-04-15 08:08:04.000;53.541155953;10.006703695; 48.9297;1;6;0.0165;0.0056;0.0159;-0.0039;-0.0037;0.0116;4.00; 3.9
2019-04-15 08:08:05.000;53.541164540;10.006698918; 48.8664;1;6;0.0180;0.0059;0.0171;-0.0041;-0.0039;0.0125;5.00; 3.9
2019-04-15 08:08:06.000;53.541173795;10.006693221; 48.8797;1;6;0.0196;0.0064;0.0185;-0.0043;-0.0041;0.0136;6.00; 4.0
2019-04-15 08:08:07.000;53.541183630;10.006686309; 48.9294;1;6;0.0213;0.0069;0.0200;-0.0046;-0.0043;0.0147;7.00; 3.9
2019-04-15 08:08:08.000;53.541192261;10.006686244; 49.8849;2;7;0.1513;0.0598;0.2341;0.0432;0.0761;0.1425;8.00; 1.2
2019-04-15 08:08:09.000;53.541200499;10.006680594; 49.8633;2;7;0.1492;0.0591;0.2288;0.0419;0.0739;0.1389;9.00; 1.1
2019-04-15 08:08:10.000;53.541207628;10.006675992; 49.8194;2;7;0.1475;0.0584;0.2240;0.0407;0.0718;0.1357;10.00; 1.1
2019-04-15 08:08:11.000;53.541213913;10.006671578; 49.7633;2;7;0.1459;0.0578;0.2196;0.0395;0.0699;0.1327;11.00; 1.2
2019-04-15 08:08:12.000;53.541219540;10.006667098; 49.7096;2;7;0.1444;0.0572;0.2154;0.0384;0.0680;0.1300;12.00; 1.2
2019-04-15 08:08:13.000;53.541224682;10.006662300; 49.7605;2;7;0.1426;0.0567;0.2108;0.0373;0.0663;0.1266;13.00; 1.2
2019-04-15 08:08:14.000;53.541228241;10.006658144; 49.5528;2;7;0.1407;0.0562;0.2064;0.0364;0.0647;0.1233;14.00; 2.0
2019-04-15 08:08:15.000;53.541235552;10.006653317; 49.7825;2;7;0.1366;0.0548;0.2007;0.0347;0.0627;0.1198;0.00; 1.1
2019-04-15 08:08:16.000;53.541242576;10.006647773; 49.8943;2;7;0.1346;0.0542;0.1966;0.0340;0.0611;0.1171;1.00; 1.0
2019-04-15 08:08:17.000;53.541248099;10.006643843; 49.9850;2;7;0.1328;0.0537;0.1927;0.0333;0.0596;0.1145;2.00; 1.4
2019-04-15 08:08:18.000;53.541254221;10.006639540; 49.9718;2;7;0.1312;0.0531;0.1890;0.0326;0.0581;0.1121;3.00; 1.5
2019-04-15 08:08:19.000;53.541259179;10.006636093; 49.9375;2;7;0.1296;0.0526;0.1856;0.0320;0.0568;0.1099;4.00; 1.1
2019-04-15 08:08:20.000;53.541264179;10.006633321; 49.9388;2;7;0.1282;0.0522;0.1824;0.0315;0.0555;0.1078;5.00; 1.1
2019-04-15 08:08:21.000;53.541270785;10.006629256; 49.9714;2;7;0.1268;0.0517;0.1794;0.0310;0.0543;0.1058;6.00; 1.2
2019-04-15 08:08:22.000;53.541278029;10.006624267; 49.9621;2;7;0.1255;0.0513;0.1766;0.0306;0.0532;0.1039;7.00; 1.2
2019-04-15 08:08:23.000;53.541285345;10.006618420; 49.9843;2;7;0.1243;0.0509;0.1739;0.0302;0.0521;0.1021;8.00; 1.3
2019-04-15 08:08:24.000;53.541292393;10.006612521; 50.0136;2;7;0.1231;0.0506;0.1714;0.0299;0.0511;0.1005;9.00; 1.3
2019-04-15 08:08:25.000;53.541297916;10.006607928; 50.0085;2;7;0.1230;0.0503;0.1693;0.0288;0.0504;0.0982;10.00; 1.0
2019-04-15 08:08:26.000;53.541301960;10.006605142; 50.0177;2;7;0.1214;0.0500;0.1669;0.0289;0.0494;0.0970;11.00; 1.0
2019-04-15 08:08:27.000;53.541306038;10.006602855; 49.9949;2;7;0.1203;0.0496;0.1647;0.0288;0.0485;0.0957;12.00; 1.1
2019-04-15 08:08:28.000;53.541312650;10.006599413; 50.0184;2;7;0.1193;0.0494;0.1627;0.0287;0.0477;0.0944;13.00; 1.1
2019-04-15 08:08:29.000;53.541319248;10.006595069; 50.0012;2;7;0.1184;0.0491;0.1608;0.0286;0.0469;0.0931;14.00; 1.1
2019-04-15 08:08:30.000;53.541326602;10.006591230; 50.0202;2;7;0.1152;0.0478;0.1572;0.0269;0.0456;0.0911;0.00; 1.3
2019-04-15 08:08:31.000;53.541334231;10.006587414; 50.0639;2;7;0.1139;0.0475;0.1551;0.0266;0.0448;0.0897;1.00; 1.3
2019-04-15 08:08:32.000;53.541341843;10.006583313; 50.1498;2;7;0.1128;0.0472;0.1531;0.0263;0.0441;0.0883;2.00; 1.2
2019-04-15 08:08:33.000;53.541349561;10.006577767; 50.1666;2;7;0.1118;0.0469;0.1512;0.0261;0.0434;0.0870;3.00; 1.1
2019-04-15 08:08:34.000;53.541357243;10.006571924; 50.1856;2;7;0.1108;0.0466;0.1495;0.0259;0.0427;0.0858;4.00; 1.0
2019-04-15 08:08:35.000;53.541364950;10.006566060; 50.2002;2;7;0.1099;0.0463;0.1478;0.0257;0.0421;0.0846;5.00; 1.1
2019-04-15 08:08:36.000;53.541371638;10.006561324; 50.1891;2;7;0.1091;0.0460;0.1462;0.0255;0.0415;0.0835;6.00; 1.1
2019-04-15 08:08:37.000;53.541376366;10.006558285; 50.1733;2;7;0.1089;0.0458;0.1449;0.0249;0.0411;0.0820;7.00; 1.1
2019-04-15 08:08:38.000;53.541379574;10.006556591; 50.1768;2;7;0.1078;0.0456;0.1434;0.0250;0.0404;0.0813;8.00; 1.1
2019-04-15 08:08:39.000;53.541383686;10.006554825; 50.2098;2;7;0.1070;0.0454;0.1420;0.0250;0.0399;0.0805;9.00; 1.1
